# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ncdm[1]        15:(.)p_ncdm[1]          16:(.)rho_lambda         17:(.)rho_fld            18:(.)w_fld              19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_tot            22:(.)p_tot              23:(.)p_tot_prime        24:gr.fac. D             25:gr.fac. f          
       8.039905317827e+05       1.167663539441e-09       5.758734935916e-01       1.397608014427e+06       1.400994382443e+04       1.742548680005e-02       1.126387619559e+10       3.324118028338e-01       1.149701160654e+12       1.271911015443e+09       7.008521131331e+09       2.645516756141e+11       8.818389181866e+10       2.645516781528e+11       8.818389097244e+10      -3.766236863122e-14       2.005818227940e-06      -9.000000000000e-01       2.662232154223e+11       1.953308161990e+12       1.953308161990e+12       6.483425748164e+11      -4.508150862119e+12       2.129714521570e-04       5.924767274267e-02 
       7.984016716203e+05       1.184056444244e-09       5.799003313496e-01       1.378265356804e+06       1.400993979759e+04       1.754746106894e-02       1.118557336364e+10       3.347357314156e-01       1.118064859688e+12       1.245570315967e+09       6.863377841706e+09       2.572720131106e+11       8.575733765157e+10       2.572720156141e+11       8.575733681708e+10      -3.766236863122e-14       2.001625042023e-06      -9.000000000000e-01       2.588975571945e+11       1.899615393765e+12       1.899615393765e+12       6.305021467629e+11      -4.353689173514e+12       2.130595039178e-04       5.926681016368e-02 
       7.928516615297e+05       1.200679408045e-09       5.839552970156e-01       1.359190537863e+06       1.400993574263e+04       1.767028909961e-02       1.110781484140e+10       3.370758860828e-01       1.087299092541e+12       1.219775119099e+09       6.721240396442e+09       2.501926645567e+11       8.339755480099e+10       2.501926670255e+11       8.339755397805e+10      -3.766236863122e-14       1.997440621794e-06      -9.000000000000e-01       2.517734785773e+11       1.847398918216e+12       1.847398918216e+12       6.131526324852e+11      -4.204520195850e+12       2.131476207557e-04       5.928623547213e-02 
       7.873402314509e+05       1.217535657775e-09       5.880385866476e-01       1.340379847854e+06       1.400993165934e+04       1.779397686759e-02       1.103059684521e+10       3.394323798380e-01       1.057379904829e+12       1.194514127773e+09       6.582046546120e+09       2.433081179353e+11       8.110270592789e+10       2.433081203699e+11       8.110270511636e+10      -3.766236863122e-14       1.993264948927e-06      -9.000000000000e-01       2.448454327265e+11       1.796618136534e+12       1.796618136534e+12       5.962805235626e+11      -4.060462559829e+12       2.132358031511e-04       5.930595052614e-02 
       7.818671132012e+05       1.234628465592e-09       5.921503976606e-01       1.321829628417e+06       1.400992754753e+04       1.791853039021e-02       1.095391561767e+10       3.418053264667e-01       1.028284001316e+12       1.169776278879e+09       6.445735330469e+09       2.366130129027e+11       7.887100425106e+10       2.366130153036e+11       7.887100345076e+10      -3.766236863122e-14       1.989098005135e-06      -9.000000000000e-01       2.381080254299e+11       1.747233566561e+12       1.747233566561e+12       5.798726832838e+11      -3.921341111599e+12       2.133240515878e-04       5.932595719641e-02 
       7.764320404618e+05       1.251961149510e-09       5.962909288410e-01       1.303536271868e+06       1.400992340700e+04       1.804395572690e-02       1.087776742753e+10       3.441948405427e-01       9.999887277805e+11       1.145550738419e+09       6.312247051671e+09       2.301021366151e+11       7.670071215588e+10       2.301021389827e+11       7.670071136668e+10      -3.766236863122e-14       1.984939772170e-06      -9.000000000000e-01       2.315560109068e+11       1.699206812075e+12       1.699206812075e+12       5.639163364183e+11      -3.786986699738e+12       2.134123665531e-04       5.934625736629e-02 
       7.710347487656e+05       1.269537074047e-09       6.004603803558e-01       1.285496220499e+06       1.400991923755e+04       1.817025897953e-02       1.080214856947e+10       3.466010374333e-01       9.724720533726e+11       1.121826896759e+09       6.181523248220e+09       2.237704196698e+11       7.459013984147e+10       2.237704220046e+11       7.459013906320e+10      -3.766236863122e-14       1.980790231820e-06      -9.000000000000e-01       2.251842877240e+11       1.652500532916e+12       1.652500532916e+12       5.483990592702e+11      -3.657235969548e+12       2.135007485380e-04       5.936685293187e-02 
       7.656749754837e+05       1.287359650873e-09       6.046589537600e-01       1.267705965884e+06       1.400991503897e+04       1.829744629263e-02       1.072705536391e+10       3.490240333052e-01       9.457125534627e+11       1.098594363986e+09       6.053506669311e+09       2.176129321582e+11       7.253764400494e+10       2.176129344607e+11       7.253764323745e+10      -3.766236863122e-14       1.976649365914e-06      -9.000000000000e-01       2.189878948239e+11       1.607078415939e+12       1.607078415939e+12       5.333087700046e+11      -3.531931164396e+12       2.135891980369e-04       5.938774580206e-02 
       7.603524598127e+05       1.305432339468e-09       6.088868520037e-01       1.250162048201e+06       1.400991081107e+04       1.842552385377e-02       1.065248415687e+10       3.514639451296e-01       9.196893929598e+11       1.075842965356e+09       5.928141249772e+09       2.116248798273e+11       7.054162656196e+10       2.116248820979e+11       7.054162580511e+10      -3.766236863122e-14       1.972517156316e-06      -9.000000000000e-01       2.129620076615e+11       1.562905146762e+12       1.562905146762e+12       5.186337192408e+11      -3.410919933866e+12       2.136777155482e-04       5.940893789868e-02 
       7.550669427624e+05       1.323758647795e-09       6.131442794522e-01       1.232861055550e+06       1.400990655365e+04       1.855449789378e-02       1.057843131975e+10       3.539208906876e-01       8.943823100892e+11       1.053562736838e+09       5.805372085512e+09       2.058016003469e+11       6.860053340247e+10       2.058016025860e+11       6.860053265610e+10      -3.766236863122e-14       1.968393584930e-06      -9.000000000000e-01       2.071019344483e+11       1.519946382293e+12       1.519946382293e+12       5.043624809044e+11      -3.294055148477e+12       2.137663015737e-04       5.943043115650e-02 
       7.498181671427e+05       1.342342132977e-09       6.174314418822e-01       1.215799623299e+06       1.400990226648e+04       1.868437468713e-02       1.050489324921e+10       3.563949885763e-01       8.697716006168e+11       1.031743920750e+09       5.685145409470e+09       2.001385596795e+11       6.671285318065e+10       2.001385618876e+11       6.671285244462e+10      -3.766236863122e-14       1.964278633696e-06      -9.000000000000e-01       2.014031124989e+11       1.478168724013e+12       1.478168724013e+12       4.904839433305e+11      -3.181194720764e+12       2.138549566188e-04       5.945222752340e-02 
       7.446058775514e+05       1.361186401984e-09       6.217485465022e-01       1.198974433419e+06       1.400989794938e+04       1.881516055217e-02       1.043186636690e+10       3.588863582137e-01       8.458381025073e+11       1.010376961489e+09       5.567408568072e+09       1.946313485501e+11       6.487711613817e+10       1.946313507276e+11       6.487711541234e+10      -3.766236863122e-14       1.960172284594e-06      -9.000000000000e-01       1.958611046789e+11       1.437539691994e+12       1.437539691994e+12       4.769873006126e+11      -3.072201432483e+12       2.139436811929e-04       5.947432896036e-02 
       7.394298203618e+05       1.380295112333e-09       6.260958019539e-01       1.182382213850e+06       1.400989360212e+04       1.894686185148e-02       1.035934711940e+10       3.613951198450e-01       8.225631810047e+11       9.894525013387e+08       5.452109998171e+09       1.892756790133e+11       6.309189295986e+10       1.892756811607e+11       6.309189224409e+10      -3.766236863122e-14       1.956074519641e-06      -9.000000000000e-01       1.904715959499e+11       1.398027699628e+12       1.398027699628e+12       4.638620441888e+11      -2.966942767736e+12       2.140324758090e-04       5.949673744160e-02 
       7.342897437101e+05       1.399671972791e-09       6.304734183304e-01       1.166019737852e+06       1.400988922451e+04       1.907948499217e-02       1.028733197796e+10       3.639213945477e-01       7.999287141230e+11       9.689613763797e+08       5.339199204462e+09       1.840673811144e+11       6.135579366083e+10       1.840673832319e+11       6.135579295497e+10      -3.766236863122e-14       1.951985320890e-06      -9.000000000000e-01       1.852303900097e+11       1.359602029060e+12       1.359602029060e+12       4.510979546600e+11      -2.865290751822e+12       2.141213409839e-04       5.951945495467e-02 
       7.291853974833e+05       1.419320744099e-09       6.348816071804e-01       1.149883823386e+06       1.400988481632e+04       1.921303642618e-02       1.021581743837e+10       3.664653042376e-01       7.779170785365e+11       9.488946124703e+08       5.228626737372e+09       1.790023996426e+11       5.966746650419e+10       1.790024017309e+11       5.966746580811e+10      -3.766236863122e-14       1.947904670433e-06      -9.000000000000e-01       1.801334060254e+11       1.322232807285e+12       1.322232807285e+12       4.386850938329e+11      -2.767121795608e+12       2.142102772381e-04       5.954248350049e-02 
       7.241165333071e+05       1.439245239692e-09       6.393205815166e-01       1.133971332492e+06       1.400988037734e+04       1.934752265058e-02       1.014480002077e+10       3.690269716744e-01       7.565111358582e+11       9.292434213189e+08       5.120344171400e+09       1.740767909743e+11       5.802559694867e+10       1.740767930336e+11       5.802559626223e+10      -3.766236863122e-14       1.943832550399e-06      -9.000000000000e-01       1.751766754558e+11       1.285890982915e+12       1.285890982915e+12       4.266137969823e+11      -2.672316545231e+12       2.142992850960e-04       5.956582509347e-02 
       7.190829045337e+05       1.459449326444e-09       6.437905558341e-01       1.118279170678e+06       1.400987590737e+04       1.948295020795e-02       1.007427626950e+10       3.716065204677e-01       7.356942192962e+11       9.099991966344e+08       5.014304083910e+09       1.692867200015e+11       5.642890662501e+10       1.692867220323e+11       5.642890594808e+10      -3.766236863122e-14       1.939768942954e-06      -9.000000000000e-01       1.703563389614e+11       1.250548303572e+12       1.250548303572e+12       4.148746653256e+11      -2.580759736952e+12       2.143883650860e-04       5.958948176158e-02 
       7.140842662297e+05       1.479936925407e-09       6.482917461126e-01       1.102804286316e+06       1.400987140618e+04       1.961932568662e-02       1.000424275293e+10       3.742040750825e-01       7.154501206761e+11       8.911535103572e+08       4.910460034362e+09       1.646284571468e+11       5.487615234070e+10       1.646284591495e+11       5.487615167316e+10      -3.766236863122e-14       1.935713830302e-06      -9.000000000000e-01       1.656686433998e+11       1.216177293917e+12       1.216177293917e+12       4.034585587058e+11      -2.492340056990e+12       2.144775177401e-04       5.961345554642e-02 
       7.091203751646e+05       1.500712012579e-09       6.528243698303e-01       1.087543670052e+06       1.400986687356e+04       1.975665572104e-02       9.934696063250e+09       3.768197608452e-01       6.957630778221e+11       8.726981089683e+08       4.808766543975e+09       1.600983754590e+11       5.336612511200e+10       1.600983774339e+11       5.336612445370e+10      -3.766236863122e-14       1.931667194685e-06      -9.000000000000e-01       1.611099389033e+11       1.182751234271e+12       1.182751234271e+12       3.923565884742e+11      -2.406950006152e+12       2.145667435946e-04       5.963774850335e-02 
       7.041909897985e+05       1.521778619664e-09       6.573886459719e-01       1.072494354219e+06       1.400986230928e+04       1.989494699207e-02       9.865632816374e+09       3.794537039497e-01       6.766177622840e+11       8.546249098742e+08       4.709179075809e+09       1.556929477891e+11       5.189764922261e+10       1.556929497367e+11       5.189764857343e+10      -3.766236863122e-14       1.927629018379e-06      -9.000000000000e-01       1.566766760370e+11       1.150244139832e+12       1.150244139832e+12       3.815601105697e+11      -2.324485769105e+12       2.146560431892e-04       5.966236270152e-02 
       6.992958702704e+05       1.543140834856e-09       6.619847950424e-01       1.057653412258e+06       1.400985771313e+04       2.003420622734e-02       9.797049651726e+09       3.821060314629e-01       6.579992674026e+11       8.369259978678e+08       4.611654015256e+09       1.514087440444e+11       5.046958130826e+10       1.514087459650e+11       5.046958066808e+10      -3.766236863122e-14       1.923599283701e-06      -9.000000000000e-01       1.523654030356e+11       1.118630740461e+12       1.118630740461e+12       3.710607187891e+11      -2.244847088133e+12       2.147454170681e-04       5.968730022400e-02 
       6.944347783869e+05       1.564802803631e-09       6.666130390731e-01       1.043017958149e+06       1.400985308489e+04       2.017444020156e-02       9.728943232089e+09       3.847768713311e-01       6.398930967035e+11       8.195936216611e+08       4.516148650945e+09       1.472424285175e+11       4.908080946652e+10       1.472424304115e+11       4.908080883520e+10      -3.766236863122e-14       1.919577973001e-06      -9.000000000000e-01       1.481727631154e+11       1.087886461020e+12       1.087886461020e+12       3.608502382413e+11      -2.167937141211e+12       2.148348657793e-04       5.971256316786e-02 
       6.896074776102e+05       1.586768729543e-09       6.712736016361e-01       1.028585145850e+06       1.400984842432e+04       2.031565573682e-02       9.661310243449e+09       3.874663523856e-01       6.222851526099e+11       8.026201904914e+08       4.422621156034e+09       1.431907572893e+11       4.773025239100e+10       1.431907591570e+11       4.773025176843e+10      -3.766236863122e-14       1.915565068670e-06      -9.000000000000e-01       1.440954918609e+11       1.057987402264e+12       1.057987402264e+12       3.509207189830e+11      -2.093662424267e+12       2.149243898746e-04       5.973815364422e-02 
       6.848137330470e+05       1.609042875043e-09       6.759667078531e-01       1.014352168745e+06       1.400984373122e+04       2.045785970299e-02       9.594147394824e+09       3.901746043493e-01       6.051617254661e+11       7.859982707962e+08       4.331030569891e+09       1.392505757032e+11       4.641685852951e+10       1.392505775451e+11       4.641685791556e+10      -3.766236863122e-14       1.911560553132e-06      -9.000000000000e-01       1.401304146832e+11       1.028910322238e+12       1.028910322238e+12       3.412644298282e+11      -2.021932637474e+12       2.150139899103e-04       5.976407377838e-02 
       6.800533114364e+05       1.631629562296e-09       6.806925844066e-01       1.000316259095e+06       1.400983900534e+04       2.060105901799e-02       9.527451418112e+09       3.929017578421e-01       5.885094828636e+11       7.697205829583e+08       4.241336780155e+09       1.354188159089e+11       4.513960526527e+10       1.354188177253e+11       4.513960465984e+10      -3.766236863122e-14       1.907564408851e-06      -9.000000000000e-01       1.362744443481e+11       1.000632618209e+12       1.000632618209e+12       3.318738523290e+11      -1.952660575439e+12       2.151036664464e-04       5.979032570989e-02 
       6.753259811393e+05       1.654533174024e-09       6.854514595489e-01       9.864746874981e+05       1.400983424647e+04       2.074526064815e-02       9.461219067929e+09       3.956479443875e-01       5.723154592598e+11       7.537799981168e+08       4.153500505172e+09       1.316924944738e+11       4.389749812075e+10       1.316924962650e+11       4.389749752371e+10      -3.766236863122e-14       1.903576618325e-06      -9.000000000000e-01       1.325245785726e+11       9.731323090744e+11       9.731323090744e+11       3.227416749219e+11      -1.885762021158e+12       2.151934200473e-04       5.981691159265e-02 
       6.706315121268e+05       1.677758154348e-09       6.902435631164e-01       9.728247623640e+05       1.400982945436e+04       2.089047160856e-02       9.395447121448e+09       3.984132964189e-01       5.565670458835e+11       7.381695350462e+08       4.067483276787e+09       1.280687100599e+11       4.268956998331e+10       1.280687118263e+11       4.268956939453e+10      -3.766236863122e-14       1.899597164090e-06      -9.000000000000e-01       1.288778976869e+11       9.463880182685e+11       9.463880182685e+11       3.138607872347e+11      -1.821155643605e+12       2.152832512813e-04       5.984383359498e-02 
       6.659696759689e+05       1.701309009647e-09       6.950691265338e-01       9.593638293849e+05       1.400982462880e+04       2.103669896338e-02       9.330132378247e+09       4.011979472853e-01       5.412519809176e+11       7.228823570979e+08       3.983247423501e+09       1.245446411652e+11       4.151488035223e+10       1.245446429070e+11       4.151487977161e+10      -3.766236863122e-14       1.895626028718e-06      -9.000000000000e-01       1.253315623616e+11       9.203789571320e+11       9.203789571320e+11       3.052242745502e+11      -1.758762898823e+12       2.153731607212e-04       5.987109389972e-02 
       6.613402458234e+05       1.725190309433e-09       6.999283828336e-01       9.460892710215e+05       1.400981976954e+04       2.118394982623e-02       9.265271660151e+09       4.040020312580e-01       5.263583399519e+11       7.079117692066e+08       3.900756053971e+09       1.211175439263e+11       4.037251460645e+10       1.211175456441e+11       4.037251403388e+10      -3.766236863122e-14       1.891663194818e-06      -9.000000000000e-01       1.218828113966e+11       8.950849087420e+11       8.950849087420e+11       2.968254124231e+11      -1.698507934421e+12       2.154631489436e-04       5.989869470433e-02 
       6.567429964253e+05       1.749406687230e-09       7.048215666600e-01       9.329985059930e+05       1.400981487636e+04       2.133223136049e-02       9.200861811078e+09       4.068256835366e-01       5.118745266985e+11       6.932512149583e+08       3.819973040852e+09       1.177847499827e+11       3.926158329241e+10       1.177847516767e+11       3.926158272777e+10      -3.766236863122e-14       1.887708645035e-06      -9.000000000000e-01       1.185289595715e+11       8.704862121852e+11       8.704862121852e+11       2.886576614435e+11      -1.640317497326e+12       2.155532165296e-04       5.992663822095e-02 
       6.521777040750e+05       1.773962841471e-09       7.097489142889e-01       9.200889887750e+05       1.400980994901e+04       2.148155077968e-02       9.136899696884e+09       4.096690402556e-01       4.977892639634e+11       6.788942737184e+08       3.740863004978e+09       1.145436643987e+11       3.818122143155e+10       1.145436660692e+11       3.818122087473e+10      -3.766236863122e-14       1.883762362050e-06      -9.000000000000e-01       1.152673955550e+11       8.465637472650e+11       8.465637472650e+11       2.807146621458e+11      -1.584120844709e+12       2.156433640647e-04       5.995492667653e-02 
       6.476441466284e+05       1.798863536407e-09       7.147106636239e-01       9.073582091038e+05       1.400980498726e+04       2.163191534777e-02       9.073382205211e+09       4.125322384905e-01       4.840915848659e+11       6.648346578204e+08       3.663391299864e+09       1.113917636430e+11       3.713058784682e+10       1.113917652904e+11       3.713058729771e+10      -3.766236863122e-14       1.879824328580e-06      -9.000000000000e-01       1.120955798711e+11       8.232989196280e+11       8.232989196280e+11       2.729902300568e+11      -1.529849657958e+12       2.157335921383e-04       5.998356231290e-02 
       6.431421034853e+05       1.824113603026e-09       7.197070542225e-01       8.948036914884e+05       1.400979999087e+04       2.178333237961e-02       9.010306245338e+09       4.154154162647e-01       4.707708242993e+11       6.510662098118e+08       3.587523996536e+09       1.083265936243e+11       3.610886450772e+10       1.083265952488e+11       3.610886396622e+10      -3.766236863122e-14       1.875894527380e-06      -9.000000000000e-01       1.090110429224e+11       8.006736463013e+11       8.006736463013e+11       2.654783508812e+11      -1.477437959600e+12       2.158239013446e-04       6.001254738685e-02 
       6.386713555791e+05       1.849717939986e-09       7.247383273025e-01       8.824229947285e+05       1.400979495960e+04       2.193580924118e-02       8.947668748027e+09       4.183187125552e-01       4.578166106277e+11       6.375828997575e+08       3.513227868672e+09       1.053457677801e+11       3.511525589343e+10       1.053457693821e+11       3.511525535943e+10      -3.766236863122e-14       1.871972941238e-06      -9.000000000000e-01       1.060113830674e+11       7.786703416256e+11       7.786703416256e+11       2.581731758179e+11      -1.426822033075e+12       2.159142922817e-04       6.004188417024e-02 
       6.342316853659e+05       1.875681514565e-09       7.298047257482e-01       8.702137114395e+05       1.400978989320e+04       2.208935335005e-02       8.885466665376e+09       4.212422672999e-01       4.452188576101e+11       6.243788225991e+08       3.440470378045e+09       1.024469652185e+11       3.414898837336e+10       1.024469667983e+11       3.414898784676e+10      -3.766236863122e-14       1.868059552981e-06      -9.000000000000e-01       1.030942647498e+11       7.572719035773e+11       7.572719035773e+11       2.510690170068e+11      -1.377940345249e+12       2.160047655525e-04       6.007157495010e-02 
       6.298228768141e+05       1.902009363616e-09       7.349064941300e-01       8.581734675841e+05       1.400978479143e+04       2.224397217568e-02       8.823696970671e+09       4.241862214036e-01       4.329677565475e+11       6.114481955687e+08       3.369219660280e+09       9.962792891151e+10       3.320930960483e+10       9.962793046941e+10       3.320930908552e+10      -3.766236863122e-14       1.864154345470e-06      -9.000000000000e-01       1.002574166810e+11       7.364617004653e+11       7.364617004653e+11       2.441603430998e+11      -1.330733471593e+12       2.160953217641e-04       6.010162202870e-02 
       6.254447153938e+05       1.928706594544e-09       7.400438787081e-01       8.462999220102e+05       1.400977965405e+04       2.239967323979e-02       8.762356658235e+09       4.271507167451e-01       4.210537686458e+11       5.987853556564e+08       3.299444510894e+09       9.688646393752e+10       3.229548794728e+10       9.688646547384e+10       3.229548743517e+10      -3.766236863122e-14       1.860257301602e-06      -9.000000000000e-01       9.749863007083e+10       7.162235579945e+11       7.162235579945e+11       2.374417749546e+11      -1.285144023921e+12       2.161859615281e-04       6.013202772367e-02 
       6.210969880664e+05       1.955778386291e-09       7.452171274508e-01       8.345907659956e+05       1.400977448080e+04       2.255646411674e-02       8.701442743287e+09       4.301358961831e-01       4.094676175886e+11       5.863847571300e+08       3.231114371633e+09       9.422043577225e+10       3.140681189263e+10       9.422043728729e+10       3.140681138762e+10      -3.766236863122e-14       1.856368404310e-06      -9.000000000000e-01       9.481575690833e+10       6.965417466852e+11       6.965417466852e+11       2.309080814459e+11      -1.241116580605e+12       2.162766854607e-04       6.016279436806e-02 
       6.167794832740e+05       1.983229990336e-09       7.504264900435e-01       8.230437227985e+05       1.400976927144e+04       2.271435243390e-02       8.640952261794e+09       4.331419035638e-01       3.982002823150e+11       5.742409691066e+08       3.164199317086e+09       9.162776862690e+10       3.054258951128e+10       9.162777012095e+10       3.054258901327e+10      -3.766236863122e-14       1.852487636563e-06      -9.000000000000e-01       9.220670828906e+10       6.774009696381e+11       6.774009696381e+11       2.245541753926e+11      -1.198597619183e+12       2.163674941825e-04       6.019392431047e-02 
       6.124919909297e+05       2.011066731710e-09       7.556722178979e-01       8.116565472146e+05       1.400976402571e+04       2.287334587199e-02       8.580882270326e+09       4.361688837268e-01       3.872429899956e+11       5.623486731737e+08       3.098670041584e+09       8.910644383193e+10       2.970214791339e+10       8.910644530527e+10       2.970214742227e+10      -3.766236863122e-14       1.848614981366e-06      -9.000000000000e-01       8.966945278874e+10       6.587863506363e+11       6.587863506363e+11       2.183751095971e+11      -1.157535451277e+12       2.164583883187e-04       6.022541991512e-02 
       6.082343024067e+05       2.039294010026e-09       7.609545641699e-01       8.004270251399e+05       1.400975874336e+04       2.303345216551e-02       8.521229845913e+09       4.392169825123e-01       3.765872092018e+11       5.507026610604e+08       3.034497846358e+09       8.665449826527e+10       2.888483272493e+10       8.665449971820e+10       2.888483224061e+10      -3.766236863122e-14       1.844750421758e-06      -9.000000000000e-01       8.720201488154e+10       6.406834225743e+11       6.406834225743e+11       2.123660729933e+11      -1.117880159734e+12       2.165493684991e-04       6.025728356196e-02 
       6.040062105284e+05       2.067917300518e-09       7.662737837654e-01       7.893529731404e+05       1.400975342414e+04       2.319467910306e-02       8.461992085907e+09       4.422863467680e-01       3.662246432637e+11       5.392978323559e+08       2.971654626979e+09       8.427002282388e+10       2.809000757822e+10       8.427002425669e+10       2.809000710061e+10      -3.766236863122e-14       1.840893940815e-06      -9.000000000000e-01       8.480247340198e+10       6.230781162055e+11       6.230781162055e+11       2.065223869007e+11      -1.079583537937e+12       2.166404353582e-04       6.028951764675e-02 
       5.998075095585e+05       2.096942155104e-09       7.716301333567e-01       7.784322380268e+05       1.400974806779e+04       2.335703452774e-02       8.403166107833e+09       4.453771243558e-01       3.561472238095e+11       5.281291922765e+08       2.910112861043e+09       8.195116093732e+10       2.731705361644e+10       8.195116235027e+10       2.731705314545e+10      -3.766236863122e-14       1.837045521647e-06      -9.000000000000e-01       8.246896004906e+10       6.059567491994e+11       6.059567491994e+11       2.008395013814e+11      -1.042599031176e+12       2.167315895351e-04       6.032212458118e-02 
       5.956379951908e+05       2.126374203452e-09       7.770238713874e-01       7.676626964358e+05       1.400974267405e+04       2.352052633754e-02       8.344749049256e+09       4.484894641585e-01       3.463471044842e+11       5.171918494777e+08       2.849845596119e+09       7.969610712214e+10       2.656536901179e+10       7.969610851552e+10       2.656536854733e+10      -3.766236863122e-14       1.833205147401e-06      -9.000000000000e-01       8.019965793162e+10       5.893060154991e+11       5.893060154991e+11       1.953129916977e+11      -1.006881680048e+12       2.168228316735e-04       6.035510679296e-02 
       5.914974645393e+05       2.156219154074e-09       7.824552580951e-01       7.570422544166e+05       1.400973724267e+04       2.368516248572e-02       8.286738067638e+09       4.516235160871e-01       3.368166548400e+11       5.064810139117e+08       2.790826437950e+09       7.750310557622e+10       2.583436849688e+10       7.750310695030e+10       2.583436803886e+10      -3.766236863122e-14       1.829372801257e-06      -9.000000000000e-01       7.799280015369e+10       5.731129749721e+11       5.731129749721e+11       1.899385548670e+11      -9.723880657798e+11       2.169141624220e-04       6.038846672589e-02 
       5.873857161284e+05       2.186482795422e-09       7.879245555196e-01       7.465688470236e+05       1.400973177337e+04       2.385095098117e-02       8.229130340200e+09       4.547794310878e-01       3.275484543954e+11       4.959919947305e+08       2.733029538885e+09       7.537044881165e+10       2.512348290909e+10       7.537045016669e+10       2.512348245741e+10      -3.766236863122e-14       1.825548466433e-06      -9.000000000000e-01       7.584666843877e+10       5.573650433461e+11       5.573650433461e+11       1.847120063112e+11      -9.390762574354e+11       2.170055824339e-04       6.042220684000e-02 
       5.833025498829e+05       2.217170997010e-09       7.934320275090e-01       7.362404379148e+05       1.400972626590e+04       2.401789988885e-02       8.171923063786e+09       4.579573611488e-01       3.185352868573e+11       4.857201982306e+08       2.676429586568e+09       7.329647632527e+10       2.443215874735e+10       7.329647766153e+10       2.443215830193e+10      -3.766236863122e-14       1.821732126178e-06      -9.000000000000e-01       7.375959179203e+10       5.420499824209e+11       5.420499824209e+11       1.796292765990e+11      -9.069057609290e+11       2.170970923673e-04       6.045632961162e-02 
       5.792477671183e+05       2.248289710545e-09       7.989779397394e-01       7.260550189551e+05       1.400972071999e+04       2.418601733014e-02       8.115113454724e+09       4.611574593075e-01       3.097701345026e+11       4.756611258419e+08       2.621001792845e+09       7.127957330580e+10       2.375985774124e+10       7.127957462355e+10       2.375985730199e+10      -3.766236863122e-14       1.817923763781e-06      -9.000000000000e-01       7.172994519917e+10       5.271558905499e+11       5.271558905499e+11       1.746864082772e+11      -8.758374697852e+11       2.171886928851e-04       6.049083753348e-02 
       5.752211705316e+05       2.279844971078e-09       8.045625597260e-01       7.160106098260e+05       1.400971513537e+04       2.435531148325e-02       8.058698748695e+09       4.643798796576e-01       3.012461727144e+11       4.658103721570e+08       2.566721882912e+09       6.931816937658e+10       2.310605643188e+10       6.931817067607e+10       2.310605599872e+10      -3.766236863122e-14       1.814123362563e-06      -9.000000000000e-01       6.975614836129e+10       5.126711933834e+11       5.126711933834e+11       1.698795527892e+11      -8.458336175871e+11       2.172803846552e-04       6.052573311483e-02 
       5.712225641910e+05       2.311842898167e-09       8.101861568321e-01       7.061052576400e+05       1.400970951177e+04       2.452579058361e-02       8.002676200593e+09       4.676247773565e-01       2.929567646676e+11       4.561636230022e+08       2.513566084685e+09       6.741073737281e+10       2.247024576433e+10       6.741073865430e+10       2.247024533717e+10      -3.766236863122e-14       1.810330905879e-06      -9.000000000000e-01       6.783666446436e+10       4.985846348668e+11       4.985846348668e+11       1.652049674788e+11      -8.168577320543e+11       2.173721683501e-04       6.056101888153e-02 
       5.672517535267e+05       2.344289697060e-09       8.158490022870e-01       6.963370365605e+05       1.400970384892e+04       2.469746292428e-02       7.947043084395e+09       4.708923086323e-01       2.848954561624e+11       4.467166535480e+08       2.461511118384e+09       6.555579215253e+10       2.185193069128e+10       6.555579341627e+10       2.185193027003e+10      -3.766236863122e-14       1.806546377120e-06      -9.000000000000e-01       6.596999898274e+10       4.848852684859e+11       4.848852684859e+11       1.606590126764e+11      -7.888745906939e+11       2.174640446477e-04       6.059669737612e-02 
       5.633085453216e+05       2.377191659893e-09       8.215513691957e-01       6.867040474275e+05       1.400969814656e+04       2.487033685637e-02       7.891796693029e+09       4.741826307912e-01       2.770559705982e+11       4.374653264588e+08       2.410534186342e+09       6.375188944029e+10       2.125062978756e+10       6.375189068652e+10       2.125062937215e+10      -3.766236863122e-14       1.802769759714e-06      -9.000000000000e-01       6.415469851547e+10       4.715624487533e+11       4.715624487533e+11       1.562381488643e+11      -7.618501779723e+11       2.175560142304e-04       6.063277115798e-02 
       5.593927477015e+05       2.410555166902e-09       8.272935325513e-01       6.772044173874e+05       1.400969240439e+04       2.504442078939e-02       7.836934338239e+09       4.774959022246e-01       2.694322040871e+11       4.284055900810e+08       2.360612963020e+09       6.199762470260e+10       2.066587487535e+10       6.199762593156e+10       2.066587446570e+10      -3.766236863122e-14       1.799001037119e-06      -9.000000000000e-01       6.238934965467e+10       4.586058229290e+11       4.586058229290e+11       1.519389339216e+11      -7.357516439538e+11       2.176480777860e-04       6.066924280337e-02 
