# Matter power spectrum P(k) at redshift z=20
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.065297608949e-05       8.273465016777e-02 
       1.341130231029e-05       1.391478049767e-01 
       1.688382928368e-05       1.842274364227e-01 
       2.125548173362e-05       2.756792207975e-01 
       2.675906609438e-05       3.774893260615e-01 
       3.368766830209e-05       4.981188523399e-01 
       4.241026168960e-05       6.371666238977e-01 
       5.339135616187e-05       8.225723670017e-01 
       6.721573504233e-05       1.036553165414e+00 
       8.461959691722e-05       1.289440774906e+00 
       1.065297608949e-04       1.605175763275e+00 
       1.341130231029e-04       2.003393125007e+00 
       1.688382928368e-04       2.494781801919e+00 
       2.125548173362e-04       3.111884664407e+00 
       2.675906609438e-04       3.880620532540e+00 
       3.368766830209e-04       4.838522905685e+00 
       4.241026168960e-04       6.031655498135e+00 
       5.339135616187e-04       7.515582197009e+00 
       6.721573504233e-04       9.358920564528e+00 
       8.461959691722e-04       1.164317109879e+01 
       1.065297608949e-03       1.446313131067e+01 
       1.341130231029e-03       1.792456428954e+01 
       1.688382928368e-03       2.213716326339e+01 
       2.125548173362e-03       2.720264140728e+01 
       2.675906609438e-03       3.319288060992e+01 
       3.368766830209e-03       4.012698959853e+01 
       4.241026168960e-03       4.794813289498e+01 
       5.339135616187e-03       5.649277012450e+01 
       6.721573504233e-03       6.543206648112e+01 
       8.461959691722e-03       7.420913821649e+01 
       1.065297608949e-02       8.198843254189e+01 
       1.341130231029e-02       8.762466306793e+01 
       1.688382928364e-02       8.972498366280e+01 
       2.125548150196e-02       8.693633132061e+01 
       2.675890332307e-02       7.867597786227e+01 
       3.366656121949e-02       6.626400075708e+01 
       4.174812847909e-02       5.404581879099e+01 
       4.845224332871e-02       4.715074429345e+01 
       5.333502158212e-02       4.370490102953e+01 
       5.737910415683e-02       4.151903740251e+01 
       6.099820005948e-02       3.984830889684e+01 
       6.437813162235e-02       3.837809382280e+01 
       6.761782965077e-02       3.694935260876e+01 
       7.077686273009e-02       3.547750577487e+01 
       7.389448284757e-02       3.392240467308e+01 
       7.699842267797e-02       3.227479315790e+01 
       8.010941563580e-02       3.054869360188e+01 
       8.324371480182e-02       2.877519889315e+01 
       8.641458889910e-02       2.699690250008e+01 
       8.963325723707e-02       2.526207027183e+01 
       9.290949883744e-02       2.361882281686e+01 
       9.625206312119e-02       2.210980519967e+01 
       9.966895476000e-02       2.076754122260e+01 
       1.031676359049e-01       1.961090920825e+01 
       1.067551724874e-01       1.864326106686e+01 
       1.104383416310e-01       1.785155924461e+01 
       1.142237113752e-01       1.720677326926e+01 
