# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.5
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.823187519096e+00      -1.367390923310e+00      -1.367390923387e+00      -1.366759281721e-01      -1.823187506951e+00      -1.372259644703e+00      -1.367526234835e+00      -8.567081062558e-01       5.444538563475e-01       5.442711692005e-01       1.144437700821e-07       1.145404350554e-07       1.145404435623e-07       1.145403926489e-07       1.144413584723e-07       1.145356284995e-07       1.145390106685e-07       1.145403926489e-07 
       1.341130231029e-05      -1.823721443606e+00      -1.367791773340e+00      -1.367791773424e+00      -1.366892074234e-01      -1.823721412643e+00      -1.372661876391e+00      -1.367927122272e+00      -8.569481320662e-01       5.444669526441e-01       5.442843171463e-01       1.813077590592e-07       1.815381065759e-07       1.815381148340e-07       1.815380002345e-07       1.813017085870e-07       1.815275817794e-07       1.815358503712e-07       1.815380002345e-07 
       1.688382928368e-05      -1.824642284680e+00      -1.368483442204e+00      -1.368483442328e+00      -1.367063862022e-01      -1.824642206667e+00      -1.373355892600e+00      -1.368618852616e+00      -8.573599180482e-01       5.444689195979e-01       5.442863707914e-01       2.871438895387e-07       2.877197859706e-07       2.877198004268e-07       2.877195224654e-07       2.871286915154e-07       2.876951368240e-07       2.877158848941e-07       2.877195224654e-07 
       2.125548173362e-05      -1.826130361296e+00      -1.369602207067e+00      -1.369602207444e+00      -1.367317035214e-01      -1.826130160110e+00      -1.374478330384e+00      -1.369737706632e+00      -8.580249513361e-01       5.444645154068e-01       5.442821122689e-01       4.545364426032e-07       4.560019651437e-07       4.560020089433e-07       4.560013126394e-07       4.544976144175e-07       4.559416663734e-07       4.559948711586e-07       4.560013126394e-07 
       2.675906609438e-05      -1.828436661445e+00      -1.371338682881e+00      -1.371338683868e+00      -1.367744547422e-01      -1.828436150060e+00      -1.376220206784e+00      -1.371474301358e+00      -8.590586076833e-01       5.444697591870e-01       5.442875810676e-01       7.190462349272e-07       7.227203341570e-07       7.227204418127e-07       7.227187169282e-07       7.189481453914e-07       7.225731263519e-07       7.227073444992e-07       7.227187169285e-07 
       3.368766830209e-05      -1.832163843005e+00      -1.374151243280e+00      -1.374151245909e+00      -1.368380061245e-01      -1.832162547482e+00      -1.379040784307e+00      -1.374286996188e+00      -8.607304501546e-01       5.444578978393e-01       5.442760833040e-01       1.136119409110e-06       1.145414235871e-06       1.145414515462e-06       1.145410178843e-06       1.135871834681e-06       1.145047674919e-06       1.145387887865e-06       1.145410178844e-06 
       4.241026168960e-05      -1.837979717311e+00      -1.378556069491e+00      -1.378556076291e+00      -1.369423611831e-01      -1.837976456583e+00      -1.383456288631e+00      -1.378691904018e+00      -8.633507666605e-01       5.444567040190e-01       5.442754573911e-01       1.792044488143e-06       1.815356400141e-06       1.815357109566e-06       1.815346281356e-06       1.791423195402e-06       1.814446343779e-06       1.815301974642e-06       1.815346281361e-06 
       5.339135616187e-05      -1.847173165307e+00      -1.385559310371e+00      -1.385559327913e+00      -1.371061542695e-01      -1.847164952303e+00      -1.390471757792e+00      -1.385694919993e+00      -8.675159202285e-01       5.444473896040e-01       5.442670463871e-01       2.818580666330e-06       2.877105401253e-06       2.877107195699e-06       2.877080082176e-06       2.817022306452e-06       2.874830933295e-06       2.876986478904e-06       2.877080082196e-06 
       6.721573504233e-05      -1.861617393818e+00      -1.396663342427e+00      -1.396663387239e+00      -1.373653716506e-01      -1.861596817233e+00      -1.401583459711e+00      -1.396797742680e+00      -8.741197774459e-01       5.444309605917e-01       5.442520399301e-01       4.413196153844e-06       4.559790449793e-06       4.559795008250e-06       4.559727190799e-06       4.409307446329e-06       4.554102250444e-06       4.559519438258e-06       4.559727190881e-06 
       8.461959691722e-05      -1.884162114045e+00      -1.414247885759e+00      -1.414247998015e+00      -1.377772644134e-01      -1.884110810584e+00      -1.419150931332e+00      -1.414378275710e+00      -8.845782773240e-01       5.444094462638e-01       5.442327562443e-01       6.860595131986e-06       7.226550391962e-06       7.226561799182e-06       7.226392640253e-06       6.850950215437e-06       7.212331372904e-06       7.225914377926e-06       7.226392640575e-06 
