# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=6
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.601074498139e+00      -1.200805884554e+00      -1.200805884549e+00      -1.200687444051e-01      -1.601074497706e+00      -1.271587061598e+00      -1.203630603399e+00      -1.189621943072e+00       5.997905870981e-01       5.987786618708e-01       6.052556621242e-08       6.053428051194e-08       6.053428343742e-08       6.053425976264e-08       6.052518012332e-08       6.053069360314e-08       6.053343737649e-08       6.053425976264e-08 
       1.341130231029e-05      -1.601215370204e+00      -1.200911558719e+00      -1.200911558720e+00      -1.200715702678e-01      -1.601215368991e+00      -1.271698960946e+00      -1.203736525320e+00      -1.189726550168e+00       5.997899969992e-01       5.987781393832e-01       9.591721889674e-08       9.594036962462e-08       9.594037991373e-08       9.594031946347e-08       9.591618083061e-08       9.593128140795e-08       9.593880119913e-08       9.594031946347e-08 
       1.688382928368e-05      -1.601423122495e+00      -1.201067422837e+00      -1.201067422834e+00      -1.200763157689e-01      -1.601423119374e+00      -1.271863981721e+00      -1.203892752990e+00      -1.189880843590e+00       5.997929347072e-01       5.987811766633e-01       1.519966076482e-07       1.520555818971e-07       1.520556047556e-07       1.520554556783e-07       1.519939538059e-07       1.520331337684e-07       1.520526143428e-07       1.520554556783e-07 
       2.125548173362e-05      -1.601783266157e+00      -1.201337669644e+00      -1.201337669657e+00      -1.200829647483e-01      -1.601783257729e+00      -1.272150075387e+00      -1.204163625434e+00      -1.190148348457e+00       5.997898503160e-01       5.987782719938e-01       2.408360425132e-07       2.409909790589e-07       2.409910355276e-07       2.409906507907e-07       2.408290500377e-07       2.409329213414e-07       2.409846930447e-07       2.409906507907e-07 
       2.675906609438e-05      -1.602338513168e+00      -1.201754461375e+00      -1.201754461463e+00      -1.200939674787e-01      -1.602338491066e+00      -1.272591240049e+00      -1.204581371898e+00      -1.190560924302e+00       5.997888018193e-01       5.987775042618e-01       3.815471350300e-07       3.819442240379e-07       3.819443688547e-07       3.819433927165e-07       3.815291177484e-07       3.817967673081e-07       3.819305007025e-07       3.819433927166e-07 
       3.368766830209e-05      -1.603228910845e+00      -1.202423168802e+00      -1.202423169105e+00      -1.201111372269e-01      -1.603228853914e+00      -1.273298841308e+00      -1.205251583974e+00      -1.191222855982e+00       5.997844263434e-01       5.987735744541e-01       6.043258121800e-07       6.053376079806e-07       6.053379695899e-07       6.053354982856e-07       6.042798328666e-07       6.049640338211e-07       6.053061498735e-07       6.053354982856e-07 
       4.241026168960e-05      -1.604622000790e+00      -1.203470275744e+00      -1.203470276608e+00      -1.201387977881e-01      -1.604621856057e+00      -1.274406369213e+00      -1.206300981906e+00      -1.192259363862e+00       5.997817310501e-01       5.987715775836e-01       9.568362363640e-07       9.593909732261e-07       9.593918978577e-07       9.593856813585e-07       9.567199424333e-07       9.584512699141e-07       9.593175877919e-07       9.593856813587e-07 
       5.339135616187e-05      -1.606848940772e+00      -1.205146333011e+00      -1.205146335515e+00      -1.201819210266e-01      -1.606848571444e+00      -1.276177864402e+00      -1.207980529532e+00      -1.193918434784e+00       5.997719453410e-01       5.987629199379e-01       1.514044164842e-06       1.520512001934e-06       1.520514351151e-06       1.520498645378e-06       1.513749341425e-06       1.518136566713e-06       1.520334565227e-06       1.520498645379e-06 
       6.721573504233e-05      -1.610363425710e+00      -1.207796854307e+00      -1.207796860894e+00      -1.202506826108e-01      -1.610362494461e+00      -1.278976215646e+00      -1.210636155283e+00      -1.196542086196e+00       5.997583713043e-01       5.987511117563e-01       2.393529408034e-06       2.409806620974e-06       2.409812538531e-06       2.409773068383e-06       2.392787436785e-06       2.403836060084e-06       2.409373624061e-06       2.409773068387e-06 
       8.461959691722e-05      -1.615899708447e+00      -1.211985649288e+00      -1.211985665766e+00      -1.203604584871e-01      -1.615897375072e+00      -1.283390960140e+00      -1.214831999878e+00      -1.200688395779e+00       5.997408321835e-01       5.987363375351e-01       3.778403201594e-06       3.819204542717e-06       3.819219379134e-06       3.819120536305e-06       3.776544337859e-06       3.804251971474e-06       3.818141860747e-06       3.819120536319e-06 
       1.065297608949e-04      -1.624625377683e+00      -1.218621561898e+00      -1.218621602967e+00      -1.205344746527e-01      -1.624619536566e+00      -1.290365508540e+00      -1.221476494590e+00      -1.207256924572e+00       5.997139109499e-01       5.987137847195e-01       5.950622042654e-06       6.052828404076e-06       6.052865587663e-06       6.052618119468e-06       5.945969419402e-06       6.015379542858e-06       6.050200307166e-06       6.052618119523e-06 
