# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=10
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -1.594846207139e+00      -1.196134657705e+00      -1.196134657695e+00      -1.594846207111e+00      -1.327769454933e+00      -1.202984906850e+00      -1.197192236264e+00       6.013251770651e-01       5.996649050290e-01       4.744561219620e-08       4.744901393192e-08       4.744901597988e-08       4.744554296343e-08       4.744695409968e-08       4.744838011500e-08       4.744900086019e-08 
       1.329139185993e-05      -1.594932995286e+00      -1.196199756528e+00      -1.196199756517e+00      -1.594932995117e+00      -1.327841710485e+00      -1.203050377492e+00      -1.197257392602e+00       6.013249602897e-01       5.996647691134e-01       7.519113174192e-08       7.520155834569e-08       7.520156101815e-08       7.519091558387e-08       7.519549497972e-08       7.520027593371e-08       7.520151796430e-08 
       1.673287097058e-05      -1.595069772616e+00      -1.196302358250e+00      -1.196302358229e+00      -1.595069772098e+00      -1.327955590054e+00      -1.203153564791e+00      -1.197360084960e+00       6.013248078355e-01       5.996647219387e-01       1.191585946292e-07       1.191864915228e-07       1.191864974114e-07       1.191580112166e-07       1.191706352219e-07       1.191838581621e-07       1.191863857540e-07 
       2.106543647714e-05      -1.595291900628e+00      -1.196469006013e+00      -1.196469005976e+00      -1.595291899139e+00      -1.328140539347e+00      -1.203321160637e+00      -1.197526879848e+00       6.013232210215e-01       5.996633149490e-01       1.888231607522e-07       1.888974841841e-07       1.888975000546e-07       1.888216014023e-07       1.888557715257e-07       1.888916923299e-07       1.888972076342e-07 
       2.651981329161e-05      -1.595649582876e+00      -1.196737416152e+00      -1.196737416139e+00      -1.595649578503e+00      -1.328438370234e+00      -1.203591086765e+00      -1.197795526684e+00       6.013192743931e-01       5.996596927394e-01       2.991810305160e-07       2.993803074916e-07       2.993803524515e-07       2.991768225221e-07       2.992689751630e-07       2.993665935007e-07       2.993795753114e-07 
       3.338646686884e-05      -1.596194551938e+00      -1.197146478475e+00      -1.197146478438e+00      -1.596194541057e+00      -1.328892190573e+00      -1.204002448552e+00      -1.198204949255e+00       6.013184680390e-01       5.996593034062e-01       4.739911025539e-07       4.744865460345e-07       4.744866570309e-07       4.739806250689e-07       4.742115097056e-07       4.744553214271e-07       4.744847374143e-07 
       4.203107155121e-05      -1.597068879385e+00      -1.197803115741e+00      -1.197803115429e+00      -1.597068852686e+00      -1.329620394860e+00      -1.204662724827e+00      -1.198862163078e+00       6.013144145402e-01       5.996559734446e-01       7.507448720178e-07       7.520065556697e-07       7.520068299161e-07       7.507184378538e-07       7.513079959463e-07       7.519313970929e-07       7.520019610414e-07 
       5.291398406075e-05      -1.598460177989e+00      -1.198848871654e+00      -1.198848872031e+00      -1.598460104251e+00      -1.330779448977e+00      -1.205714153149e+00      -1.199908834481e+00       6.013062985060e-01       5.996490214716e-01       1.188627879665e-06       1.191836224931e-06       1.191836959137e-06       1.188559733995e-06       1.190061505388e-06       1.191651613680e-06       1.191824597639e-06 
       6.661475917335e-05      -1.600659894458e+00      -1.200504381366e+00      -1.200504382551e+00      -1.600659707540e+00      -1.332612668236e+00      -1.207378350645e+00      -1.201565784272e+00       6.012940620082e-01       5.996386013927e-01       1.880816360869e-06       1.888906313676e-06       1.888908177887e-06       1.880644527514e-06       1.884435413329e-06       1.888450978582e-06       1.888877047906e-06 
       8.386301312388e-05      -1.604121445095e+00      -1.203114812674e+00      -1.203114815727e+00      -1.604120975890e+00      -1.335499213990e+00      -1.210001764438e+00      -1.204178464535e+00       6.012791142368e-01       5.996264893220e-01       2.973368820420e-06       2.993661814303e-06       2.993666491897e-06       2.972937965899e-06       2.982455830309e-06       2.992537965989e-06       2.993588481804e-06 
       1.055772783313e-04      -1.609595288232e+00      -1.207255998529e+00      -1.207256006199e+00      -1.609594112030e+00      -1.340068120751e+00      -1.214161725699e+00      -1.208323163526e+00       6.012540689048e-01       5.996059332235e-01       4.693607220675e-06       4.744501218816e-06       4.744512949989e-06       4.692527787683e-06       4.716406176731e-06       4.741708522293e-06       4.744317410240e-06 
       1.329139185993e-04      -1.618226310350e+00      -1.213819109897e+00      -1.213819130018e+00      -1.618223361624e+00      -1.347283165863e+00      -1.220749999993e+00      -1.214891706100e+00       6.012143323844e-01       5.995733021990e-01       7.391597413690e-06       7.519181959766e-06       7.519211397272e-06       7.388895664038e-06       7.448747393891e-06       7.512215510634e-06       7.518721329264e-06 
       1.673287097058e-04      -1.631779896476e+00      -1.224208925658e+00      -1.224208973253e+00      -1.631772550989e+00      -1.358640494255e+00      -1.231168249084e+00      -1.225289775848e+00       6.011551105967e-01       5.995252595896e-01       1.159709788334e-05       1.191628193699e-05       1.191635552566e-05       1.159036057504e-05       1.174001347931e-05       1.189889201938e-05       1.191512961425e-05 
       2.106543647714e-04      -1.652998745416e+00      -1.240685083226e+00      -1.240685203571e+00      -1.652980460486e+00      -1.376489392172e+00      -1.247660742699e+00      -1.241778170374e+00       6.010573998515e-01       5.994451724923e-01       1.808661365746e-05       1.888392085482e-05       1.888410476869e-05       1.806986076162e-05       1.844323565451e-05       1.884042299702e-05       1.888104197344e-05 
       2.651981329161e-04      -1.685930836461e+00      -1.266785589197e+00      -1.266785889439e+00      -1.685885592384e+00      -1.404362619682e+00      -1.273715237239e+00      -1.267895936114e+00       6.009049557722e-01       5.993203512453e-01       2.793860724105e-05       2.992370162427e-05       2.992415982658e-05       2.789720425468e-05       2.882488778862e-05       2.981491827861e-05       2.991653110002e-05 
       3.338646686884e-04      -1.736426553082e+00      -1.308137408990e+00      -1.308138160987e+00      -1.736315553739e+00      -1.447529308290e+00      -1.314814680547e+00      -1.309269858501e+00       6.006638904409e-01       5.991223106167e-01       4.249562286691e-05       4.741260717965e-05       4.741374337234e-05       4.239426165030e-05       4.468426056053e-05       4.714078057778e-05       4.739483301119e-05 
