# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=30
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -1.583284056620e+00      -1.187463042119e+00      -1.187463042109e+00      -1.583284056634e+00      -1.488140386585e+00      -1.233399534157e+00      -1.190647701438e+00       6.041915231181e-01       5.993200345836e-01       2.801200513842e-08       2.801208842690e-08       2.801208864216e-08       2.801200019165e-08       2.801216598581e-08       2.801185706690e-08       2.801208706749e-08 
       1.329139185993e-05      -1.583318950094e+00      -1.187489212903e+00      -1.187489212890e+00      -1.583318950077e+00      -1.488173182438e+00      -1.233426716754e+00      -1.190673942383e+00       6.041901323918e-01       5.993187418269e-01       4.439477218030e-08       4.439609631741e-08       4.439609602907e-08       4.439474340742e-08       4.439514377777e-08       4.439541383625e-08       4.439608008666e-08 
       1.673287097058e-05      -1.583365226126e+00      -1.187523921407e+00      -1.187523921384e+00      -1.583365226037e+00      -1.488216678006e+00      -1.233462767665e+00      -1.190708743955e+00       6.041901847521e-01       5.993188875891e-01       7.035886676701e-08       7.036310508345e-08       7.036310168650e-08       7.035878018914e-08       7.035967264736e-08       7.036148108438e-08       7.036305269226e-08 
       2.106543647714e-05      -1.583440801439e+00      -1.187580607844e+00      -1.187580607807e+00      -1.583440801118e+00      -1.488287712404e+00      -1.233521644978e+00      -1.190765582350e+00       6.041897086406e-01       5.993185874383e-01       1.115052344676e-07       1.115179232602e-07       1.115179210060e-07       1.115049829997e-07       1.115071084144e-07       1.115138238947e-07       1.115177751921e-07 
       2.651981329161e-05      -1.583576051910e+00      -1.187682063571e+00      -1.187682063551e+00      -1.583576050785e+00      -1.488414835527e+00      -1.233627017164e+00      -1.190867309958e+00       6.041850823807e-01       5.993143488542e-01       1.767040687933e-07       1.767428904853e-07       1.767428897664e-07       1.767033307579e-07       1.767088678807e-07       1.767313975863e-07       1.767424453141e-07 
       3.338646686884e-05      -1.583757391268e+00      -1.187818102354e+00      -1.187818102301e+00      -1.583757388486e+00      -1.488585279193e+00      -1.233768304026e+00      -1.191003713137e+00       6.041860036062e-01       5.993156325947e-01       2.800245187057e-07       2.801193000113e-07       2.801192976045e-07       2.800226809739e-07       2.800354729567e-07       2.800927381981e-07       2.801182173233e-07 
       4.203107155121e-05      -1.584065156577e+00      -1.188049026942e+00      -1.188049026622e+00      -1.584065149929e+00      -1.488874555454e+00      -1.234008117668e+00      -1.191235255603e+00       6.041823569347e-01       5.993127254273e-01       4.437095057865e-07       4.439574579611e-07       4.439574266339e-07       4.437050217905e-07       4.437368257948e-07       4.438901313325e-07       4.439546117234e-07 
       5.291398406075e-05      -1.584559311393e+00      -1.188419905852e+00      -1.188419906087e+00      -1.584559291183e+00      -1.489339025113e+00      -1.234393225888e+00      -1.191607126427e+00       6.041749460650e-01       5.993065262504e-01       7.029750552488e-07       7.036189159892e-07       7.036189401251e-07       7.029625936810e-07       7.030426724094e-07       7.034468992468e-07       7.036116174061e-07 
       6.661475917335e-05      -1.585332822790e+00      -1.189000698858e+00      -1.189000699666e+00      -1.585332771082e+00      -1.490066080396e+00      -1.234996190721e+00      -1.192189469469e+00       6.041655359136e-01       5.992989693172e-01       1.113513168833e-06       1.115149310563e-06       1.115149386540e-06       1.113481570990e-06       1.113681343469e-06       1.114717384296e-06       1.115130790946e-06 
       8.386301312388e-05      -1.586544910245e+00      -1.189911393383e+00      -1.189911395485e+00      -1.586544780194e+00      -1.491205396238e+00      -1.235941387823e+00      -1.193102587566e+00       6.041538864115e-01       5.992901527307e-01       1.763269352419e-06       1.767372614632e-06       1.767372810277e-06       1.763189989138e-06       1.763685783690e-06       1.766298868178e-06       1.767326202889e-06 
       1.055772783313e-04      -1.588464807210e+00      -1.191355407625e+00      -1.191355412909e+00      -1.588464480560e+00      -1.493010086744e+00      -1.237439435888e+00      -1.194550427172e+00       6.041351932990e-01       5.992759544991e-01       2.790747756336e-06       2.801045724408e-06       2.801046213590e-06       2.790548650026e-06       2.791784455283e-06       2.798365620837e-06       2.800929288501e-06 
       1.329139185993e-04      -1.591505696657e+00      -1.193646366284e+00      -1.193646380344e+00      -1.591504874374e+00      -1.495868654654e+00      -1.239814419274e+00      -1.196847411506e+00       6.041047568357e-01       5.992526605669e-01       4.413360516590e-06       4.439224191260e-06       4.439225487313e-06       4.412860697086e-06       4.415950187701e-06       4.432514165349e-06       4.438931877114e-06 
       1.673287097058e-04      -1.596301630978e+00      -1.197269032526e+00      -1.197269065197e+00      -1.596299578985e+00      -1.500377430844e+00      -1.243565745293e+00      -1.200479494706e+00       6.040592205558e-01       5.992183453992e-01       6.970586451691e-06       7.035389101844e-06       7.035392133326e-06       6.969339002869e-06       6.977056631346e-06       7.018612071073e-06       7.034656634703e-06 
       2.106543647714e-04      -1.603878749930e+00      -1.203016470101e+00      -1.203016553023e+00      -1.603873608374e+00      -1.507501830073e+00      -1.249506647850e+00      -1.206241598848e+00       6.039849266931e-01       5.991618635773e-01       1.098704452508e-05       1.114953056531e-05       1.114953824749e-05       1.098392949959e-05       1.100323380359e-05       1.110749496165e-05       1.114769413419e-05 
       2.651981329161e-04      -1.615805143674e+00      -1.212123123668e+00      -1.212123330604e+00      -1.615792296451e+00      -1.518718084481e+00      -1.258893191931e+00      -1.215370800888e+00       6.038676112507e-01       5.990726695200e-01       1.726183713734e-05       1.766878947915e-05       1.766880866588e-05       1.725409098318e-05       1.730233264538e-05       1.756349358679e-05       1.766418995853e-05 
       3.338646686884e-04      -1.634504006983e+00      -1.226552331019e+00      -1.226552850910e+00      -1.634471983479e+00      -1.536309687138e+00      -1.273699168470e+00      -1.229834015832e+00       6.036820207749e-01       5.989313996544e-01       2.698051529505e-05       2.799805594759e-05       2.799810412574e-05       2.696136099709e-05       2.708168595105e-05       2.773447980294e-05       2.798655450411e-05 
       4.203107155121e-04      -1.663633230667e+00      -1.249410790732e+00      -1.249412074064e+00      -1.663553834814e+00      -1.563729559158e+00      -1.296987907781e+00      -1.252742049181e+00       6.033889434911e-01       5.987079400879e-01       4.182366541976e-05       4.436116446081e-05       4.436128279051e-05       4.177676646028e-05       4.207584216821e-05       4.370234498050e-05       4.433247611308e-05 
