# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ncdm[1]        15:(.)p_ncdm[1]          16:(.)rho_lambda         17:(.)rho_ur             18:(.)rho_crit           19:(.)rho_tot            20:(.)p_tot              21:(.)p_tot_prime        22:gr.fac. D             23:gr.fac. f          
       2.650503970153e+03       7.971702687354e-05       1.390859163567e+02       2.295925817168e+01       1.399783196051e+04       5.279204601645e+00       3.711530701684e+07       7.609217917041e+01       1.360029093577e+02       4.562250740597e+01       2.513904694093e+02       3.129577243999e+01       1.043135115438e+01       3.132323099259e+01       1.042228358701e+01       3.394029786245e-08       3.149264615460e+01       5.271275357941e+02       5.271275357941e+02       7.668548654488e+01      -2.656230379900e+00       7.287196371736e-04       6.628305036927e-01 
       2.632054411495e+03       8.071492093025e-05       1.398943278329e+02       2.268552059063e+01       1.399702354904e+04       5.315888455601e+00       3.685492460360e+07       7.650922916720e+01       1.322569207540e+02       4.467677403228e+01       2.461792618219e+02       3.043379081852e+01       1.014403189651e+01       3.046086680853e+01       1.013509152274e+01       3.394029786245e-08       3.062523019892e+01       5.146328444680e+02       5.146328444680e+02       7.457317370294e+01      -2.570152586546e+00       7.321040164267e-04       6.643585325326e-01 
       2.613733172982e+03       8.172485620347e-05       1.407068011816e+02       2.241518024812e+01       1.399621107569e+04       5.352825756873e+00       3.659635739566e+07       7.692807894114e+01       1.286140988320e+02       4.375064252977e+01       2.410760650362e+02       2.959554850387e+01       9.864625630709e+00       2.962224724232e+01       9.855810679478e+00       3.394029786245e-08       2.978170337782e+01       5.024403055559e+02       5.024403055559e+02       7.251903701287e+01      -2.486878858087e+00       7.355119631880e-04       6.658833778477e-01 
       2.595539362552e+03       8.274697190107e-05       1.415233519301e+02       2.214819333786e+01       1.399539452494e+04       5.390018239965e+00       3.633959277845e+07       7.734873208624e+01       1.250716026277e+02       4.284370667688e+01       2.360786406782e+02       2.878039177444e+01       9.592914451285e+00       2.880671849874e+01       9.584223176113e+00       3.394029786245e-08       2.896140784153e+01       4.905424681314e+02       4.905424681314e+02       7.052147441652e+01      -2.406317364851e+00       7.389436436150e-04       6.674050119779e-01 
       2.577472094342e+03       8.378140876940e-05       1.423439956396e+02       2.188451663632e+01       1.399457388123e+04       5.427467651070e+00       3.608461822497e+07       7.777119217151e+01       1.216266694015e+02       4.195556866920e+01       2.311847967546e+02       2.798768490857e+01       9.328686452532e+00       2.801364478356e+01       9.320117131159e+00       3.394029786245e-08       2.816370385394e+01       4.789320684053e+02       4.789320684053e+02       6.857892796823e+01      -2.328379300269e+00       7.423992250275e-04       6.689234075383e-01 
       2.559530488649e+03       8.482830910978e-05       1.431687479044e+02       2.162410749480e+01       1.399374912897e+04       5.465175748152e+00       3.583142129522e+07       7.819546274072e+01       1.182766124854e+02       4.108583894511e+01       2.263923866914e+02       2.721680968900e+01       9.071735563517e+00       2.724240780794e+01       9.063286497573e+00       3.394029786245e-08       2.738796929390e+01       4.676020249467e+02       4.676020249467e+02       6.668988262026e+01      -2.252978780854e+00       7.458788759157e-04       6.704385374204e-01 
       2.541713671878e+03       8.588781679491e-05       1.439976243528e+02       2.136692383167e+01       1.399292025252e+04       5.503144301018e+00       3.557998963558e+07       7.862154731219e+01       1.150188191884e+02       4.023413601497e+01       2.216993083934e+02       2.646716492094e+01       8.821861387439e+00       2.649240630648e+01       8.813530902114e+00       3.394029786245e-08       2.663359917024e+01       4.565454340284e+02       4.565454340284e+02       6.485286504181e+01      -2.180032749489e+00       7.493827659483e-04       6.719503747940e-01 
       2.524020776509e+03       8.696007728570e-05       1.448306406467e+02       2.111292412461e+01       1.399208723622e+04       5.541375091403e+00       3.533031097820e+07       7.904944937860e+01       1.118507487592e+02       3.940008629390e+01       2.171035033224e+02       2.573816596340e+01       8.578869045410e+00       2.576305556860e+01       8.570655489127e+00       3.394029786245e-08       2.590000515016e+01       4.457555650916e+02       4.457555650916e+02       6.306644247039e+01      -2.109460881945e+00       7.529110659805e-04       6.734588931079e-01 
       2.506450941050e+03       8.804523764805e-05       1.456678124819e+02       2.086206740306e+01       1.399125006439e+04       5.579869913039e+00       3.508237314042e+07       7.947917240674e+01       1.087699304065e+02       3.858332393806e+01       2.126029555949e+02       2.502924427341e+01       8.342569024539e+00       2.505378698267e+01       8.334470768634e+00       3.394029786245e-08       2.518661510059e+01       4.352258563300e+02       4.352258563300e+02       6.132922159492e+01      -2.041185496494e+00       7.564639480631e-04       6.749640660917e-01 
       2.489003309996e+03       8.914344657001e-05       1.465091555880e+02       2.061431324071e+01       1.399040872128e+04       5.618630571743e+00       3.483616402418e+07       7.991071983732e+01       1.057739613720e+02       3.778349068418e+01       2.081956910981e+02       2.433984696286e+01       8.112777030190e+00       2.436404759288e+01       8.104792468594e+00       3.394029786245e-08       2.449287264215e+01       4.249499103862e+02       4.249499103862e+02       5.963984746958e+01      -1.975131466534e+00       7.600415854498e-04       6.764658677565e-01 
       2.471677033785e+03       9.025485437893e-05       1.473546857284e+02       2.036962174810e+01       1.398956319114e+04       5.657658885491e+00       3.459167161542e+07       8.034409508477e+01       1.028605050580e+02       3.700023569257e+01       2.038797766252e+02       2.366943636745e+01       7.889313842314e+00       2.369329966818e+01       7.881441391244e+00       3.394029786245e-08       2.381823671548e+01       4.149214901608e+02       4.149214901608e+02       5.799700245745e+01      -1.911226136112e+00       7.636441526064e-04       6.779642723967e-01 
       2.454471268762e+03       9.137961305896e-05       1.482044187009e+02       2.012795356536e+01       1.398871345817e+04       5.696956684499e+00       3.434888398348e+07       8.077930153696e+01       1.000272892053e+02       3.623321539331e+01       1.996533190269e+02       2.301748962755e+01       7.672005175737e+00       2.304102028311e+01       7.664243273382e+00       3.394029786245e-08       2.316218115938e+01       4.051345147295e+02       4.051345147295e+02       5.639940520339e+01      -1.849399238258e+00       7.672718252189e-04       6.794592545906e-01 
       2.437385177134e+03       9.251787626859e-05       1.490583703372e+02       1.988926985501e+01       1.398785950653e+04       5.736525811306e+00       3.410778928056e+07       8.121634255510e+01       9.727210412200e+01       3.548209333561e+01       1.955144643824e+02       2.238349828061e+01       7.460681544287e+00       2.240670091017e+01       7.453028650509e+00       3.394029786245e-08       2.252419430066e+01       3.955830553654e+02       3.955830553654e+02       5.484580963507e+01      -1.789582816027e+00       7.709247802023e-04       6.809507892015e-01 
       2.420417926929e+03       9.366979935847e-05       1.499165565031e+02       1.965353229486e+01       1.398700132037e+04       5.776368120850e+00       3.386837574112e+07       8.165522147341e+01       9.459280096112e+01       3.474654004033e+01       1.914613971862e+02       2.176696786475e+01       7.255178128669e+00       2.178984702348e+01       7.247632724703e+00       3.394029786245e-08       2.190377855526e+01       3.862613316651e+02       3.862613316651e+02       5.333500399156e+01      -1.731711146169e+00       7.746031957088e-04       6.824388513793e-01 
       2.403568691959e+03       9.483553938938e-05       1.507789930989e+02       1.942070307104e+01       1.398613888377e+04       5.816485480553e+00       3.363063168131e+07       8.209594159902e+01       9.198729004506e+01       3.402623285555e+01       1.874923395522e+02       2.116741753331e+01       7.055334647972e+00       2.118997771324e+01       7.047895236128e+00       3.394029786245e-08       2.130045004031e+01       3.771637077736e+02       3.771637077736e+02       5.186580987862e+01      -1.675720665325e+00       7.783072511368e-04       6.839234165607e-01 
       2.386836651776e+03       9.601525515039e-05       1.516456960593e+02       1.919074487111e+01       1.398527218081e+04       5.856879770403e+00       3.339454549840e+07       8.253850621169e+01       8.945353923667e+01       3.332085581508e+01       1.836055504344e+02       2.058437967998e+01       6.860995234719e+00       2.060662531088e+01       6.853660338094e+00       3.394029786245e-08       2.071373819694e+01       3.682846887079e+02       3.682846887079e+02       5.043708135008e+01      -1.621549898683e+00       7.820371271394e-04       6.854044604707e-01 
       2.370220991633e+03       9.720910717722e-05       1.525166813532e+02       1.896362087721e+01       1.398440119552e+04       5.897552883034e+00       3.316010567023e+07       8.298291856361e+01       8.698957235496e+01       3.263009950000e+01       1.797993248635e+02       2.001739957427e+01       6.672008313351e+00       2.003933502448e+01       6.664776475536e+00       3.394029786245e-08       2.014318542341e+01       3.596189167746e+02       3.596189167746e+02       4.904770401440e+01      -1.569139391000e+00       7.857930056334e-04       6.868819591234e-01 
       2.353720902447e+03       9.841725777074e-05       1.533919649844e+02       1.873929475943e+01       1.398352591189e+04       5.938506723813e+00       3.292730075463e+07       8.342918187925e+01       8.459346763452e+01       3.195366090296e+01       1.760719931997e+02       1.946603500696e+01       6.488226482057e+00       1.948766458431e+01       6.481096266861e+00       3.394029786245e-08       1.958834671836e+01       3.511611680808e+02       3.511611680808e+02       4.769659416594e+01      -1.518431639905e+00       7.895750698079e-04       6.883558888227e-01 
       2.337335580757e+03       9.963987101578e-05       1.542715629911e+02       1.851773066913e+01       1.398264631388e+04       5.979743210918e+00       3.269611938888e+07       8.387729935509e+01       8.226335622728e+01       3.129124329538e+01       1.724219204005e+02       1.892985594543e+01       6.309506397864e+00       1.895118389801e+01       6.302476389031e+00       3.394029786245e-08       1.904878933393e+01       3.429063491345e+02       3.429063491345e+02       4.638269794002e+01      -1.469371031426e+00       7.933835041334e-04       6.898262261631e-01 
       2.321064228684e+03       1.008771128000e-04       1.551554914463e+02       1.829889323246e+01       1.398176238542e+04       6.021264275428e+00       3.246655028915e+07       8.432727415945e+01       7.999742074556e+01       3.064255609734e+01       1.688475053040e+02       1.840844419833e+01       6.135708664883e+00       1.842947471536e+01       6.128777465813e+00       3.394029786245e-08       1.852409243831e+01       3.348494935328e+02       3.348494935328e+02       4.510499049138e+01      -1.421903777652e+00       7.972184943703e-04       6.912929480307e-01 
       2.304906053896e+03       1.021291508330e-04       1.560437664581e+02       1.808274754388e+01       1.398087411041e+04       6.063071861401e+00       3.223858224996e+07       8.477910943229e+01       7.779389384521e+01       3.000731475019e+01       1.653471799267e+02       1.790139308961e+01       5.966697725631e+00       1.792213030223e+01       5.959863959114e+00       3.394029786245e-08       1.801384678774e+01       3.269857587356e+02       3.269857587356e+02       4.386247519512e+01      -1.375977856465e+00       8.010802275788e-04       6.927560316035e-01 
       2.288860269566e+03       1.033961546659e-04       1.569364041691e+02       1.786925915987e+01       1.397998147270e+04       6.105167925967e+00       3.201220414361e+07       8.523280828499e+01       7.565105684773e+01       2.938524059181e+01       1.619194087766e+02       1.740830714144e+01       5.802341755354e+00       1.742875512353e+01       5.795604063300e+00       3.394029786245e-08       1.751765440739e+01       3.193104229224e+02       3.193104229224e+02       4.265418286975e+01      -1.331542953265e+00       8.049688921270e-04       6.942154543525e-01 
       2.272926094336e+03       1.046782957103e-04       1.578334207574e+02       1.765839409262e+01       1.397908445611e+04       6.147554439405e+00       3.178740491968e+07       8.568837380019e+01       7.356723840043e+01       2.877606073443e+01       1.585626881795e+02       1.692880176589e+01       5.642512559250e+00       1.694896453486e+01       5.635869602421e+00       3.394029786245e-08       1.703512828114e+01       3.118188819302e+02       3.118188819302e+02       4.147917102158e+01      -1.288550404633e+00       8.088846777009e-04       6.956711940421e-01 
       2.257102752276e+03       1.059757472588e-04       1.587348324360e+02       1.745011880389e+01       1.397818304443e+04       6.190233385236e+00       3.156417360446e+07       8.614580903155e+01       7.154081317331e+01       2.817950794500e+01       1.552755456200e+02       1.646250296512e+01       5.487085472523e+00       1.648238448268e+01       5.480535930279e+00       3.394029786245e-08       1.656589204981e+01       3.045066462699e+02       3.045066462699e+02       4.033652310990e+01      -1.246953143866e+00       8.128277753129e-04       6.971232287307e-01 
       2.241389472851e+03       1.072886845043e-04       1.596406554532e+02       1.724440019891e+01       1.397727722142e+04       6.233206760307e+00       3.134249930043e+07       8.660511700355e+01       6.957020059197e+01       2.759532052801e+01       1.520565390960e+02       1.600904703976e+01       5.335939263194e+00       1.602865121272e+01       5.329481833232e+00       3.394029786245e-08       1.610957971778e+01       2.973693382202e+02       2.973693382202e+02       3.922534783240e+01      -1.206705648305e+00       8.167983773115e-04       6.985715367711e-01 
       2.225785490879e+03       1.086172845604e-04       1.605509060928e+02       1.704120562038e+01       1.397636697078e+04       6.276476574877e+00       3.112237118573e+07       8.706630071134e+01       6.765386360532e+01       2.702324221080e+01       1.489042564864e+02       1.556808030541e+01       5.188956037584e+00       1.558741098639e+01       5.182589435682e+00       3.394029786245e-08       1.566583536761e+01       2.904026889959e+02       2.904026889959e+02       3.814477843030e+01      -1.167763888423e+00       8.207966773907e-04       7.000160968112e-01 
       2.210290046495e+03       1.099617264817e-04       1.614656006739e+02       1.684050284252e+01       1.397545227620e+04       6.320044852708e+00       3.090377851362e+07       8.752936312052e+01       6.579030748723e+01       2.646302203117e+01       1.458173149320e+02       1.513925881684e+01       5.046021148395e+00       1.515831980509e+01       5.039744108167e+00       3.394029786245e-08       1.523431288259e+01       2.836025359888e+02       2.836025359888e+02       3.709397201256e+01      -1.130085278592e+00       8.248228705992e-04       7.014568877945e-01 
       2.194902385117e+03       1.113221912848e-04       1.623847555513e+02       1.664226006527e+01       1.397453312132e+04       6.363913631150e+00       3.068671061200e+07       8.799430716694e+01       6.397807867118e+01       2.591441422735e+01       1.427943602290e+02       1.472224809989e+01       4.907023105330e+00       1.474104314197e+01       4.900834377976e+00       3.394029786245e-08       1.481467567685e+01       2.769648200802e+02       2.769648200802e+02       3.607210889871e+01      -1.093628629482e+00       8.288771533497e-04       7.028938889600e-01 
       2.179621757404e+03       1.126988619682e-04       1.633083871155e+02       1.644644590852e+01       1.397360948975e+04       6.408084961231e+00       3.047115688283e+07       8.846113575651e+01       6.221576361699e+01       2.537717813028e+01       1.398340662359e+02       1.431672289066e+01       4.771853488167e+00       1.433525568118e+01       4.765751842231e+00       3.394029786245e-08       1.440659643299e+01       2.704855830219e+02       2.704855830219e+02       3.507839197978e+01      -1.058354102042e+00       8.329597234290e-04       7.043270798433e-01 
       2.164447419225e+03       1.140919235342e-04       1.642365117928e+02       1.625302940640e+01       1.397268136508e+04       6.452560907748e+00       3.025710680166e+07       8.892985176503e+01       6.050198770874e+01       2.485107805807e+01       1.369351342914e+02       1.392236688192e+01       4.640406862229e+00       1.394064106429e+01       4.634391083360e+00       3.394029786245e-08       1.400975684682e+01       2.641609648852e+02       2.641609648852e+02       3.411204609684e+01      -1.024223162999e+00       8.370707800070e-04       7.057564402761e-01 
       2.149378631619e+03       1.155015630096e-04       1.651691460455e+02       1.606198000169e+01       1.397174873082e+04       6.497343549356e+00       3.004454991712e+07       8.940045803798e+01       5.883541418307e+01       2.433588321269e+01       1.340962926454e+02       1.353887247654e+01       4.512580696182e+00       1.355689164365e+01       4.506649586896e+00       3.394029786245e-08       1.362384737928e+01       2.579872015746e+02       2.579872015746e+02       3.317231743659e+01      -9.911985418363e-01       8.412105236470e-04       7.071819503872e-01 
       2.134414660761e+03       1.169279694675e-04       1.661063063719e+02       1.587326754031e+01       1.397081157050e+04       6.542434978657e+00       2.983347585037e+07       8.987295739035e+01       5.721474308691e+01       2.383136757875e+01       1.313162959014e+02       1.316594054761e+01       4.388275282093e+00       1.318370824254e+01       4.382427661541e+00       3.394029786245e-08       1.324856701502e+01       2.519606224062e+02       2.519606224062e+02       3.225847294367e+01      -9.592441891941e-01       8.453791563148e-04       7.086035906021e-01 
       2.119554777924e+03       1.183713340488e-04       1.670480093066e+02       1.568686226585e+01       1.396986986756e+04       6.587837302294e+00       2.962387429464e+07       9.034735260643e+01       5.563871026397e+01       2.333730982444e+01       1.285939244705e+02       1.280328020527e+01       4.267393657691e+00       1.282079992197e+01       4.261628361428e+00       3.394029786245e-08       1.288362302775e+01       2.460776477478e+02       2.460776477478e+02       3.136979974909e+01      -9.283252366468e-01       8.495768813889e-04       7.100213416438e-01 
       2.104798259447e+03       1.198318499838e-04       1.679942714203e+02       1.550273481420e+01       1.396892360545e+04       6.633552641038e+00       2.941573501471e+07       9.082364643966e+01       5.410608636914e+01       2.285349320447e+01       1.259279840362e+02       1.245060856987e+01       4.149841530770e+00       1.246788375385e+01       4.144157410527e+00       3.394029786245e-08       1.252873075202e+01       2.403347867195e+02       2.403347867195e+02       3.050560461441e+01      -8.984079578136e-01       8.538039036705e-04       7.114351845321e-01 
       2.090144386698e+03       1.213097126150e-04       1.689451093204e+02       1.532085620825e+01       1.396797276755e+04       6.679583129889e+00       2.920904784641e+07       9.130184161241e+01       5.261567590994e+01       2.237970546504e+01       1.233173050318e+02       1.210765055146e+01       4.035527205668e+00       1.212468460047e+01       4.029923129130e+00       3.394029786245e-08       1.218361336123e+01       2.347286349538e+02       2.347286349538e+02       2.966521339125e+01      -8.694597307555e-01       8.580604293930e-04       7.128451005847e-01 
       2.075592446038e+03       1.228051194190e-04       1.699005396506e+02       1.514119785263e+01       1.396701733722e+04       6.725930918157e+00       2.900380269615e+07       9.178194081585e+01       5.116631631446e+01       2.191573875078e+01       1.207607421263e+02       1.177413863527e+01       3.924361511775e+00       1.179093489995e+01       3.918836362361e+00       3.394029786245e-08       1.184800165185e+01       2.292558724126e+02       2.292558724126e+02       2.884797049563e+01      -8.414490016165e-01       8.623466662323e-04       7.142510714164e-01 
       2.061141728788e+03       1.243182700292e-04       1.708605790916e+02       1.496373152861e+01       1.396605729778e+04       6.772598169567e+00       2.879998954040e+07       9.226394670970e+01       4.975687702492e+01       2.146138951364e+01       1.182571737235e+02       1.144981267317e+01       3.816257734008e+00       1.146637445769e+01       3.810810410652e+00       3.394029786245e-08       1.152163383345e+01       2.239132612603e+02       2.239132612603e+02       2.805323839684e+01      -8.143452494685e-01       8.666628233172e-04       7.156530789396e-01 
       2.046791531194e+03       1.258493662588e-04       1.718252443607e+02       1.478842938895e+01       1.396509263251e+04       6.819587062343e+00       2.859759842520e+07       9.274786192211e+01       4.838625861614e+01       2.101645842361e+01       1.158055014692e+02       1.113441968079e+01       3.711131545197e+00       1.115075024352e+01       3.705760962134e+00       3.394029786245e-08       1.120425532468e+01       2.186976437919e+02       2.186976437919e+02       2.728039712033e+01      -7.881189523189e-01       8.710091112387e-04       7.170511053639e-01 
       2.032541154393e+03       1.273986121234e-04       1.727945522122e+02       1.461526395292e+01       1.396412332466e+04       6.866899789312e+00       2.839661946571e+07       9.323368904947e+01       4.705339193837e+01       2.058075028134e+01       1.134046497704e+02       1.082771364032e+01       3.608900940341e+00       1.084381619444e+01       3.603606026893e+00       3.394029786245e-08       1.089561855469e+01       2.136059404134e+02       2.136059404134e+02       2.652884376431e+01      -7.627415542424e-01       8.753857420613e-04       7.184451331965e-01 
       2.018389904377e+03       1.289662138651e-04       1.737685194376e+02       1.444420810134e+01       1.396314935743e+04       6.914538557992e+00       2.819704284571e+07       9.372143065622e+01       4.575723728365e+01       2.015407393255e+01       1.110535653231e+02       1.052945530865e+01       3.509486172660e+00       1.054533302279e+01       3.504265873032e+00       3.394029786245e-08       1.059548277012e+01       2.086351476748e+02       2.086351476748e+02       2.579799202968e+01      -7.381854336003e-01       8.797929293323e-04       7.198351452416e-01 
       2.004337091963e+03       1.305523799754e-04       1.747471628656e+02       1.427523507170e+01       1.396217071400e+04       6.962505590688e+00       2.799885881711e+07       9.421108927468e+01       4.449678357515e+01       1.973624218422e+01       1.087512166509e+02       1.023941203084e+01       3.412809691424e+00       1.025506802970e+01       3.407662964494e+00       3.394029786245e-08       1.030361384744e+01       2.037823363522e+02       2.037823363522e+02       2.508727176284e+01      -7.144238723104e-01       8.842308880931e-04       7.212211246006e-01 
       1.990382032756e+03       1.321573212193e-04       1.757304993622e+02       1.410831845334e+01       1.396118737751e+04       7.010803124596e+00       2.780205769951e+07       9.470266740492e+01       4.327104757882e+01       1.932707172252e+01       1.064965936527e+02       9.957357558752e+00       3.318796081480e+00       9.972794923680e+00       3.313721900597e+00       3.394029786245e-08       1.001978411031e+01       1.990446495807e+02       1.990446495807e+02       2.439612851118e+01      -6.914310261328e-01       8.886998348888e-04       7.226030546715e-01 
       1.976524047118e+03       1.337812506592e-04       1.767185458311e+02       1.394343218270e+01       1.396019933104e+04       7.059433411890e+00       2.760662987969e+07       9.519616751450e+01       4.207907313672e+01       1.892638303243e+01       1.042887071595e+02       9.683071874585e+00       3.227372004451e+00       9.698293644223e+00       3.222369357236e+00       3.394029786245e-08       9.743772152132e+00       1.944193010335e+02       1.944193010335e+02       2.372402309070e+01      -6.691818959382e-01       8.931999877794e-04       7.239809191492e-01 
       1.962762460134e+03       1.354243836795e-04       1.777113192134e+02       1.378055053865e+01       1.395920655766e+04       7.108398719826e+00       2.741256581118e+07       9.569159203841e+01       4.091993042155e+01       1.853400031901e+01       1.021265885009e+02       9.416341019364e+00       3.138466141552e+00       9.431350190211e+00       3.133534029698e+00       3.394029786245e-08       9.475362663365e+00       1.899035731483e+02       1.899035731483e+02       2.307043116562e+01      -6.476522999254e-01       8.977315663501e-04       7.253547020248e-01 
       1.949096601579e+03       1.370869380108e-04       1.787088364884e+02       1.361964813786e+01       1.395820904038e+04       7.157701330837e+00       2.721985601377e+07       9.618894337882e+01       3.979271521157e+01       1.814975143035e+01       1.000092890804e+02       9.156956926100e+00       3.052009137982e+00       9.171756453101e+00       3.047146577063e+00       3.394029786245e-08       9.214346263675e+00       1.854948153991e+02       1.854948153991e+02       2.243484283952e+01      -6.268188467574e-01       9.022947917219e-04       7.267243875854e-01 
       1.935525805885e+03       1.387691337552e-04       1.797111146730e+02       1.346069993024e+01       1.395720676220e+04       7.207343542637e+00       2.702849107307e+07       9.668822390495e+01       3.869654818560e+01       1.777346778205e+01       9.793587995946e+01       8.904717257553e+00       2.967933548844e+00       8.919310054673e+00       2.963139568120e+00       3.394029786245e-08       8.960519338661e+00       1.811904426119e+02       1.811904426119e+02       2.181676225778e+01      -6.066589095846e-01       9.068898865624e-04       7.280899604139e-01 
       1.922049412112e+03       1.404711934108e-04       1.807181708225e+02       1.330368119445e+01       1.395619970605e+04       7.257327668311e+00       2.683846164003e+07       9.718943595291e+01       3.763057423735e+01       1.740498428336e+01       9.590545145010e+01       8.659425248463e+00       2.886173786557e+00       8.673814189259e+00       2.881447428785e+00       3.394029786245e-08       8.713683881089e+00       1.769879333236e+02       1.769879333236e+02       2.121570722088e+01      -5.871506009260e-01       9.115170750969e-04       7.294514053883e-01 
       1.908666763909e+03       1.421933418975e-04       1.817300220303e+02       1.314856753347e+01       1.395518785484e+04       7.307656036424e+00       2.664975843050e+07       9.769258182553e+01       3.659396180867e+01       1.704413926473e+01       9.391711271607e+01       8.420889552128e+00       2.806666069714e+00       8.435077470303e+00       2.802006390961e+00       3.394029786245e-08       8.473647336502e+00       1.728848281823e+02       1.728848281823e+02       2.063120880846e+01      -5.682727483807e-01       9.161765831189e-04       7.308087076815e-01 
       1.895377209490e+03       1.439358065827e-04       1.827466854283e+02       1.299533487024e+01       1.395417119144e+04       7.358330991117e+00       2.646237222478e+07       9.819766379220e+01       3.558590224115e+01       1.669077440693e+01       9.196999138224e+01       8.188924091200e+00       2.729348373347e+00       8.202913781160e+00       2.724754442807e+00       3.394029786245e-08       8.240222453076e+00       1.688787283897e+02       1.688787283897e+02       2.006281101362e+01      -5.500048711409e-01       9.208686380012e-04       7.321618527609e-01 
       1.882180101597e+03       1.456988173066e-04       1.837681781870e+02       1.284395944331e+01       1.395314969868e+04       7.409354892211e+00       2.627629386717e+07       9.870468408871e+01       3.460560914559e+01       1.634473467169e+01       9.006323315208e+01       7.963347912594e+00       2.654160380566e+00       7.977142129989e+00       2.649631280376e+00       3.394029786245e-08       8.013227135606e+00       1.649672941815e+02       1.649672941815e+02       1.951007038740e+01      -5.323271572802e-01       9.255934687073e-04       7.335108263875e-01 
       1.869074797470e+03       1.474826064090e-04       1.847945175156e+02       1.269441780264e+01       1.395212335935e+04       7.460730115304e+00       2.609151426552e+07       9.921364491711e+01       3.365231778874e+01       1.600586823364e+01       8.819600143308e+01       7.743985046389e+00       2.581043435522e+00       7.757586508649e+00       2.576578260587e+00       3.394029786245e-08       7.792484303522e+00       1.611482433480e+02       1.611482433480e+02       1.897255569292e+01      -5.152204417924e-01       9.303513058018e-04       7.348556146158e-01 
       1.856060658815e+03       1.492874087553e-04       1.858257206622e+02       1.254668680535e+01       1.395109215621e+04       7.512459051880e+00       2.590802439080e+07       9.972454844555e+01       3.272528449709e+01       1.567402641378e+01       8.636747696988e+01       7.530664368613e+00       2.509940497674e+00       7.544075755481e+00       2.505538355485e+00       3.394029786245e-08       7.577821752806e+00       1.574193497916e+02       1.574193497916e+02       1.844984756918e+01      -4.986661853543e-01       9.351423814624e-04       7.361962037932e-01 
       1.843137051777e+03       1.511134617636e-04       1.868618049140e+02       1.240074361164e+01       1.395005607196e+04       7.564544109407e+00       2.572581527666e+07       1.002373968081e+02       3.182378607689e+01       1.534906361428e+01       8.457685748507e+01       7.323219467812e+00       2.440796097307e+00       7.336443421860e+00       2.436456107771e+00       3.394029786245e-08       7.369072021714e+00       1.537784421216e+02       1.537784421216e+02       1.794153820401e+01      -4.826464537897e-01       9.399669294907e-04       7.375325805588e-01 
       1.830303346901e+03       1.529610054311e-04       1.879027875975e+02       1.225656568065e+01       1.394901508927e+04       7.616987711444e+00       2.554487801896e+07       1.007521921046e+02       3.094711925029e+01       1.503083725463e+01       8.282335732738e+01       7.121488515280e+00       2.373556292281e+00       7.134527642431e+00       2.369277587545e+00       3.394029786245e-08       7.166072260192e+00       1.502234022841e+02       1.502234022841e+02       1.744723101605e+01      -4.671438982112e-01       9.448251853236e-04       7.388647318435e-01 
       1.817558919111e+03       1.548302823622e-04       1.889486860786e+02       1.211413076650e+01       1.394796919079e+04       7.669792297743e+00       2.536520377540e+07       1.012689364007e+02       3.009460010688e+01       1.471920770913e+01       8.110620712717e+01       6.925314138878e+00       2.308168625965e+00       6.938171008907e+00       2.303950350252e+00       3.394029786245e-08       6.968664102895e+00       1.467521642278e+02       1.467521642278e+02       1.696654034554e+01      -4.521417358166e-01       9.497173860451e-04       7.401926448690e-01 
       1.804903147673e+03       1.567215377952e-04       1.899995177626e+02       1.197341691425e+01       1.394691835911e+04       7.722960324355e+00       2.518678376505e+07       1.017876317272e+02       2.926556357046e+01       1.441403824564e+01       7.942465345910e+01       6.734543300314e+00       2.244582086336e+00       6.747220447352e+00       2.240423395770e+00       3.394029786245e-08       6.776693545692e+00       1.433627126025e+02       1.433627126025e+02       1.649909115355e+01      -4.376237313191e-01       9.546437703972e-04       7.415163071469e-01 
       1.792335416166e+03       1.586350196308e-04       1.910553000947e+02       1.183440245606e+01       1.394586257678e+04       7.776494263738e+00       2.500960926792e+07       1.023082800807e+02       2.845936288038e+01       1.411519496567e+01       7.777795851171e+01       6.549027175809e+00       2.182747066194e+00       6.561527098835e+00       2.178647128644e+00       3.394029786245e-08       6.590010825579e+00       1.400530814919e+02       1.400530814919e+02       1.604451872955e+01      -4.235741789893e-01       9.596045787923e-04       7.428357064782e-01 
       1.779855112455e+03       1.605709784600e-04       1.921160505602e+02       1.169706600725e+01       1.394480182631e+04       7.830396604858e+00       2.483367162455e+07       1.028308834226e+02       2.767536908721e+01       1.382254674560e+01       7.616539976392e+01       6.368621040046e+00       2.122615324488e+00       6.380946203375e+00       2.118573319398e+00       3.394029786245e-08       6.408470303891e+00       1.368213531780e+02       1.368213531780e+02       1.560246840698e+01      -4.099778852904e-01       9.646000533241e-04       7.441508309526e-01 
