# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ncdm[1]        15:(.)p_ncdm[1]          16:(.)rho_lambda         17:(.)rho_ur             18:(.)rho_crit           19:(.)rho_tot            20:(.)p_tot              21:(.)p_tot_prime        22:gr.fac. D             23:gr.fac. f          
       1.469502451965e+12       3.500219656263e-22       3.154054866172e-07       4.659084423911e+18       1.413691787655e+04       9.620207069165e-09       2.077423548283e+16       1.820996486478e-07       1.283099489388e+37       7.766283685442e+27       4.279400261532e+28       2.952472619952e+36       9.841575399839e+35       2.952472619952e+36       9.841575399839e+35       3.394029786245e-08       2.971127484792e+36       2.170706766913e+37       2.170706766913e+37       7.235689206190e+36      -9.176354032409e+43       4.666878448793e-05       2.369529963211e-01 
       1.459287439885e+12       3.549394242195e-22       3.176137397531e-07       4.594535790626e+18       1.413691787655e+04       9.687548518648e-09       2.062982669596e+16       1.833743461875e-07       1.247792727002e+37       7.605448654085e+27       4.190776474000e+28       2.871230089575e+36       9.570766965252e+35       2.871230089575e+36       9.570766965252e+35       3.394029786245e-08       2.889371632662e+36       2.110975913135e+37       2.110975913135e+37       7.036586360611e+36      -8.861817622490e+43       4.674592297535e-05       2.365619847952e-01 
       1.449143435835e+12       3.599259681884e-22       3.198365448043e-07       4.530881437350e+18       1.413691787655e+04       9.755361358277e-09       2.048642174375e+16       1.846579666099e-07       1.213457492920e+37       7.447944418815e+27       4.103988031431e+28       2.792223091782e+36       9.307410305940e+35       2.792223091782e+36       9.307410305940e+35       3.394029786245e-08       2.809865438075e+36       2.052888659933e+37       2.052888659933e+37       6.842962183613e+36      -8.558062526460e+43       4.682306146277e-05       2.361722616106e-01 
       1.439069946211e+12       3.649825681135e-22       3.220757207600e-07       4.468108974406e+18       1.413691787655e+04       9.823648887784e-09       2.034401364821e+16       1.859505723753e-07       1.180067053814e+37       7.293702000862e+27       4.018996924943e+28       2.715390111920e+36       9.051300373067e+35       2.715390111920e+36       9.051300373067e+35       3.394029786245e-08       2.732546997706e+36       1.996399780717e+37       1.996399780717e+37       6.654665919895e+36      -8.264719194957e+43       4.690019995021e-05       2.357838204103e-01 
       1.429066480845e+12       3.701102082108e-22       3.243312676204e-07       4.406206183767e+18       1.413691787655e+04       9.892414429997e-09       2.020259547984e+16       1.872522263810e-07       1.147595411971e+37       7.142653849966e+27       3.935765932794e+28       2.640671328023e+36       8.802237760078e+35       2.640671328023e+36       8.802237760078e+35       3.394029786245e-08       2.657356111611e+36       1.941465293387e+37       1.941465293387e+37       6.471550962457e+36      -7.981430745604e+43       4.697733843764e-05       2.353966548791e-01 
       1.419132552974e+12       3.753098865239e-22       3.266013663961e-07       4.345161016681e+18       1.413691787654e+04       9.961661331005e-09       2.006216035734e+16       1.885629919647e-07       1.116017285053e+37       6.994733814790e+27       3.854258604083e+28       2.568008564233e+36       8.560028547444e+35       2.568008564233e+36       8.560028547444e+35       3.394029786245e-08       2.584234236353e+36       1.888042426088e+37       1.888042426088e+37       6.293474738448e+36      -7.707852528826e+43       4.705447692509e-05       2.350107587433e-01 
       1.409267679220e+12       3.805826151176e-22       3.288860170869e-07       4.284961591321e+18       1.413691787654e+04       1.003139296032e-08       1.992270144721e+16       1.898829329075e-07       1.085308086407e+37       6.849877113953e+27       3.774439242783e+28       2.497345245503e+36       8.324484151676e+35       2.497345245503e+36       8.324484151676e+35       3.394029786245e-08       2.513124439423e+36       1.836089583909e+37       1.836089583909e+37       6.120298598166e+36      -7.443651708542e+43       4.713161541254e-05       2.346261257702e-01 
       1.399471379563e+12       3.859294202752e-22       3.311888576718e-07       4.225596190477e+18       1.413691787654e+04       1.010161271104e-08       1.978421196346e+16       1.912121134369e-07       1.055443905929e+37       6.708020307655e+27       3.696272892111e+28       2.428626353549e+36       8.095421178496e+35       2.428626353549e+36       8.095421178496e+35       3.394029786245e-08       2.443971354910e+36       1.785566316497e+37       1.785566316497e+37       5.951887707101e+36      -7.188506857243e+43       4.720875390000e-05       2.342427497677e-01 
       1.389743177321e+12       3.913513426984e-22       3.335080691613e-07       4.167053259273e+18       1.413691787654e+04       1.017232400002e-08       1.964668516728e+16       1.925505982300e-07       1.026401491443e+37       6.569101269899e+27       3.619725319219e+28       2.361798384013e+36       7.872661280044e+35       2.361798384013e+36       7.872661280044e+35       3.394029786245e-08       2.376721140396e+36       1.736433286562e+37       1.736433286562e+37       5.788110940951e+36      -6.942107564938e+43       4.728589238747e-05       2.338606245843e-01 
       1.380082599127e+12       3.968494377097e-22       3.358418325661e-07       4.109321402919e+18       1.413691787653e+04       1.024353026802e-08       1.951011436671e+16       1.938984524166e-07       9.981582305969e+36       6.433059161275e+27       3.544763000200e+28       2.296809304806e+36       7.656031016019e+35       2.296809304806e+36       7.656031016019e+35       3.394029786245e-08       2.311321435030e+36       1.688652239249e+37       1.688652239249e+37       5.628840783537e+36      -6.704154061510e+43       4.736303087495e-05       2.334797441086e-01 
       1.370489174903e+12       4.024247754578e-22       3.381919668755e-07       4.052389384492e+18       1.413691787653e+04       1.031523497989e-08       1.937449291629e+16       1.952557415825e-07       9.706921332581e+36       6.299834402325e+27       3.471353105406e+28       2.233608515591e+36       7.445361718638e+35       2.233608515591e+36       7.445361718638e+35       3.394029786245e-08       2.247721318766e+36       1.642185972354e+37       1.642185972354e+37       5.473953227510e+36      -6.474356852011e+43       4.744016936244e-05       2.331001022687e-01 
       1.360962437838e+12       4.080784411259e-22       3.405602910789e-07       3.996246122749e+18       1.413691787653e+04       1.038744162475e-08       1.923981421677e+16       1.966225317725e-07       9.439818143920e+36       6.169368647444e+27       3.399463485071e+28       2.172146808394e+36       7.240489361313e+35       2.172146808394e+36       7.240489361313e+35       3.394029786245e-08       2.185871272712e+36       1.596998307358e+37       1.596998307358e+37       5.323327677807e+36      -6.252436364470e+43       4.751730784993e-05       2.327216930324e-01 
       1.351501924367e+12       4.138115351429e-22       3.429449861869e-07       3.940880689970e+18       1.413691787653e+04       1.046015371612e-08       1.910607171477e+16       1.979988894939e-07       9.180064774110e+36       6.041604759327e+27       3.329062655232e+28       2.112376329281e+36       7.041254430936e+35       2.112376329281e+36       7.041254430936e+35       3.394029786245e-08       2.125723140577e+36       1.553054061258e+37       1.553054061258e+37       5.176846857749e+36      -6.038122609754e+43       4.759444633743e-05       2.323445104064e-01 
       1.342107174148e+12       4.196251733976e-22       3.453442332102e-07       3.886282309834e+18       1.413691787652e+04       1.053337479213e-08       1.897325890244e+16       1.993848817193e-07       8.927458979825e+36       5.916486783952e+27       3.260119783939e+28       2.054250541106e+36       6.847501803688e+35       2.054250541106e+36       6.847501803688e+35       3.394029786245e-08       2.067230091174e+36       1.510319019173e+37       1.510319019173e+37       5.034396717737e+36      -5.831154853108e+43       4.767158482494e-05       2.319685484364e-01 
       1.332777730038e+12       4.255204874562e-22       3.477616701275e-07       3.832440355317e+18       1.413691787652e+04       1.060710841568e-08       1.884136931722e+16       2.007805758903e-07       8.681804082824e+36       5.793959926066e+27       3.192604677755e+28       1.997724187277e+36       6.659080624257e+35       1.997724187277e+36       6.659080624257e+35       3.394029786245e-08       2.010346581961e+36       1.468759907706e+37       1.468759907706e+37       4.895866346447e+36      -5.631281296937e+43       4.774872331246e-05       2.315938012064e-01 
       1.323513138071e+12       4.314986247819e-22       3.501972969389e-07       3.779344346625e+18       1.413691787652e+04       1.068135817458e-08       1.871039654143e+16       2.021860399204e-07       8.442908816818e+36       5.673970525198e+27       3.126487768528e+28       1.942753256515e+36       6.475844188384e+35       1.942753256515e+36       6.475844188384e+35       3.394029786245e-08       1.955028323580e+36       1.428344369037e+37       1.428344369037e+37       4.761147884476e+36      -5.438258774476e+43       4.782586179998e-05       2.312202628386e-01 
       1.314312947439e+12       4.375607489588e-22       3.526474756654e-07       3.726983949157e+18       1.413691787652e+04       1.075612768180e-08       1.858033420201e+16       2.036013421988e-07       8.210587178548e+36       5.556466032147e+27       3.061740100447e+28       1.889294948591e+36       6.297649828635e+35       1.889294948591e+36       6.297649828635e+35       3.394029786245e-08       1.901232245374e+36       1.389040935728e+37       1.389040935728e+37       4.630136440368e+36      -5.251852453943e+43       4.790300028752e-05       2.308479274930e-01 
       1.305176710466e+12       4.437080399183e-22       3.551158442860e-07       3.675348971491e+18       1.413691787652e+04       1.083142057558e-08       1.845117597021e+16       2.050265515931e-07       7.984658282966e+36       5.441394985980e+27       2.998333317356e+28       1.837307640998e+36       6.124358803328e+35       1.837307640998e+36       6.124358803328e+35       3.394029786245e-08       1.848916461850e+36       1.350819006224e+37       1.350819006224e+37       4.502730008938e+36      -5.071835552851e+43       4.798013877506e-05       2.304767893675e-01 
       1.296103982588e+12       4.499416941684e-22       3.576024028007e-07       3.624429363398e+18       1.413691787651e+04       1.090724051960e-08       1.832291556128e+16       2.064617374531e-07       7.764946222399e+36       5.328706991484e+27       2.936239650340e+28       1.786750856551e+36       5.955836188503e+35       1.786750856551e+36       5.955836188503e+35       3.394029786245e-08       1.798040240069e+36       1.313648821026e+37       1.313648821026e+37       4.378829391856e+36      -4.897989062097e+43       4.805727726261e-05       2.301068426968e-01 
       1.287094322332e+12       4.562629250270e-22       3.601053322200e-07       3.574215213891e+18       1.413691787651e+04       1.098359120324e-08       1.819554673414e+16       2.079069696141e-07       7.551279929584e+36       5.218352697103e+27       2.875431905560e+28       1.737585231861e+36       5.791950772871e+35       1.737585231861e+36       5.791950772871e+35       3.394029786245e-08       1.748563967932e+36       1.277501439521e+37       1.277501439521e+37       4.258338120413e+36      -4.730101479521e+43       4.813441575017e-05       2.297380817528e-01 
       1.278147291292e+12       4.626729628578e-22       3.626264515333e-07       3.524696749293e+18       1.413691787651e+04       1.106047634166e-08       1.806906329110e+16       2.093623184003e-07       7.343493044478e+36       5.110283773321e+27       2.815883452345e+28       1.689772486698e+36       5.632574955658e+35       1.689772486698e+36       5.632574955658e+35       3.394029786245e-08       1.700449123337e+36       1.242348717448e+37       1.242348717448e+37       4.141162380403e+36      -4.567968552586e+43       4.821155423774e-05       2.293705008440e-01 
       1.269262454114e+12       4.691730553101e-22       3.651639417512e-07       3.475864331335e+18       1.413691787651e+04       1.113789967605e-08       1.794345907755e+16       2.108278546279e-07       7.141423784732e+36       5.004452891496e+27       2.757568211529e+28       1.643275394175e+36       5.477584647251e+35       1.643275394175e+36       5.477584647251e+35       3.394029786245e-08       1.653658244186e+36       1.208163284985e+37       1.208163284985e+37       4.027210939089e+36      -4.411393029886e+43       4.828869272531e-05       2.290040943153e-01 
       1.260439378464e+12       4.757644675612e-22       3.677214408526e-07       3.427708455280e+18       1.413691787650e+04       1.121586497378e-08       1.781872798167e+16       2.123036496091e-07       6.944914819724e+36       4.900813703136e+27       2.700460644032e+28       1.598057751774e+36       5.326859172580e+35       1.598057751774e+36       5.326859172580e+35       3.394029786245e-08       1.608154899218e+36       1.174918525439e+37       1.174918525439e+37       3.916395074163e+36      -4.260184421172e+43       4.836583121290e-05       2.286388565476e-01 
       1.251677635019e+12       4.824484825630e-22       3.702953108586e-07       3.380219748071e+18       1.413691787650e+04       1.129437602860e-08       1.769486393413e+16       2.137897751552e-07       6.753813148064e+36       4.799320819597e+27       2.644535739669e+28       1.554084353151e+36       5.180281177169e+35       1.554084353151e+36       5.180281177169e+35       3.394029786245e-08       1.563903659641e+36       1.142588554525e+37       1.142588554525e+37       3.808628504669e+36      -4.114158765597e+43       4.844296970049e-05       2.282747819578e-01 
       1.242976797437e+12       4.892264012914e-22       3.728873707587e-07       3.333388966513e+18       1.413691787650e+04       1.137343666079e-08       1.757186090777e+16       2.152863035800e-07       6.567969978468e+36       4.699929792205e+27       2.589769006204e+28       1.511320960727e+36       5.037736535756e+35       1.511320960727e+36       5.037736535756e+35       3.394029786245e-08       1.520870071551e+36       1.111148200207e+37       1.111148200207e+37       3.703827323824e+36      -3.973138407910e+43       4.852010818810e-05       2.279118649980e-01 
       1.234336442341e+12       4.960995430000e-22       3.754976205528e-07       3.287206995465e+18       1.413691787649e+04       1.145305071742e-08       1.744971291735e+16       2.167933077038e-07       6.387240613907e+36       4.602597092792e+27       2.536136458618e+28       1.469734279031e+36       4.899114263438e+35       1.469734279031e+36       4.899114263438e+35       3.394029786245e-08       1.479020629103e+36       1.080572983104e+37       1.080572983104e+37       3.601909933691e+36      -3.836951782321e+43       4.859724667571e-05       2.275501001558e-01 
       1.225756149295e+12       5.030692454764e-22       3.781260602409e-07       3.241664846075e+18       1.413691787649e+04       1.153322207244e-08       1.732841401921e+16       2.183108608565e-07       6.211484338950e+36       4.507280094633e+27       2.483614608610e+28       1.429291928778e+36       4.764306429260e+35       1.429291928778e+36       4.764306429260e+35       3.394029786245e-08       1.438322748427e+36       1.050839097428e+37       1.050839097428e+37       3.502796981644e+36      -3.705433203774e+43       4.867438516333e-05       2.271894819535e-01 
       1.217235500790e+12       5.101368653028e-22       3.807726898231e-07       3.196753654021e+18       1.413691787649e+04       1.161395462694e-08       1.720795831103e+16       2.198390368812e-07       6.040564310198e+36       4.413937053776e+27       2.432180454305e+28       1.389962421654e+36       4.633208072179e+35       1.389962421654e+36       4.633208072179e+35       3.394029786245e-08       1.398744742253e+36       1.021923392450e+37       1.021923392450e+37       3.406411298586e+36      -3.578422666371e+43       4.875152365096e-05       2.268300049482e-01 
       1.208774082214e+12       5.173037781201e-22       3.834375092993e-07       3.152464677794e+18       1.413691787649e+04       1.169525230933e-08       1.708833993150e+16       2.213779101381e-07       5.874347449746e+36       4.322527090761e+27       2.381811470183e+28       1.351715135803e+36       4.505717119342e+35       1.351715135803e+36       4.505717119342e+35       3.394029786245e-08       1.360255795245e+36       9.938033544737e+36       9.938033544737e+36       3.312677838865e+36      -3.455765648712e+43       4.882866213860e-05       2.264716637315e-01 
       1.200371481841e+12       5.245713788954e-22       3.861223376589e-07       3.108789296991e+18       1.413691787648e+04       1.177711907549e-08       1.696955306008e+16       2.229275555078e-07       5.712704341558e+36       4.233010172715e+27       2.332485597216e+28       1.314520291983e+36       4.381734306610e+35       1.314520291983e+36       4.381734306610e+35       3.394029786245e-08       1.322825940005e+36       9.664570893087e+36       9.664570893087e+36       3.221523621843e+36      -3.337312925902e+43       4.890580062625e-05       2.261144529289e-01 
       1.192027290806e+12       5.319410821940e-22       3.888253559126e-07       3.065719010642e+18       1.413691787648e+04       1.185955890902e-08       1.685159191666e+16       2.244880483950e-07       5.555509130716e+36       4.145347095825e+27       2.284181233203e+28       1.278348930383e+36       4.261163101275e+35       1.278348930383e+36       4.261163101275e+35       3.394029786245e-08       1.286426033741e+36       9.398633052209e+36       9.398633052209e+36       3.132877675074e+36      -3.222920388002e+43       4.898293911391e-05       2.257583672000e-01 
       1.183741103084e+12       5.394143224542e-22       3.915465640603e-07       3.023245435548e+18       1.413691787648e+04       1.194257582138e-08       1.673445076133e+16       2.260594647324e-07       5.402639425419e+36       4.059499468163e+27       2.236877223312e+28       1.243172888069e+36       4.143909626898e+35       1.243172888069e+36       4.143909626898e+35       3.394029786245e-08       1.251027735577e+36       9.140012963563e+36       9.140012963563e+36       3.046670979045e+36      -3.112448864708e+43       4.906007760157e-05       2.254034012376e-01 
       1.175512515476e+12       5.469925542667e-22       3.942877810914e-07       2.981360304658e+18       1.413691787648e+04       1.202617385213e-08       1.661812389406e+16       2.276418809842e-07       5.253976201697e+36       3.975429692875e+27       2.190552850816e+28       1.208964777064e+36       4.029882590215e+35       1.208964777064e+36       4.029882590215e+35       3.394029786245e-08       1.216603484486e+36       8.888509266193e+36       8.888509266193e+36       2.962836413437e+36      -3.005763956035e+43       4.913721608925e-05       2.250495497684e-01 
       1.167341127583e+12       5.546772526579e-22       3.970471880166e-07       2.940055465454e+18       1.413691787647e+04       1.211035706909e-08       1.650260565448e+16       2.292353741497e-07       5.109403710735e+36       3.893100951715e+27       2.145187828018e+28       1.175697963018e+36       3.918993210061e+35       1.175697963018e+36       3.918993210061e+35       3.394029786245e-08       1.183126477832e+36       8.643926139948e+36       8.643926139948e+36       2.881308704868e+36      -2.902735868801e+43       4.921435457694e-05       2.246968075515e-01 
       1.159226541790e+12       5.624699133767e-22       3.998266038252e-07       2.899322878366e+18       1.413691787647e+04       1.219512956857e-08       1.638789042152e+16       2.308400217673e-07       4.968809388753e+36       3.812477188921e+27       2.100762287365e+28       1.143346544472e+36       3.811155148240e+35       1.143346544472e+36       3.811155148240e+35       3.394029786245e-08       1.150570650501e+36       8.406073153018e+36       8.406073153018e+36       2.802024376066e+36      -2.803239258727e+43       4.929149306464e-05       2.243451693794e-01 
       1.151168363247e+12       5.703720531858e-22       4.026260285173e-07       2.859154615207e+18       1.413691787647e+04       1.228049547555e-08       1.627397261323e+16       2.324559019182e-07       4.832083769361e+36       3.733523095423e+27       2.057256772752e+28       1.111885332692e+36       3.706284442308e+35       1.111885332692e+36       3.706284442308e+35       3.394029786245e-08       1.118910654607e+36       8.174765113659e+36       8.174765113659e+36       2.724921696451e+36      -2.707153077940e+43       4.936863155234e-05       2.239946300768e-01 
       1.143166199848e+12       5.783852101570e-22       4.054436431034e-07       2.819542857630e+18       1.413691787646e+04       1.236645894388e-08       1.616084668642e+16       2.340830932302e-07       4.699120398334e+36       3.656204093382e+27       2.014652230998e+28       1.081289832058e+36       3.604299440194e+35       1.081289832058e+36       3.604299440194e+35       3.394029786245e-08       1.088121839757e+36       7.949821926010e+36       7.949821926010e+36       2.649940634069e+36      -2.614360427703e+43       4.944577004006e-05       2.236451845008e-01 
       1.135219662213e+12       5.865109439705e-22       4.082812665729e-07       2.780479895606e+18       1.413691787646e+04       1.245302415648e-08       1.604850713646e+16       2.357216748814e-07       4.569815750723e+36       3.580486321044e+27       1.972930003498e+28       1.051536220989e+36       3.505120736630e+35       1.051536220989e+36       3.505120736630e+35       3.394029786245e-08       1.058180233856e+36       7.731068449867e+36       7.731068449867e+36       2.577022808852e+36      -2.524748416199e+43       4.952290852779e-05       2.232968275405e-01 
       1.127328363667e+12       5.947508362182e-22       4.111407179153e-07       2.741958125924e+18       1.413691787646e+04       1.254019532558e-08       1.593694849698e+16       2.373717266040e-07       4.444069150252e+36       3.506336617911e+27       1.932071818061e+28       1.022601333397e+36       3.408671111324e+35       1.022601333397e+36       3.408671111324e+35       3.394029786245e-08       1.029062524445e+36       7.518334364319e+36       7.518334364319e+36       2.506111447164e+36      -2.438208021188e+43       4.960004701552e-05       2.229495541168e-01 
       1.119491920225e+12       6.031064907120e-22       4.140183591517e-07       2.703970050710e+18       1.413691787646e+04       1.262797669285e-08       1.582616533960e+16       2.390333286888e-07       4.321782690932e+36       3.433722510220e+27       1.892059780898e+28       9.944626406521e+35       3.314875468840e+35       9.944626406521e+35       3.314875468840e+35       3.394029786245e-08       1.000746040547e+36       7.311454035137e+36       7.311454035137e+36       2.437151337594e+36      -2.354633957366e+43       4.967718550327e-05       2.226033591823e-01 
       1.111709950571e+12       6.115795337957e-22       4.169160092715e-07       2.666508275970e+18       1.413691787645e+04       1.271637252970e-08       1.571615227368e+16       2.407065619881e-07       4.202861160830e+36       3.362612196720e+27       1.852876368790e+28       9.670982340373e+35       3.223660780124e+35       9.670982340373e+35       3.223660780124e+35       3.394029786245e-08       9.732087350193e+35       7.110266385815e+36       7.110266385815e+36       2.370088787975e+36      -2.273924548274e+43       4.975432399103e-05       2.222582377206e-01 
       1.103982076039e+12       6.201716146616e-22       4.198336682748e-07       2.629565510146e+18       1.413691787645e+04       1.280538713741e-08       1.560690394605e+16       2.423915079204e-07       4.087211967940e+36       3.292974534743e+27       1.814504421415e+28       9.404868076943e+35       3.134956025648e+35       9.404868076943e+35       3.134956025648e+35       3.394029786245e-08       9.464291673840e+35       6.914614772151e+36       6.914614772151e+36       2.304871583571e+36      -2.195981602605e+43       4.983146247880e-05       2.219141847467e-01 
       1.096307920595e+12       6.288844056714e-22       4.227731551509e-07       2.593134562703e+18       1.413691787645e+04       1.289502484737e-08       1.549841504076e+16       2.440882484743e-07       3.974745068089e+36       3.224779026569e+27       1.776927133830e+28       9.146076420328e+35       3.048692140109e+35       9.146076420328e+35       3.048692140109e+35       3.394029786245e-08       9.203864871367e+35       6.724346860286e+36       6.724346860286e+36       2.241448946431e+36      -2.120710294737e+43       4.990860096657e-05       2.215711953062e-01 
       1.088687110819e+12       6.377196026821e-22       4.257326509105e-07       2.557208342724e+18       1.413691787644e+04       1.298529002130e-08       1.539068027881e+16       2.457968662120e-07       3.865372894830e+36       3.157995806065e+27       1.740128049111e+28       8.894405875991e+35       2.964801958664e+35       8.894405875991e+35       2.964801958664e+35       3.394029786245e-08       8.950604175115e+35       6.539314508099e+36       6.539314508099e+36       2.179771495847e+36      -2.048019049372e+43       4.998573945436e-05       2.212292644752e-01 
       1.081119275888e+12       6.466789253755e-22       4.287121555535e-07       2.521779857534e+18       1.413691787644e+04       1.307618705144e-08       1.528369441788e+16       2.475174442739e-07       3.759010291261e+36       3.092595625609e+27       1.704091051149e+28       8.649660493874e+35       2.883220164625e+35       8.649660493874e+35       2.883220164625e+35       3.394029786245e-08       8.704312396939e+35       6.359373649863e+36       6.359373649863e+36       2.119791209910e+36      -1.977819430121e+43       5.006287794216e-05       2.208883873605e-01 
       1.073604047555e+12       6.557641175933e-22       4.317134880694e-07       2.486842211335e+18       1.413691787644e+04       1.316772036080e-08       1.517745225211e+16       2.492500663822e-07       3.655574443725e+36       3.028549843281e+27       1.668800357588e+28       8.411649715833e+35       2.803883238611e+35       8.411649715833e+35       2.803883238611e+35       3.394029786245e-08       8.464797774675e+35       6.184384184075e+36       6.184384184075e+36       2.061461388120e+36      -1.910026031919e+43       5.014001642997e-05       2.205485590986e-01 
       1.066141060134e+12       6.649769476765e-22       4.347366484581e-07       2.452388603866e+18       1.413691787644e+04       1.325989440332e-08       1.507194861182e+16       2.509948168452e-07       3.554984817328e+36       2.965830410314e+27       1.634240512917e+28       8.180188227271e+35       2.726729409090e+35       8.180188227271e+35       2.726729409090e+35       3.394029786245e-08       8.231873822835e+35       6.014209864374e+36       6.014209864374e+36       2.004736615022e+36      -1.844556377113e+43       5.021715491779e-05       2.202097748562e-01 
       1.058729950480e+12       6.743192088094e-22       4.377798177302e-07       2.418412329082e+18       1.413691787643e+04       1.335271366415e-08       1.496717836327e+16       2.527517805614e-07       3.457163093239e+36       2.904409858816e+27       1.600396381697e+28       7.955095812849e+35       2.651698604283e+35       7.955095812849e+35       2.651698604283e+35       3.394029786245e-08       8.005359187411e+35       5.848718193458e+36       5.848718193458e+36       1.949572724850e+36      -1.781330815125e+43       5.029429340562e-05       2.198720298295e-01 
       1.051370357975e+12       6.837927193689e-22       4.408429958858e-07       2.384906773844e+18       1.413691787643e+04       1.344618265979e-08       1.486313640841e+16       2.545210430236e-07       3.362033107707e+36       2.844261289740e+27       1.567253141937e+28       7.736197216176e+35       2.578732405392e+35       7.736197216176e+35       2.578732405392e+35       3.394029786245e-08       7.785077504674e+35       5.687780319927e+36       5.687780319927e+36       1.895926767137e+36      -1.720272425547e+43       5.037143189347e-05       2.195353192442e-01 
       1.044061924503e+12       6.933993232781e-22       4.439298209036e-07       2.351865416633e+18       1.413691787643e+04       1.354030593841e-08       1.475981768462e+16       2.563026903231e-07       3.269520792764e+36       2.785358361100e+27       1.534796278598e+28       7.523322003351e+35       2.507774001117e+35       7.523322003351e+35       2.507774001117e+35       3.394029786245e-08       7.570857263856e+35       5.531270937953e+36       5.531270937953e+36       1.843756973273e+36      -1.661306924559e+43       5.044857038132e-05       2.191996383551e-01 
       1.036804294442e+12       7.031408903655e-22       4.470366548048e-07       2.319281826282e+18       1.413691787642e+04       1.363508807997e-08       1.465721716446e+16       2.580968091536e-07       3.179554118550e+36       2.727675276436e+27       1.503011577241e+28       7.316304430263e+35       2.438768143421e+35       7.316304430263e+35       2.438768143421e+35       3.394029786245e-08       7.362531673610e+35       5.379068189722e+36       5.379068189722e+36       1.793022723988e+36      -1.604362574555e+43       5.052570886918e-05       2.188649824461e-01 
       1.029597114639e+12       7.130193167288e-22       4.501653165789e-07       2.287149660725e+18       1.413691787642e+04       1.373053369653e-08       1.455532985547e+16       2.599034868158e-07       3.092063037240e+36       2.671186773519e+27       1.471885117798e+28       7.114983313549e+35       2.371661104516e+35       7.114983313549e+35       2.371661104516e+35       3.394029786245e-08       7.159938532154e+35       5.231053570555e+36       5.231053570555e+36       1.743684517722e+36      -1.549370096870e+43       5.060284735706e-05       2.185313468296e-01 
       1.022440034398e+12       7.230365251039e-22       4.533176252153e-07       2.255462665760e+18       1.413691787642e+04       1.382664743240e-08       1.445415079987e+16       2.617228112218e-07       3.006979428494e+36       2.615868113284e+27       1.441403268478e+28       6.919201905087e+35       2.306400635029e+35       6.919201905087e+35       2.306400635029e+35       3.394029786245e-08       6.962920100971e+35       5.087111836638e+36       5.087111836638e+36       1.695703939869e+36      -1.496262587489e+43       5.067998584495e-05       2.181987268470e-01 
       1.015332705460e+12       7.331944652395e-22       4.564899427351e-07       2.224214673834e+18       1.413691787641e+04       1.392343396443e-08       1.435367507434e+16       2.635548708985e-07       2.924237046427e+36       2.561695068998e+27       1.411552679795e+28       6.728807769962e+35       2.242935923321e+35       6.728807769962e+35       2.242935923321e+35       3.394029786245e-08       6.771322982004e+35       4.947130915298e+36       4.947130915298e+36       1.649043632873e+36      -1.444975435658e+43       5.075712433285e-05       2.178671178676e-01 
       1.008274781986e+12       7.434951142758e-22       4.596859071171e-07       2.193399602840e+18       1.413691787641e+04       1.402089800218e-08       1.425389778981e+16       2.653997549929e-07       2.843771468028e+36       2.508643915649e+27       1.382320278725e+28       6.543652667776e+35       2.181217555925e+35       6.543652667776e+35       2.181217555925e+35       3.394029786245e-08       6.584997998214e+35       4.811001817737e+36       4.811001817737e+36       1.603667267135e+36      -1.395446245274e+43       5.083426282076e-05       2.175365152890e-01 
       1.001265920542e+12       7.539404771304e-22       4.629036993720e-07       2.163011454935e+18       1.413691787641e+04       1.411904428819e-08       1.415481409117e+16       2.672575532760e-07       2.765520042998e+36       2.456691419554e+27       1.353693262976e+28       6.363592437229e+35       2.121197479076e+35       6.363592437229e+35       2.121197479076e+35       3.394029786245e-08       6.403800077433e+35       4.678618554180e+36       4.678618554180e+36       1.559539512729e+36      -1.347614758975e+43       5.091140130868e-05       2.172069145366e-01 
       9.943057800817e+11       7.645325868876e-22       4.661433194997e-07       2.133044315374e+18       1.413691787640e+04       1.421787759820e-08       1.405641915706e+16       2.691283561470e-07       2.689421844971e+36       2.405814828188e+27       1.325659095385e+28       6.188486883873e+35       2.062828961291e+35       6.188486883873e+35       2.062828961291e+35       3.394029786245e-08       6.227588139412e+35       4.549878051350e+36       4.549878051350e+36       1.516626011896e+36      -1.301422784831e+43       5.098853979662e-05       2.168783110637e-01 
       9.873940219282e+11       7.752735051946e-22       4.694065864896e-07       2.103492351355e+18       1.413691787640e+04       1.431740274139e-08       1.395870819966e+16       2.710122546381e-07       2.615417624083e+36       2.355991860214e+27       1.298205498425e+28       6.018199670962e+35       2.006066556987e+35       6.018199670962e+35       2.006066556987e+35       3.394029786245e-08       6.056224985976e+35       4.424680072211e+36       4.424680072211e+36       1.474893352291e+36      -1.256814125549e+43       5.106567828456e-05       2.165507003507e-01 
