# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.1
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -2.021260987368e+00      -1.515946159955e+00      -1.515946159972e+00      -2.021260971087e+00      -1.518865337715e+00      -1.516019292669e+00      -1.516066006378e+00       4.949955553483e-01       4.948722594179e-01       1.181348276434e-07       1.182604321373e-07       1.182604342076e-07       1.181321187261e-07       1.182562985580e-07       1.182589623641e-07       1.182603865483e-07 
       1.329139185993e-05      -2.022005843894e+00      -1.516505488276e+00      -1.516505488376e+00      -2.022005800374e+00      -1.519425688517e+00      -1.516578644440e+00      -1.516625378724e+00       4.949909776925e-01       4.948677336791e-01       1.871035347405e-07       1.874285329131e-07       1.874285403806e-07       1.870964595994e-07       1.874190583842e-07       1.874260816041e-07       1.874284225666e-07 
       1.673287097058e-05      -2.023155015043e+00      -1.517369057232e+00      -1.517369057396e+00      -2.023154903738e+00      -1.520290785803e+00      -1.517442246915e+00      -1.517489015359e+00       4.949913614247e-01       4.948681952493e-01       2.962380176044e-07       2.970545380594e-07       2.970545514732e-07       2.962200722421e-07       2.970326857340e-07       2.970504944190e-07       2.970542654755e-07 
       2.106543647714e-05      -2.024976081888e+00      -1.518739134260e+00      -1.518739134698e+00      -2.024975797513e+00      -1.521663153261e+00      -1.518812367841e+00      -1.518859199287e+00       4.949914981718e-01       4.948684560976e-01       4.687462386714e-07       4.708000218655e-07       4.708000573103e-07       4.687007464809e-07       4.707477850663e-07       4.707929210411e-07       4.707993508885e-07 
       2.651981329161e-05      -2.027845052730e+00      -1.520901680931e+00      -1.520901682088e+00      -2.027844324262e+00      -1.523828957485e+00      -1.520974959097e+00      -1.521021913337e+00       4.949946760812e-01       4.948718314539e-01       7.410145929201e-07       7.461723103662e-07       7.461723966830e-07       7.408991646308e-07       7.460453338689e-07       7.461597101886e-07       7.461706452502e-07 
       3.338646686884e-05      -2.032415637804e+00      -1.524356680728e+00      -1.524356683679e+00      -2.032413814717e+00      -1.527288396143e+00      -1.524429981849e+00      -1.524477177359e+00       4.949905027958e-01       4.948679690415e-01       1.169627551060e-06       1.182595462162e-06       1.182595683735e-06       1.169338653534e-06       1.182283853601e-06       1.182571312966e-06       1.182591312599e-06 
       4.203107155121e-05      -2.039627221496e+00      -1.529833619825e+00      -1.529833627132e+00      -2.039622635220e+00      -1.532770224845e+00      -1.529906806309e+00      -1.529954526710e+00       4.949834785518e-01       4.948614396224e-01       1.841673710075e-06       1.874265283503e-06       1.874265848752e-06       1.840949066626e-06       1.873492063153e-06       1.874216594933e-06       1.874254913033e-06 
       5.291398406075e-05      -2.050968328643e+00      -1.538510844053e+00      -1.538510863930e+00      -2.050956784801e+00      -1.541449853070e+00      -1.538583480669e+00      -1.538632381082e+00       4.949733245974e-01       4.948520675936e-01       2.888715301857e-06       2.970459136099e-06       2.970460575624e-06       2.886901373829e-06       2.968530827528e-06       2.970355124568e-06       2.970433218963e-06 
       6.661475917335e-05      -2.068718945357e+00      -1.552252515737e+00      -1.552252565850e+00      -2.068690069388e+00      -1.555182106119e+00      -1.552323391675e+00      -1.552374998361e+00       4.949607135345e-01       4.948406857388e-01       4.503346729336e-06       4.707761881083e-06       4.707765480020e-06       4.498833842008e-06       4.702948321241e-06       4.707530987494e-06       4.707697185802e-06 
       8.386301312388e-05      -2.096326984148e+00      -1.574027345181e+00      -1.574027470741e+00      -2.096255138316e+00      -1.576909109533e+00      -1.574093218884e+00      -1.574151198112e+00       4.949419021593e-01       4.948237992185e-01       6.951679694430e-06       7.461074540291e-06       7.461083539333e-06       6.940535962466e-06       7.449051712245e-06       7.460541424845e-06       7.460913493592e-06 
