# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.5
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -1.815023678931e+00      -1.361268016996e+00      -1.361268017010e+00      -1.815023667684e+00      -1.366114942117e+00      -1.361402723445e+00      -1.361415759071e+00       5.464954624213e-01       5.463089547811e-01       1.146762163587e-07       1.147642450480e-07       1.147642476038e-07       1.146739684037e-07       1.147598194738e-07       1.147628733844e-07       1.147642017436e-07 
       1.329139185993e-05      -1.815631152435e+00      -1.361724050349e+00      -1.361724050436e+00      -1.815631122103e+00      -1.366572552156e+00      -1.361858798845e+00      -1.361871841756e+00       5.464905313282e-01       5.463040845753e-01       1.816584129624e-07       1.818875546930e-07       1.818875641820e-07       1.816525044581e-07       1.818771239875e-07       1.818852255835e-07       1.818874496996e-07 
       1.673287097058e-05      -1.816559461384e+00      -1.362421337992e+00      -1.362421338133e+00      -1.816559383562e+00      -1.367272205998e+00      -1.362556148026e+00      -1.362569204569e+00       5.464912105045e-01       5.463048546229e-01       2.876963939438e-07       2.882727137025e-07       2.882727302457e-07       2.876813752097e-07       2.882481482312e-07       2.882687303749e-07       2.882724515380e-07 
       2.106543647714e-05      -1.818033032485e+00      -1.363529194857e+00      -1.363529195235e+00      -1.818032833076e+00      -1.368383705428e+00      -1.363664094186e+00      -1.363677180458e+00       5.464913762513e-01       5.463051654893e-01       4.554305232852e-07       4.568817286277e-07       4.568817725727e-07       4.553923684858e-07       4.568223636766e-07       4.568746196740e-07       4.568810829152e-07 
       2.651981329161e-05      -1.820350474934e+00      -1.365274082922e+00      -1.365274083932e+00      -1.820349962317e+00      -1.370134015183e+00      -1.365409099420e+00      -1.365422254810e+00       5.464952871713e-01       5.463093083417e-01       7.204637107685e-07       7.241129810176e-07       7.241130876937e-07       7.203666432411e-07       7.239672561124e-07       7.240999340105e-07       7.241113743116e-07 
       3.338646686884e-05      -1.824058114773e+00      -1.368071779173e+00      -1.368071781746e+00      -1.824056832041e+00      -1.372939748324e+00      -1.368206940299e+00      -1.368220247042e+00       5.464907348898e-01       5.463051189138e-01       1.138456643977e-06       1.147634520017e-06       1.147634794425e-06       1.138213605345e-06       1.147275363090e-06       1.147608761984e-06       1.147630515537e-06 
       4.203107155121e-05      -1.829914035962e+00      -1.372506593490e+00      -1.372506599832e+00      -1.829910806058e+00      -1.377385427371e+00      -1.372641843277e+00      -1.372655523071e+00       5.464832399047e-01       5.462982032322e-01       1.795771352786e-06       1.818857575301e-06       1.818858276436e-06       1.795160825687e-06       1.817963136359e-06       1.818803820276e-06       1.818847558651e-06 
       5.291398406075e-05      -1.839138050796e+00      -1.379532398970e+00      -1.379532416386e+00      -1.839129906046e+00      -1.384423784326e+00      -1.379667448576e+00      -1.379682043012e+00       5.464722750815e-01       5.462881551189e-01       2.824684134370e-06       2.882647106726e-06       2.882648894732e-06       2.823152363897e-06       2.880411892437e-06       2.882529551716e-06       2.882622052945e-06 
       6.661475917335e-05      -1.853608670854e+00      -1.390655242326e+00      -1.390655286289e+00      -1.853588264053e+00      -1.395554966641e+00      -1.390789150785e+00      -1.390805972186e+00       5.464589042619e-01       5.462762269569e-01       4.423471715085e-06       4.568595266251e-06       4.568599736002e-06       4.419649478542e-06       4.563008230462e-06       4.568328884331e-06       4.568532643955e-06 
       8.386301312388e-05      -1.876210076120e+00      -1.408279842340e+00      -1.408279952521e+00      -1.876159189992e+00      -1.413164122617e+00      -1.408409899823e+00      -1.408432181994e+00       5.464388395614e-01       5.462584247693e-01       6.878284530242e-06       7.240526814222e-06       7.240537993478e-06       6.868804244201e-06       7.226562515194e-06       7.239902671947e-06       7.240370666625e-06 
       1.055772783313e-04      -1.911215034542e+00      -1.436212157553e+00      -1.436212433723e+00      -1.911088637253e+00      -1.440999882577e+00      -1.436330918618e+00      -1.436366773184e+00       5.464066916392e-01       5.462298198435e-01       1.057387948753e-05       1.147491832699e-05       1.147494631069e-05       1.055053379819e-05       1.144000149187e-05       1.147342372660e-05       1.147453019088e-05 
       1.329139185993e-04      -1.964680195121e+00      -1.480473172707e+00      -1.480473864459e+00      -1.964368279426e+00      -1.484927922230e+00      -1.480561008160e+00      -1.480630717444e+00       5.463572445906e-01       5.461858759895e-01       1.595704474455e-05       1.818520122911e-05       1.818527105777e-05       1.590023351644e-05       1.809796518225e-05       1.818156361537e-05       1.818424165443e-05 
       1.673287097058e-04      -2.044533566001e+00      -1.550602550615e+00      -1.550604273236e+00      -2.043772165627e+00      -1.554083097575e+00      -1.550608916519e+00      -1.550763085457e+00       5.462821317057e-01       5.461192071442e-01       2.335915460666e-05       2.881844004355e-05       2.881861356397e-05       2.322356405557e-05       2.860095288180e-05       2.880949540321e-05       2.881608871951e-05 
       2.106543647714e-04      -2.159498501450e+00      -1.661729986674e+00      -1.661734270499e+00      -2.157670218765e+00      -1.662560203659e+00      -1.661525479640e+00      -1.661891319253e+00       5.461606600274e-01       5.460104591090e-01       3.248011421324e-05       4.566592370677e-05       4.566635244229e-05       3.216647951304e-05       4.512547988663e-05       4.564377097322e-05       4.566024181507e-05 
       2.651981329161e-04      -2.314986049110e+00      -1.837771481635e+00      -1.837782069168e+00      -2.310712632152e+00      -1.831692709084e+00      -1.837028817989e+00      -1.837924939915e+00       5.459744759164e-01       5.458428579264e-01       4.122671755809e-05       7.235549485892e-05       7.235654439609e-05       4.053867442387e-05       7.102027075095e-05       7.230042575560e-05       7.234206766359e-05 
       3.338646686884e-04      -2.503179669208e+00      -2.116600050861e+00      -2.116625976294e+00      -2.493614783341e+00      -2.093030191322e+00      -2.114495459661e+00      -2.116720850312e+00       5.456836616910e-01       5.455778608804e-01       4.372024368011e-05       1.146250598305e-04       1.146275913251e-04       4.234484730814e-05       1.113560510613e-04       1.144878865834e-04       1.145944167126e-04 
       4.203107155121e-04      -2.685627007948e+00      -2.558046139154e+00      -2.558108692597e+00      -2.665683567489e+00      -2.491324232861e+00      -2.552519807117e+00      -2.558074036195e+00       5.452435033793e-01       5.451706813435e-01       2.879896340801e-05       1.815441214085e-04       1.815500927932e-04       2.650259870065e-05       1.736533230324e-04       1.812024820531e-04       1.814778712110e-04 
       5.291398406075e-04      -2.779673585889e+00      -3.256571882999e+00      -3.256719586974e+00      -2.742730346337e+00      -3.086372021544e+00      -3.242507696366e+00      -3.256379241011e+00       5.445875538606e-01       5.445511331032e-01      -1.486176117845e-05       2.874248606646e-04       2.874384838142e-04      -1.728860682493e-05       2.687835699898e-04       2.865756056822e-04       2.872928142407e-04 
       6.661475917335e-04      -2.695260211373e+00      -4.361001109258e+00      -4.361338599169e+00      -2.639562558295e+00      -3.951547252667e+00      -4.325809522184e+00      -4.360354926387e+00       5.436339995837e-01       5.436279789491e-01      -7.530653203531e-05       4.548106281551e-04       4.548402532052e-04      -7.385882174536e-05       4.121425636911e-04       4.527084717200e-04       4.545755302452e-04 
       8.386301312388e-04      -2.483300856135e+00      -6.105228851542e+00      -6.105963691230e+00      -2.426668901267e+00      -5.169408925237e+00      -6.018346677763e+00      -6.103760173475e+00       5.422767624572e-01       5.422832505599e-01      -9.005292669411e-05       7.191145715061e-04       7.191749845766e-04      -7.714973450681e-05       6.256190369937e-04       7.139495636203e-04       7.187435114807e-04 
       1.055772783313e-03      -2.419382438148e+00      -8.855642812866e+00      -8.857139884281e+00      -2.399250210401e+00      -6.836012796723e+00      -8.644375117926e+00      -8.852754099582e+00       5.403717235776e-01       5.403726759141e-01      -3.364427461384e-05       1.135787473628e-03       1.135901558579e-03      -1.142330778785e-05       9.415162221943e-04       1.123246500901e-03       1.135216408324e-03 
       1.329139185993e-03      -2.477024372223e+00      -1.318368614103e+01      -1.318648791748e+01      -2.488448866892e+00      -9.100119762426e+00      -1.268032634882e+01      -1.317810697427e+01       5.377069163535e-01       5.377039944757e-01      -7.868147680330e-05       1.791283616749e-03       1.791482595737e-03      -7.531725002419e-05       1.406973661370e-03       1.761361286690e-03       1.790296830728e-03 
       1.673287097058e-03      -2.309585258836e+00      -1.997511488571e+01      -1.997989173594e+01      -2.293003728186e+00      -1.221450492006e+01      -1.880938303007e+01      -1.996411942534e+01       5.340045539072e-01       5.340040432192e-01      -8.131456903294e-05       2.819569389648e-03       2.819891181965e-03      -9.405534189654e-05       2.075977142752e-03       2.749831182181e-03       2.817864748779e-03 
       2.106543647714e-03      -2.375601111526e+00      -3.059262818433e+01      -3.060025090933e+01      -2.349816887730e+00      -1.642272351741e+01      -2.799266437696e+01      -3.057114889137e+01       5.289542897670e-01       5.289520370437e-01      -1.158521423262e-04       4.426659686823e-03       4.427150951423e-03      -1.030362651602e-04       2.985794077566e-03       4.268541040390e-03       4.423618963243e-03 
       2.651981329161e-03      -2.229079137740e+00      -4.711182810012e+01      -4.712418059715e+01      -2.232159144808e+00      -2.174193026609e+01      -4.156740554073e+01      -4.707075408964e+01       5.221802244979e-01       5.221788656091e-01      -3.956070454416e-05       6.926319703467e-03       6.927070678822e-03      -4.378976962807e-05       4.182634594064e-03       6.577172758286e-03       6.920905411292e-03 
       3.338646686884e-03      -2.175982388091e+00      -7.265606454531e+01      -7.267788797571e+01      -2.147589524989e+00      -2.817395891090e+01      -6.134524627759e+01      -7.258086169700e+01       5.132663745911e-01       5.132652375920e-01      -7.424223969910e-05       1.079070425797e-02       1.079189918664e-02      -6.332507913757e-05       5.722627829010e-03       1.003473307189e-02       1.078097589158e-02 
       4.203107155121e-03      -2.104198116274e+00      -1.118606864347e+02      -1.119003999111e+02      -2.051833899232e+00      -3.529226948647e+01      -8.956005289558e+01      -1.117261541806e+02       5.017734842183e-01       5.017729222881e-01      -5.578684394697e-05       1.672033862316e-02       1.672221860933e-02      -8.463204222407e-05       7.157836500007e-03       1.511423476299e-02       1.670256940108e-02 
       5.291398406075e-03      -2.043874260923e+00      -1.714718885225e+02      -1.715464724810e+02      -1.977037731654e+00      -3.923227244816e+01      -1.287729255286e+02      -1.712353714449e+02       4.872397987350e-01       4.872396766469e-01      -1.338821557074e-04       2.573465002157e-02       2.573757288298e-02      -1.862093001384e-04       8.359844015183e-03       2.256250718753e-02       2.570295343646e-02 
       6.661475917335e-03      -1.884620825013e+00      -2.610573477165e+02      -2.612054360662e+02      -1.876772192241e+00      -4.138240169550e+01      -1.818877980425e+02      -2.606611636797e+02       4.692048599419e-01       4.692048144032e-01      -1.331756428298e-04       3.928011869701e-02       3.928469878741e-02      -1.310378391648e-04       1.135353401711e-02       3.318361201742e-02       3.922627362166e-02 
       8.386301312388e-03      -1.796355406480e+00      -3.937254198248e+02      -3.940315778966e+02      -1.788826396642e+00      -4.976324193098e+01      -2.503990444042e+02      -3.930998073591e+02       4.472065836950e-01       4.472065584039e-01      -1.269530295890e-04       5.934085795693e-02       5.934803202479e-02      -1.249471494275e-04       1.324909259213e-02       4.758391425746e-02       5.924770246936e-02 
