# Matter power spectrum P(k) at redshift z=1
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.055772783313e-05       1.699462894616e+01 
       1.329139185993e-05       2.275833633737e+01 
       1.673287097058e-05       2.793055771104e+01 
       2.106543647714e-05       3.462301179699e+01 
       2.651981329161e-05       4.260940263727e+01 
       3.338646686884e-05       5.366244304400e+01 
       4.203107155121e-05       6.737912969115e+01 
       5.291398406075e-05       8.434375019670e+01 
       6.661475917335e-05       1.052590213856e+02 
       8.386301312388e-05       1.312830540170e+02 
       1.055772783313e-04       1.637588874646e+02 
       1.329139185993e-04       2.042219564469e+02 
       1.673287097058e-04       2.546244214584e+02 
       2.106543647714e-04       3.175107161538e+02 
       2.651981329161e-04       3.958175607264e+02 
       3.338646686884e-04       4.933321998818e+02 
       4.203107155121e-04       6.145640359116e+02 
       5.291398406075e-04       7.650387690389e+02 
       6.661475917335e-04       9.513352575377e+02 
       8.386301312388e-04       1.181169489337e+03 
       1.055772783313e-03       1.463350566277e+03 
       1.329139185993e-03       1.807604319545e+03 
       1.673287097058e-03       2.224021645494e+03 
       2.106543647714e-03       2.722123911055e+03 
       2.651981329161e-03       3.309226212823e+03 
       3.338646686884e-03       3.988182448324e+03 
       4.203107155121e-03       4.754444381701e+03 
       5.291398406075e-03       5.591747069307e+03 
       6.661475917335e-03       6.467362598518e+03 
       8.386301312388e-03       7.326961060117e+03 
       1.055772783313e-02       8.087682997034e+03 
       1.329139185993e-02       8.637569289712e+03 
       1.673287097055e-02       8.841425595543e+03 
       2.106543630464e-02       8.566666494563e+03 
       2.651968288901e-02       7.755565317818e+03 
       3.336851896947e-02       6.533232233453e+03 
       4.143681699672e-02       5.316515613290e+03 
       4.823404509118e-02       4.619766955003e+03 
       5.316451176930e-02       4.275593647007e+03 
       5.723119236715e-02       4.059890709322e+03 
       6.086253476325e-02       3.896633734539e+03 
       6.424957644542e-02       3.754076031662e+03 
       6.749344715603e-02       3.616275269805e+03 
       7.065479183495e-02       3.474734083264e+03 
       7.377344927649e-02       3.325383565442e+03 
       7.687749830552e-02       3.167189243766e+03 
       7.998788894043e-02       3.001408293320e+03 
       8.312101603522e-02       2.830978820598e+03 
       8.629024436624e-02       2.659976157467e+03 
       8.950686006107e-02       2.493054455309e+03 
       9.278068955300e-02       2.334885192166e+03 
       9.612051638708e-02       2.189627530318e+03 
       9.953437002553e-02       2.060482173499e+03 
       1.030297307152e-01       1.949352859769e+03 
       1.066136776005e-01       1.856624216697e+03 
       1.102929974112e-01       1.781102536908e+03 
       1.140742651042e-01       1.720037390684e+03 
       1.179639041415e-01       1.669317830249e+03 
       1.219682317317e-01       1.623842268451e+03 
       1.260934928360e-01       1.578124368484e+03 
       1.303458857367e-01       1.527148131370e+03 
       1.347315812958e-01       1.467343059642e+03 
       1.392567375885e-01       1.397454945569e+03 
       1.439275113025e-01       1.318945708877e+03 
       1.487500670968e-01       1.235745625233e+03 
       1.537305859894e-01       1.153330368689e+03 
       1.588752737623e-01       1.077372122813e+03 
       1.641903703228e-01       1.012317666751e+03 
       1.696821609277e-01       9.602703453279e+02 
       1.753569901571e-01       9.204364938358e+02 
       1.812212795127e-01       8.892943000995e+02 
       1.872815495043e-01       8.617276210676e+02 
       1.935444470862e-01       8.320578551302e+02 
       2.000167793067e-01       7.960308692899e+02 
       2.067055540477e-01       7.531066608582e+02 
       2.136180287652e-01       7.063459824399e+02 
       2.207617681994e-01       6.607406209240e+02 
       2.281447121219e-01       6.208139636959e+02 
       2.357752543364e-01       5.888166600677e+02 
