# Matter power spectrum P(k) at redshift z=0.1
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.055772783313e-05       4.175687853082e+01 
       1.329139185993e-05       5.493709288193e+01 
       1.673287097058e-05       6.816095291419e+01 
       2.106543647714e-05       8.487586824266e+01 
       2.651981329161e-05       1.051624814592e+02 
       3.338646686884e-05       1.321010415444e+02 
       4.203107155121e-05       1.655749611981e+02 
       5.291398406075e-05       2.070649624668e+02 
       6.661475917335e-05       2.584238375960e+02 
       8.386301312388e-05       3.223637736613e+02 
       1.055772783313e-04       4.021265202573e+02 
       1.329139185993e-04       5.015272557558e+02 
       1.673287097058e-04       6.253767291991e+02 
       2.106543647714e-04       7.798287330726e+02 
       2.651981329161e-04       9.721726862320e+02 
       3.338646686884e-04       1.211638723309e+03 
       4.203107155121e-04       1.509334037391e+03 
       5.291398406075e-04       1.878808292400e+03 
       6.661475917335e-04       2.336236415073e+03 
       8.386301312388e-04       2.900626242871e+03 
       1.055772783313e-03       3.593753854341e+03 
       1.329139185993e-03       4.439658820548e+03 
       1.673287097058e-03       5.463216035093e+03 
       2.106543647714e-03       6.687954020361e+03 
       2.651981329161e-03       8.132050133645e+03 
       3.338646686884e-03       9.802570627355e+03 
       4.203107155121e-03       1.168829386592e+04 
       5.291398406075e-03       1.374930321461e+04 
       6.661475917335e-03       1.590434001075e+04 
       8.386301312388e-03       1.801753035923e+04 
       1.055772783313e-02       1.988451437801e+04 
       1.329139185993e-02       2.122670064821e+04 
       1.673287097055e-02       2.171007393732e+04 
       2.106543630464e-02       2.101260018435e+04 
       2.651968288901e-02       1.899924228798e+04 
       3.336851896947e-02       1.599010972148e+04 
       4.143681699672e-02       1.301414630599e+04 
       4.823404509118e-02       1.132058253372e+04 
       5.316451176930e-02       1.048926983812e+04 
       5.723119236715e-02       9.971280991584e+03 
       6.086253476325e-02       9.581045519238e+03 
       6.424957644542e-02       9.241177798263e+03 
       6.749344715603e-02       8.912852271946e+03 
       7.065479183495e-02       8.575379902567e+03 
       7.377344927649e-02       8.218853266241e+03 
       7.687749830552e-02       7.840753784622e+03 
       7.998788894043e-02       7.444134408666e+03 
       8.312101603522e-02       7.036147375795e+03 
       8.629024436624e-02       6.626695555981e+03 
       8.950686006107e-02       6.227098603096e+03 
       9.278068955300e-02       5.848709509378e+03 
       9.612051638708e-02       5.501630930320e+03 
       9.953437002553e-02       5.193628090527e+03 
       1.030297307152e-01       4.929303565294e+03 
       1.066136776005e-01       4.709557757148e+03 
       1.102929974112e-01       4.531446691711e+03 
       1.140742651042e-01       4.388235279189e+03 
       1.179639041415e-01       4.269879286720e+03 
       1.219682317317e-01       4.163926304079e+03 
       1.260934928360e-01       4.056993432531e+03 
       1.303458857367e-01       3.936850582889e+03 
       1.347315812958e-01       3.794793414977e+03 
       1.392567375885e-01       3.627761422684e+03 
       1.439275113025e-01       3.439307172426e+03 
       1.487500670968e-01       3.238987838772e+03 
       1.537305859894e-01       3.040114383553e+03 
       1.588752737623e-01       2.856466351246e+03 
       1.641903703228e-01       2.698835237633e+03 
       1.696821609277e-01       2.572314865432e+03 
       1.753569901571e-01       2.474969954372e+03 
       1.812212795127e-01       2.398262067181e+03 
       1.872815495043e-01       2.329813483994e+03 
       1.935444470862e-01       2.255912469360e+03 
       2.000167793067e-01       2.166327973034e+03 
       2.067055540477e-01       2.059844817559e+03 
       2.136180287652e-01       1.943962672388e+03 
       2.207617681994e-01       1.830826997427e+03 
       2.281447121219e-01       1.731411978206e+03 
       2.357752543364e-01       1.651171200252e+03 
       2.436623343696e-01       1.588164127554e+03 
       2.518155435963e-01       1.533991761607e+03 
       2.602452479655e-01       1.478243777393e+03 
       2.689627300654e-01       1.414706299409e+03 
       2.779803540253e-01       1.344345231889e+03 
       2.873117577581e-01       1.274987177614e+03 
       2.969720783784e-01       1.214031025287e+03 
       3.069782183933e-01       1.164004602397e+03 
       3.173491626118e-01       1.120719937149e+03 
       3.281063588685e-01       1.077615735613e+03 
       3.392741799351e-01       1.031278880335e+03 
       3.508804898550e-01       9.840748888968e+02 
       3.629573460968e-01       9.407031089018e+02 
       3.755418804277e-01       9.030562261236e+02 
       3.886774179035e-01       8.684292478865e+02 
       4.024149174211e-01       8.335099839996e+02 
       4.168148529936e-01       7.983192776597e+02 
       4.319497090464e-01       7.651392891439e+02 
       4.479073469010e-01       7.347074216208e+02 
       4.647956327992e-01       7.055196127634e+02 
       4.827489350835e-01       6.763570087030e+02 
       5.019374634823e-01       6.481490113557e+02 
       5.225810589461e-01       6.213843616628e+02 
       5.449701910559e-01       5.948681863498e+02 
       5.694990879330e-01       5.686239853970e+02 
       5.967202222480e-01       5.427691836367e+02 
       6.274383917711e-01       5.166024489682e+02 
       6.628827694619e-01       4.899357519318e+02 
       7.050434828574e-01       4.620361794892e+02 
       7.573826324241e-01       4.320156956056e+02 
       8.264573875107e-01       3.982601094955e+02 
       9.257548230965e-01       3.580806191900e+02 
       1.082796239762e+00       3.077465137945e+02 
       1.332734404789e+00       2.477965217224e+02 
       1.675045845447e+00       1.894599437486e+02 
       2.108705412281e+00       1.394220827400e+02 
       2.654702635419e+00       9.905822890557e+01 
       3.342072608385e+00       6.826054523847e+01 
       4.207420134757e+00       4.583810479582e+01 
       5.296828125740e+00       3.012462781534e+01 
       6.668311529400e+00       1.943985873009e+01 
       8.394906838122e+00       1.234266249705e+01 
       1.056856154816e+01       7.723569489459e+00 
       1.330503069908e+01       4.769370809395e+00 
       1.675004125178e+01       2.909372321266e+00 
       2.108705258046e+01       1.754937258199e+00 
       2.654702635339e+01       1.047712141685e+00 
       3.342072608385e+01       6.195736092085e-01 
       4.207420134757e+01       3.632208667522e-01 
       5.296828125740e+01       2.112480614482e-01 
       6.668311529400e+01       1.219736815703e-01 
       8.394906838122e+01       6.996823857916e-02 
       1.056856154816e+02       3.989838904873e-02 
       1.330503069908e+02       2.262721673401e-02 
       1.675004125178e+02       1.276633861106e-02 
       2.108705258046e+02       7.167908622756e-03 
