# Matter power spectrum P(k) at redshift z=1.5
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.055772783313e-05       1.129092856107e+01 
       1.329139185993e-05       1.534395878296e+01 
       1.673287097058e-05       1.870903822642e+01 
       2.106543647714e-05       2.311652793514e+01 
       2.651981329161e-05       2.832805899050e+01 
       3.338646686884e-05       3.572881768359e+01 
       4.203107155121e-05       4.490450949669e+01 
       5.291398406075e-05       5.624469085162e+01 
       6.661475917335e-05       7.018139945514e+01 
       8.386301312388e-05       8.752156323280e+01 
       1.055772783313e-04       1.091669193632e+02 
       1.329139185993e-04       1.361322088984e+02 
       1.673287097058e-04       1.697164723187e+02 
       2.106543647714e-04       2.116319708947e+02 
       2.651981329161e-04       2.638235504299e+02 
       3.338646686884e-04       3.288285892347e+02 
       4.203107155121e-04       4.096497595371e+02 
       5.291398406075e-04       5.099789025754e+02 
       6.661475917335e-04       6.342088172013e+02 
       8.386301312388e-04       7.874913297556e+02 
       1.055772783313e-03       9.756978096944e+02 
       1.329139185993e-03       1.205302818183e+03 
       1.673287097058e-03       1.483034927419e+03 
       2.106543647714e-03       1.815265358323e+03 
       2.651981329161e-03       2.206882434714e+03 
       3.338646686884e-03       2.659812083427e+03 
       4.203107155121e-03       3.171061110584e+03 
       5.291398406075e-03       3.729885278090e+03 
       6.661475917335e-03       4.314361840890e+03 
       8.386301312388e-03       4.888451601874e+03 
       1.055772783313e-02       5.397097427765e+03 
       1.329139185993e-02       5.765649068258e+03 
       1.673287097055e-02       5.903963129439e+03 
       2.106543630464e-02       5.723150997843e+03 
       2.651968288901e-02       5.183974656613e+03 
       3.336851896947e-02       4.368979112503e+03 
       4.143681699672e-02       3.556109825104e+03 
       4.823404509118e-02       3.089860029688e+03 
       5.316451176930e-02       2.859203242051e+03 
       5.723119236715e-02       2.714443123993e+03 
       6.086253476325e-02       2.604747392491e+03 
       6.424957644542e-02       2.508879490786e+03 
       6.749344715603e-02       2.416172191085e+03 
       7.065479183495e-02       2.320939496402e+03 
       7.377344927649e-02       2.220459853721e+03 
       7.687749830552e-02       2.114043572399e+03 
       7.998788894043e-02       2.002535504856e+03 
       8.312101603522e-02       1.887906063714e+03 
       8.629024436624e-02       1.772887200473e+03 
       8.950686006107e-02       1.660598171343e+03 
       9.278068955300e-02       1.554169028337e+03 
       9.612051638708e-02       1.456385800794e+03 
       9.953437002553e-02       1.369391760845e+03 
       1.030297307152e-01       1.294460993700e+03 
       1.066136776005e-01       1.231849986527e+03 
       1.102929974112e-01       1.180758445356e+03 
       1.140742651042e-01       1.139344281397e+03 
       1.179639041415e-01       1.104855462652e+03 
       1.219682317317e-01       1.073877962222e+03 
       1.260934928360e-01       1.042741512079e+03 
       1.303458857367e-01       1.008091943986e+03 
       1.347315812958e-01       9.675437194650e+02 
       1.392567375885e-01       9.202622888918e+02 
       1.439275113025e-01       8.672310382354e+02 
       1.487500670968e-01       8.110844664592e+02 
       1.537305859894e-01       7.554894965214e+02 
       1.588752737623e-01       7.042421079336e+02 
       1.641903703228e-01       6.603162420951e+02 
       1.696821609277e-01       6.251174363030e+02 
       1.753569901571e-01       5.981145105345e+02 
       1.812212795127e-01       5.769540519618e+02 
       1.872815495043e-01       5.582187955393e+02 
       1.935444470862e-01       5.381171825512e+02 
       2.000167793067e-01       5.138106501723e+02 
       2.067055540477e-01       4.849418236580e+02 
       2.136180287652e-01       4.535576702359e+02 
       2.207617681994e-01       4.229927949142e+02 
       2.281447121219e-01       3.962663041585e+02 
       2.357752543364e-01       3.748778772470e+02 
       2.436623343696e-01       3.582836964034e+02 
       2.518155435963e-01       3.441489890408e+02 
       2.602452479655e-01       3.295759093176e+02 
       2.689627300654e-01       3.127925802074e+02 
       2.779803540253e-01       2.941287776188e+02 
       2.873117577581e-01       2.756411951217e+02 
       2.969720783784e-01       2.595241391727e+02 
       3.069782183933e-01       2.464042955184e+02 
       3.173491626118e-01       2.351058904316e+02 
       3.281063588685e-01       2.238106610635e+02 
       3.392741799351e-01       2.115689636804e+02 
       3.508804898550e-01       1.990402835095e+02 
       3.629573460968e-01       1.875439516894e+02 
       3.755418804277e-01       1.776201356389e+02 
       3.886774179035e-01       1.685185024551e+02 
       4.024149174211e-01       1.593146757901e+02 
       4.168148529936e-01       1.500198002517e+02 
       4.319497090464e-01       1.412844189541e+02 
       4.479073469010e-01       1.333268001695e+02 
       4.647956327992e-01       1.257336385426e+02 
