# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.25
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -1.924997458687e+00      -1.443748441473e+00      -1.443748441489e+00      -1.924997444544e+00      -1.447332944588e+00      -1.443842913155e+00      -1.443878475158e+00       5.190373243411e-01       5.188901390902e-01       1.176992982494e-07       1.178088036240e-07       1.178088058940e-07       1.176967730577e-07       1.178045523724e-07       1.178073907662e-07       1.178087586899e-07 
       1.329139185993e-05      -1.925686164863e+00      -1.444265542584e+00      -1.444265542679e+00      -1.925686126934e+00      -1.447851277943e+00      -1.444360044828e+00      -1.444395622661e+00       5.190327050687e-01       5.188855758867e-01       1.864288522399e-07       1.867128157944e-07       1.867128240661e-07       1.864222415400e-07       1.867028990917e-07       1.867103994396e-07       1.867127066561e-07 
       1.673287097058e-05      -1.926745646870e+00      -1.445061562673e+00      -1.445061562828e+00      -1.926745549754e+00      -1.448649146729e+00      -1.445156109116e+00      -1.445191713883e+00       5.190332302027e-01       5.188861849128e-01       2.952065636434e-07       2.959202323477e-07       2.959202470572e-07       2.951897830747e-07       2.958971502146e-07       2.959161806171e-07       2.959199616679e-07 
       2.106543647714e-05      -1.928425980757e+00      -1.446325379968e+00      -1.446325380383e+00      -1.928425732364e+00      -1.449915771570e+00      -1.446419987605e+00      -1.446455643664e+00       5.190333250879e-01       5.188864136340e-01       4.672064619470e-07       4.690022196587e-07       4.690022585838e-07       4.671638889037e-07       4.689468428798e-07       4.689951048340e-07       4.690015534112e-07 
       2.651981329161e-05      -1.931071192164e+00      -1.448318325427e+00      -1.448318326529e+00      -1.931070555039e+00      -1.451912802869e+00      -1.448413005399e+00      -1.448448765214e+00       5.190368327032e-01       5.188901345183e-01       7.388112312439e-07       7.433229751579e-07       7.433230698517e-07       7.387031036618e-07       7.431877530154e-07       7.433101344644e-07       7.433213198943e-07 
       3.338646686884e-05      -1.935292121033e+00      -1.451506600193e+00      -1.451506603002e+00      -1.935290526584e+00      -1.455106890778e+00      -1.451601349549e+00      -1.451637318673e+00       5.190324929262e-01       5.188861298145e-01       1.166734501225e-06       1.178079795922e-06       1.178080039168e-06       1.166463824984e-06       1.177747322507e-06       1.178054884285e-06       1.178075670436e-06 
       4.203107155121e-05      -1.941954894526e+00      -1.456560665499e+00      -1.456560672443e+00      -1.941950881919e+00      -1.460168128458e+00      -1.456655377501e+00      -1.456691817568e+00       5.190252553728e-01       5.188794261901e-01       1.838585716228e-06       1.867108962428e-06       1.867109583229e-06       1.837906360735e-06       1.866282636750e-06       1.867057954008e-06       1.867098647999e-06 
       5.291398406075e-05      -1.952440368471e+00      -1.464567939631e+00      -1.464567958582e+00      -1.952430261310e+00      -1.468181685856e+00      -1.464662234868e+00      -1.464699759828e+00       5.190146827106e-01       5.188696977090e-01       2.887548473089e-06       2.959117978410e-06       2.959119560329e-06       2.885846312039e-06       2.957055599037e-06       2.959008070800e-06       2.959092193039e-06 
       6.661475917335e-05      -1.968868100822e+00      -1.477246985741e+00      -1.477247033539e+00      -1.968842801421e+00      -1.480858106754e+00      -1.477339756176e+00      -1.477379814063e+00       5.190016930042e-01       5.188580356922e-01       4.510727034588e-06       4.689789133415e-06       4.689793088372e-06       4.506486914050e-06       4.684638055525e-06       4.689543045749e-06       4.689724732538e-06 
       8.386301312388e-05      -1.994464532519e+00      -1.497337857654e+00      -1.497337977425e+00      -1.994401526717e+00      -1.500913550285e+00      -1.497426063881e+00      -1.497472161525e+00       5.189822436249e-01       5.188406667711e-01       6.986067226408e-06       7.432594482448e-06       7.432604372736e-06       6.975577256190e-06       7.419725006863e-06       7.432022884563e-06       7.432434056104e-06 
