# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -2.102409184203e+00      -1.576807365066e+00      -1.576807365084e+00      -2.102409166307e+00      -1.579318024252e+00      -1.576867282147e+00      -1.576920494471e+00       4.747256574137e-01       4.746182974882e-01       1.174679629092e-07       1.176058348140e-07       1.176058367384e-07       1.174651250067e-07       1.176017837125e-07       1.176043085560e-07       1.176057890365e-07 
       1.329139185993e-05      -2.103193979194e+00      -1.577396738388e+00      -1.577396738491e+00      -2.103193931461e+00      -1.579908279434e+00      -1.577456674072e+00      -1.577509909878e+00       4.747211073975e-01       4.746137959621e-01       1.860347584412e-07       1.863910170743e-07       1.863910239720e-07       1.860273576256e-07       1.863818724973e-07       1.863885190626e-07       1.863909066612e-07 
       1.673287097058e-05      -2.104406946327e+00      -1.578308379093e+00      -1.578308379262e+00      -2.104406824338e+00      -1.580821232480e+00      -1.578368341120e+00      -1.578421615380e+00       4.747213840051e-01       4.746141453761e-01       2.945152653818e-07       2.954101642436e-07       2.954101767122e-07       2.944965034768e-07       2.953892407566e-07       2.954060886010e-07       2.954098923308e-07 
       2.106543647714e-05      -2.106327829146e+00      -1.579753883793e+00      -1.579753884246e+00      -2.106327517696e+00      -1.582268679153e+00      -1.579813878110e+00      -1.579867222336e+00       4.747216046004e-01       4.746144820015e-01       4.659435429339e-07       4.681939451879e-07       4.681939781008e-07       4.658960052796e-07       4.681440708399e-07       4.681867558743e-07       4.681932759050e-07 
       2.651981329161e-05      -2.109356020811e+00      -1.582037265031e+00      -1.582037266225e+00      -2.109355223668e+00      -1.584554759523e+00      -1.582097285182e+00      -1.582150763711e+00       4.747244861112e-01       4.746175479459e-01       7.363918027165e-07       7.420418183049e-07       7.420418985087e-07       7.362712621436e-07       7.419211777100e-07       7.420292975901e-07       7.420401594604e-07 
       3.338646686884e-05      -2.114174639254e+00      -1.585681860248e+00      -1.585681863293e+00      -2.114172644298e+00      -1.588202868944e+00      -1.585741872224e+00      -1.585795611243e+00       4.747204793894e-01       4.746138319624e-01       1.161844886469e-06       1.176049041663e-06       1.176049247446e-06       1.161543241619e-06       1.175753515559e-06       1.176025260913e-06       1.176044908669e-06 
       4.203107155121e-05      -2.121775150179e+00      -1.591459464152e+00      -1.591459471697e+00      -2.121770132899e+00      -1.593983826959e+00      -1.591519309660e+00      -1.591573606300e+00       4.747136582707e-01       4.746074732941e-01       1.828199662613e-06       1.863889722027e-06       1.863890246814e-06       1.827443384697e-06       1.863157530715e-06       1.863842389921e-06       1.863879396954e-06 
       5.291398406075e-05      -2.133721563966e+00      -1.600613130577e+00      -1.600613151060e+00      -2.133708941611e+00      -1.603137288967e+00      -1.600672336948e+00      -1.600727872050e+00       4.747038484977e-01       4.745983940086e-01       2.864525882323e-06       2.954014741736e-06       2.954016077827e-06       2.862634069399e-06       2.952190354526e-06       2.953914594846e-06       2.953988946703e-06 
       6.661475917335e-05      -2.152404886236e+00      -1.615110379487e+00      -1.615110431115e+00      -2.152373328285e+00      -1.617620552437e+00      -1.615167667429e+00      -1.615226016419e+00       4.746916202691e-01       4.745873137242e-01       4.457998082180e-06       4.681698852463e-06       4.681702192828e-06       4.453295844213e-06       4.677147209841e-06       4.681478353456e-06       4.681634490007e-06 
       8.386301312388e-05      -2.181423858825e+00      -1.638082709169e+00      -1.638082838517e+00      -2.181345395079e+00      -1.640536726515e+00      -1.638134702387e+00      -1.638199633572e+00       4.746734001083e-01       4.745708902273e-01       6.862603441276e-06       7.419765923421e-06       7.419774275280e-06       6.851008756739e-06       7.408400757538e-06       7.419259852450e-06       7.419605794035e-06 
