# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -1.632022855445e+00      -1.224017207130e+00      -1.224017207134e+00      -1.632022851945e+00      -1.240639425403e+00      -1.224540450470e+00      -1.224289183674e+00       5.921298637889e-01       5.917190423892e-01       8.962902733741e-08       8.966129632989e-08       8.966129979721e-08       8.962781473407e-08       8.965682351229e-08       8.966018918845e-08       8.966126461439e-08 
       1.329139185993e-05      -1.632364934328e+00      -1.224273882275e+00      -1.224273882322e+00      -1.632364924551e+00      -1.240899557905e+00      -1.224797232928e+00      -1.224545915763e+00       5.921236160838e-01       5.917128632785e-01       1.420167448867e-07       1.421025989848e-07       1.421026136393e-07       1.420134790735e-07       1.420914703742e-07       1.421006097580e-07       1.421025232564e-07 
       1.673287097058e-05      -1.632862898418e+00      -1.224647643765e+00      -1.224647643841e+00      -1.632862873021e+00      -1.241278324783e+00      -1.225171148716e+00      -1.224919760013e+00       5.921247283974e-01       5.917140778308e-01       2.249998676687e-07       2.252176089874e-07       2.252176312685e-07       2.249914930571e-07       2.251905534008e-07       2.252140442375e-07       2.252174106890e-07 
       2.106543647714e-05      -1.633657036664e+00      -1.225243988522e+00      -1.225243988723e+00      -1.633656970866e+00      -1.241882583455e+00      -1.225767733154e+00      -1.225516236572e+00       5.921251665845e-01       5.917146805094e-01       3.563941191819e-07       3.569459579098e-07       3.569460182503e-07       3.563726642351e-07       3.568790820370e-07       3.569392513385e-07       3.569454683959e-07 
       2.651981329161e-05      -1.634892953939e+00      -1.226172850240e+00      -1.226172850825e+00      -1.634892782558e+00      -1.242823568059e+00      -1.226696948400e+00      -1.226445302889e+00       5.921312843908e-01       5.917210671752e-01       5.643223207140e-07       5.657220494648e-07       5.657221933535e-07       5.642671859807e-07       5.655546939344e-07       5.657090369674e-07       5.657208164456e-07 
       3.338646686884e-05      -1.636908878866e+00      -1.227689503661e+00      -1.227689505135e+00      -1.636908450528e+00      -1.244359637802e+00      -1.228214150077e+00      -1.227962288881e+00       5.921261486903e-01       5.917163370952e-01       8.930889177070e-07       8.966055459446e-07       8.966059198689e-07       8.929509211448e-07       8.961906018218e-07       8.965778698234e-07       8.966024811166e-07 
       4.203107155121e-05      -1.640097322895e+00      -1.230092829022e+00      -1.230092832551e+00      -1.640096242344e+00      -1.246792562189e+00      -1.230618235210e+00      -1.230366136761e+00       5.921181330836e-01       5.917089773571e-01       1.412146544177e-06       1.421010879601e-06       1.421011838967e-06       1.411798790119e-06       1.419971035035e-06       1.420949089058e-06       1.421003202143e-06 
       5.291398406075e-05      -1.645134656606e+00      -1.233901097326e+00      -1.233901107540e+00      -1.645131916394e+00      -1.250644835227e+00      -1.234427443068e+00      -1.234175223405e+00       5.921056508681e-01       5.916975375948e-01       2.229806095226e-06       2.252118794563e-06       2.252121262433e-06       2.228929259776e-06       2.249508283123e-06       2.251976214292e-06       2.252099566788e-06 
       6.661475917335e-05      -1.653049456738e+00      -1.239913111278e+00      -1.239913137241e+00      -1.653042569356e+00      -1.256719144496e+00      -1.240440301925e+00      -1.240188502488e+00       5.920937127834e-01       5.916872423656e-01       3.513286246433e-06       3.569297384136e-06       3.569303548728e-06       3.511087033585e-06       3.562755155117e-06       3.568961680343e-06       3.569249181932e-06 
       8.386301312388e-05      -1.665505654908e+00      -1.249444957584e+00      -1.249445022736e+00      -1.665488418425e+00      -1.266332074417e+00      -1.249971929824e+00      -1.249722289917e+00       5.920735701755e-01       5.916696792873e-01       5.516619126472e-06       5.656815951717e-06       5.656831373643e-06       5.511126059415e-06       5.640443886192e-06       5.656006798095e-06       5.656695414126e-06 
       1.055772783313e-04      -1.685013372210e+00      -1.264550389041e+00      -1.264550552401e+00      -1.684970309197e+00      -1.281521369468e+00      -1.265073022751e+00      -1.264830635080e+00       5.920418693586e-01       5.916420439101e-01       8.614695806521e-06       8.965067084888e-06       8.965105746206e-06       8.601014616428e-06       8.924086700283e-06       8.963092122150e-06       8.964766086239e-06 
       1.329139185993e-04      -1.715346568148e+00      -1.288484506309e+00      -1.288484916238e+00      -1.715239304686e+00      -1.305476771783e+00      -1.288990261306e+00      -1.288768965841e+00       5.919930946642e-01       5.915996450634e-01       1.333487775951e-05       1.420775032198e-05       1.420784700407e-05       1.330097257092e-05       1.410526544793e-05       1.420288171870e-05       1.420700071700e-05 
       1.673287097058e-04      -1.761983842951e+00      -1.326403293519e+00      -1.326404314581e+00      -1.761718164423e+00      -1.343152101195e+00      -1.326857395313e+00      -1.326693429731e+00       5.919190246307e-01       5.915355040986e-01       2.035189649924e-05       2.251556111193e-05       2.251580216221e-05       2.026857023809e-05       2.225980807070e-05       2.250349178372e-05       2.251370313644e-05 
       2.106543647714e-04      -1.832424783703e+00      -1.386497368743e+00      -1.386499914241e+00      -1.831771664576e+00      -1.402171556825e+00      -1.386806831434e+00      -1.386794059920e+00       5.917984326108e-01       5.914302469561e-01       3.035532647828e-05       3.567897686915e-05       3.567957564182e-05       3.015309066874e-05       3.504256535090e-05       3.564892837194e-05       3.567440447879e-05 
