# Matter power spectrum P(k) at redshift z=0.25
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.055772783313e-05       3.555343638000e+01 
       1.329139185993e-05       4.683837867868e+01 
       1.673287097058e-05       5.802928650134e+01 
       2.106543647714e-05       7.225002484163e+01 
       2.651981329161e-05       8.943374892017e+01 
       3.338646686884e-05       1.123997722764e+02 
       4.203107155121e-05       1.409266738709e+02 
       5.291398406075e-05       1.762785572756e+02 
       6.661475917335e-05       2.200075418330e+02 
       8.386301312388e-05       2.744435865166e+02 
       1.055772783313e-04       3.423530910952e+02 
       1.329139185993e-04       4.269786794833e+02 
       1.673287097058e-04       5.324143518503e+02 
       2.106543647714e-04       6.639117762515e+02 
       2.651981329161e-04       8.276683832904e+02 
       3.338646686884e-04       1.031553377837e+03 
       4.203107155121e-04       1.285022494083e+03 
       5.291398406075e-04       1.599620132874e+03 
       6.661475917335e-04       1.989124526951e+03 
       8.386301312388e-04       2.469726809908e+03 
       1.055772783313e-03       3.059975990509e+03 
       1.329139185993e-03       3.780365050250e+03 
       1.673287097058e-03       4.652125324137e+03 
       2.106543647714e-03       5.695378198180e+03 
       2.651981329161e-03       6.925762887227e+03 
       3.338646686884e-03       8.349580800586e+03 
       4.203107155121e-03       9.957778248974e+03 
       5.291398406075e-03       1.171724355331e+04 
       6.661475917335e-03       1.356012035910e+04 
       8.386301312388e-03       1.537276364918e+04 
       1.055772783313e-02       1.698382399197e+04 
       1.329139185993e-02       1.815844835500e+04 
       1.673287097055e-02       1.861220723219e+04 
       2.106543630464e-02       1.806482319391e+04 
       2.651968288901e-02       1.638619986608e+04 
       3.336851896947e-02       1.383041951293e+04 
       4.143681699672e-02       1.127041727070e+04 
       4.823404509118e-02       9.797750520838e+03 
       5.316451176930e-02       9.067629777633e+03 
       5.723119236715e-02       8.608436059466e+03 
       6.086253476325e-02       8.259702415185e+03 
       6.424957644542e-02       7.954301239994e+03 
       6.749344715603e-02       7.658493162732e+03 
       7.065479183495e-02       7.354291905010e+03 
       7.377344927649e-02       7.033102630235e+03 
       7.687749830552e-02       6.692781626603e+03 
       7.998788894043e-02       6.336059684944e+03 
       8.312101603522e-02       5.969245881008e+03 
       8.629024436624e-02       5.601068989132e+03 
       8.950686006107e-02       5.241485215933e+03 
       9.278068955300e-02       4.900476508812e+03 
       9.612051638708e-02       4.586921931888e+03 
       9.953437002553e-02       4.307645993116e+03 
       1.030297307152e-01       4.066697340583e+03 
       1.066136776005e-01       3.864881605849e+03 
       1.102929974112e-01       3.699640456781e+03 
       1.140742651042e-01       3.565104914032e+03 
       1.179639041415e-01       3.452519155700e+03 
       1.219682317317e-01       3.351032931063e+03 
       1.260934928360e-01       3.248993175921e+03 
       1.303458857367e-01       3.135763972916e+03 
       1.347315812958e-01       3.003798516346e+03 
       1.392567375885e-01       2.850484724187e+03 
       1.439275113025e-01       2.678984487892e+03 
       1.487500670968e-01       2.497691263755e+03 
       1.537305859894e-01       2.318252841473e+03 
       1.588752737623e-01       2.152695981122e+03 
       1.641903703228e-01       2.010411585182e+03 
       1.696821609277e-01       1.895804667941e+03 
       1.753569901571e-01       1.807153952957e+03 
       1.812212795127e-01       1.736999678021e+03 
       1.872815495043e-01       1.674555583774e+03 
       1.935444470862e-01       1.607888584582e+03 
       2.000167793067e-01       1.528101065451e+03 
       2.067055540477e-01       1.434131196519e+03 
       2.136180287652e-01       1.332475390616e+03 
       2.207617681994e-01       1.233636688102e+03 
       2.281447121219e-01       1.147070423350e+03 
       2.357752543364e-01       1.077427774451e+03 
       2.436623343696e-01       1.022961526079e+03 
       2.518155435963e-01       9.763598590957e+02 
       2.602452479655e-01       9.285989925464e+02 
       2.689627300654e-01       8.742003264952e+02 
       2.779803540253e-01       8.142348837164e+02 
       2.873117577581e-01       7.551093491723e+02 
       2.969720783784e-01       7.036019966272e+02 
       3.069782183933e-01       6.616051706863e+02 
       3.173491626118e-01       6.254586318176e+02 
       3.281063588685e-01       5.895607742560e+02 
       3.392741799351e-01       5.510101470154e+02 
       3.508804898550e-01       5.118408558612e+02 
       3.629573460968e-01       4.760735383729e+02 
       3.755418804277e-01       4.453206979019e+02 
       3.886774179035e-01       4.172721607822e+02 
       4.024149174211e-01       3.891154940976e+02 
       4.168148529936e-01       3.608830507179e+02 
       4.319497090464e-01       3.345247999246e+02 
       4.479073469010e-01       3.106740413185e+02 
       4.647956327992e-01       2.880704290613e+02 
       4.827489350835e-01       2.657065130995e+02 
       5.019374634823e-01       2.443939759154e+02 
       5.225810589461e-01       2.245757214805e+02 
       5.449701910559e-01       2.052923833729e+02 
       5.694990879330e-01       1.866260003499e+02 
       5.967202222480e-01       1.687599378169e+02 
       6.274383917711e-01       1.512337938867e+02 
       6.628827694619e-01       1.340803724128e+02 
       7.050434828574e-01       1.169948360187e+02 
       7.573826324241e-01       9.976149658978e+01 
       8.264573875107e-01       8.200589696241e+01 
