# Matter power spectrum P(k) at redshift z=6
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.055772783313e-05       1.193531397388e+00 
       1.329139185993e-05       1.653116361307e+00 
       1.673287097058e-05       2.262959000175e+00 
       2.106543647714e-05       2.901093718145e+00 
       2.651981329161e-05       3.767759309377e+00 
       3.338646686884e-05       4.701114542343e+00 
       4.203107155121e-05       5.909615639128e+00 
       5.291398406075e-05       7.433768729115e+00 
       6.661475917335e-05       9.325754231614e+00 
       8.386301312388e-05       1.161370602761e+01 
       1.055772783313e-04       1.449814062228e+01 
       1.329139185993e-04       1.808217038025e+01 
       1.673287097058e-04       2.253632464577e+01 
       2.106543647714e-04       2.811041841443e+01 
       2.651981329161e-04       3.504665821686e+01 
       3.338646686884e-04       4.369066410816e+01 
       4.203107155121e-04       5.444794792817e+01 
       5.291398406075e-04       6.781554355972e+01 
       6.661475917335e-04       8.439083024792e+01 
       8.386301312388e-04       1.048810590538e+02 
       1.055772783313e-03       1.300919557454e+02 
       1.329139185993e-03       1.609058841195e+02 
       1.673287097058e-03       1.982263009582e+02 
       2.106543647714e-03       2.429071793288e+02 
       2.651981329161e-03       2.956230888681e+02 
       3.338646686884e-03       3.566623168157e+02 
       4.203107155121e-03       4.256407106658e+02 
       5.291398406075e-03       5.011548482581e+02 
       6.661475917335e-03       5.803201509808e+02 
       8.386301312388e-03       6.582675508306e+02 
       1.055772783313e-02       7.276618493772e+02 
       1.329139185993e-02       7.784045931602e+02 
       1.673287097055e-02       7.981525515037e+02 
       2.106543630464e-02       7.748886852561e+02 
       2.651968288901e-02       7.029859583908e+02 
       3.336851896947e-02       5.933389003577e+02 
       4.143681699672e-02       4.834520946043e+02 
       4.823404509118e-02       4.202232265053e+02 
       5.316451176930e-02       3.888687826349e+02 
       5.723119236715e-02       3.691471735207e+02 
       6.086253476325e-02       3.541703482430e+02 
       6.424957644542e-02       3.410573392572e+02 
       6.749344715603e-02       3.283600562896e+02 
       7.065479183495e-02       3.153066378680e+02 
       7.377344927649e-02       3.015282451235e+02 
       7.687749830552e-02       2.869326264110e+02 
       7.998788894043e-02       2.716366322845e+02 
       8.312101603522e-02       2.559105247136e+02 
       8.629024436624e-02       2.401282489752e+02 
       8.950686006107e-02       2.247162727348e+02 
       9.278068955300e-02       2.101021577791e+02 
       9.612051638708e-02       1.966661339138e+02 
       9.953437002553e-02       1.847003658546e+02 
       1.030297307152e-01       1.743781478433e+02 
       1.066136776005e-01       1.657338032661e+02 
       1.102929974112e-01       1.586575251437e+02 
       1.140742651042e-01       1.528976361151e+02 
