# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2.5
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -1.619722880594e+00      -1.214792207178e+00      -1.214792207180e+00      -1.619722878070e+00      -1.236756201874e+00      -1.215503189235e+00      -1.215109384534e+00       5.951859114890e-01       5.947015344695e-01       8.349173207698e-08       8.351696567405e-08       8.351696926000e-08       8.349071720045e-08       8.351261224753e-08       8.351592057938e-08       8.351693673787e-08 
       1.329139185993e-05      -1.620022403972e+00      -1.215016934314e+00      -1.215016934351e+00      -1.620022396831e+00      -1.236984968198e+00      -1.215728045716e+00      -1.215334170271e+00       5.951792282581e-01       5.946949202619e-01       1.322971669337e-07       1.323646953419e-07       1.323647112168e-07       1.322944113110e-07       1.323537293582e-07       1.323627815014e-07       1.323646269443e-07 
       1.673287097058e-05      -1.620449321529e+00      -1.215337333563e+00      -1.215337333624e+00      -1.620449302897e+00      -1.237311099219e+00      -1.216048627456e+00      -1.215654652923e+00       5.951805594379e-01       5.946963544836e-01       2.096120196717e-07       2.097839843458e-07       2.097840067776e-07       2.096049331922e-07       2.097571397258e-07       2.097805163290e-07       2.097838009889e-07 
       2.106543647714e-05      -1.621131931057e+00      -1.215849835682e+00      -1.215849835842e+00      -1.621131882615e+00      -1.237832707194e+00      -1.216561415429e+00      -1.216167288235e+00       5.951811008822e-01       5.946970620498e-01       3.320481631584e-07       3.324852117502e-07       3.324852742520e-07       3.320299568958e-07       3.324185472387e-07       3.324786121887e-07       3.324847596627e-07 
       2.651981329161e-05      -1.622188748702e+00      -1.216643873915e+00      -1.216643874404e+00      -1.622188621992e+00      -1.238640680030e+00      -1.217355877830e+00      -1.216961532278e+00       5.951880296448e-01       5.947042646358e-01       5.258399423838e-07       5.269529949409e-07       5.269531431455e-07       5.257930034892e-07       5.267853295521e-07       5.269400435800e-07       5.269518500781e-07 
       3.338646686884e-05      -1.623927279594e+00      -1.217951238932e+00      -1.217951240156e+00      -1.623926963044e+00      -1.239970651980e+00      -1.218663915251e+00      -1.218269234745e+00       5.951827157419e-01       5.946993584044e-01       8.323681542739e-07       8.351618748743e-07       8.351622605856e-07       8.322507133188e-07       8.347459480386e-07       8.351338471785e-07       8.351590329850e-07 
       4.203107155121e-05      -1.626680399508e+00      -1.220024929539e+00      -1.220024932427e+00      -1.626679600757e+00      -1.242079188115e+00      -1.220738570888e+00      -1.220343456709e+00       5.951737313928e-01       5.946910361664e-01       1.316586373613e-06       1.323631340157e-06       1.323632334132e-06       1.316290216902e-06       1.322587728679e-06       1.323567790970e-06       1.323624221839e-06 
       5.291398406075e-05      -1.631022487530e+00      -1.223303860561e+00      -1.223303869124e+00      -1.631020458241e+00      -1.245410672827e+00      -1.224018781153e+00      -1.223623219510e+00       5.951620179513e-01       5.946803765387e-01       2.080044445987e-06       2.097787473283e-06       2.097790031727e-06       2.079296867538e-06       2.095165198959e-06       2.097639528711e-06       2.097769640911e-06 
       6.661475917335e-05      -1.637853566307e+00      -1.228483274085e+00      -1.228483295923e+00      -1.637848462735e+00      -1.250666841931e+00      -1.229199621182e+00      -1.228803923463e+00       5.951491929059e-01       5.946692119515e-01       3.280135251912e-06       3.324702123959e-06       3.324708514071e-06       3.278258679511e-06       3.318126255009e-06       3.324350946863e-06       3.324657386075e-06 
       8.386301312388e-05      -1.648606203708e+00      -1.236687956044e+00      -1.236688010879e+00      -1.648593424843e+00      -1.258977653253e+00      -1.237405114353e+00      -1.237010592807e+00       5.951301851520e-01       5.946528109781e-01       5.157581505617e-06       5.269175078967e-06       5.269191064365e-06       5.152889847437e-06       5.252716433361e-06       5.268325645280e-06       5.269063162267e-06 
       1.055772783313e-04      -1.665477854142e+00      -1.249692714021e+00      -1.249692851509e+00      -1.665445901982e+00      -1.272111682547e+00      -1.250407447721e+00      -1.250018358534e+00       5.950994208139e-01       5.946261591553e-01       8.071638470468e-06       8.350732721405e-06       8.350772794742e-06       8.059935170926e-06       8.309526595475e-06       8.348653170538e-06       8.350453042206e-06 
       1.329139185993e-04      -1.691784777549e+00      -1.270299577082e+00      -1.270299922300e+00      -1.691705083631e+00      -1.292825923118e+00      -1.271001167825e+00      -1.270629633686e+00       5.950515468079e-01       5.945847449682e-01       1.253806944643e-05       1.323418286431e-05       1.323428311784e-05       1.250899345478e-05       1.313110676717e-05       1.322904558616e-05       1.323348554941e-05 
       1.673287097058e-04      -1.732406257445e+00      -1.302945909982e+00      -1.302946769656e+00      -1.732208467722e+00      -1.325400197746e+00      -1.303603523306e+00      -1.303282077279e+00       5.949788753550e-01       5.945221559693e-01       1.924413159542e-05       2.097277046394e-05       2.097302057101e-05       1.917239186287e-05       2.071546536084e-05       2.096001849894e-05       2.097103900701e-05 
       2.106543647714e-04      -1.794196918724e+00      -1.354686891362e+00      -1.354689035775e+00      -1.793709093580e+00      -1.376424696196e+00      -1.355216445943e+00      -1.355030586816e+00       5.948601857399e-01       5.944190987667e-01       2.896869203010e-05       3.323435707058e-05       3.323497893379e-05       2.879346370378e-05       3.259378383263e-05       3.320258120286e-05       3.323008375563e-05 
       2.651981329161e-04      -1.885820902015e+00      -1.436650137536e+00      -1.436655459847e+00      -1.884630711584e+00      -1.455769489020e+00      -1.436831152939e+00      -1.437000518708e+00       5.946773035815e-01       5.942601091152e-01       4.224350878048e-05       5.266008405880e-05       5.266162169014e-05       4.182261026980e-05       5.107330618426e-05       5.258081443032e-05       5.264964461769e-05 
       3.338646686884e-04      -2.016190770463e+00      -1.566492451958e+00      -1.566505574292e+00      -2.013335987971e+00      -1.577850496597e+00      -1.565757835693e+00      -1.566840967332e+00       5.943865178393e-01       5.940050688655e-01       5.840468854970e-05       8.342824399621e-05       8.343200951013e-05       5.742048635872e-05       7.952816346904e-05       8.323040363763e-05       8.340314333426e-05 
       4.203107155121e-04      -2.189005855182e+00      -1.772081437928e+00      -1.772113419616e+00      -2.182341837126e+00      -1.762503170544e+00      -1.768993938154e+00      -1.772398290013e+00       5.939388990772e-01       5.936090880759e-01       7.356764527915e-05       1.321446376136e-04       1.321537266972e-04       7.136496534298e-05       1.226766340294e-04       1.316516214321e-04       1.320857887144e-04 
       5.291398406075e-04      -2.390737309800e+00      -2.097453062107e+00      -2.097529770503e+00      -2.375838709977e+00      -2.034643074485e+00      -2.088413049151e+00      -2.097657154151e+00       5.932546552584e-01       5.929952761782e-01       7.757218618294e-05       2.092374094071e-04       2.092588569537e-04       7.298930683546e-05       1.866905203166e-04       2.080125502336e-04       2.091047637091e-04 
       6.661475917335e-04      -2.572134036157e+00      -2.612000148732e+00      -2.612179477758e+00      -2.541043101984e+00      -2.420424101672e+00      -2.588102527657e+00      -2.611900362864e+00       5.922294554726e-01       5.920572815374e-01       5.323149869944e-05       3.311371646572e-04       3.311860358311e-04       4.482730763385e-05       2.790040889239e-04       3.281104461798e-04       3.308557257858e-04 
       8.386301312388e-04      -2.642394643157e+00      -3.424817948169e+00      -3.425220778979e+00      -2.584256695263e+00      -2.938152327395e+00      -3.364368073092e+00      -3.424019491213e+00       5.907284793287e-01       5.906472761316e-01      -1.009143667876e-05       5.236588030752e-04       5.237644332179e-04      -2.223050784596e-05       4.082912773008e-04       5.162444515956e-04       5.231125948502e-04 
       1.055772783313e-03      -2.535066959470e+00      -4.706806180778e+00      -4.707659231388e+00      -2.443637320873e+00      -3.588349009911e+00      -4.558076999608e+00      -4.704602543499e+00       5.885954459192e-01       5.885817512400e-01      -7.397789308023e-05       8.272165719474e-04       8.274280813454e-04      -8.362371714276e-05       5.871821172166e-04       8.092998057097e-04       8.262734105620e-04 
       1.329139185993e-03      -2.379076499655e+00      -6.724530612970e+00      -6.726193556921e+00      -2.268263783239e+00      -4.366898678177e+00      -6.368015831462e+00      -6.719794634132e+00       5.856446114068e-01       5.856486804771e-01      -3.765270200952e-05       1.304795818729e-03       1.305178613682e-03      -2.994739212859e-05       8.419203879855e-04       1.262375783249e-03       1.303321755604e-03 
       1.673287097058e-03      -2.445395960881e+00      -9.891344559264e+00      -9.894278296990e+00      -2.348103790517e+00      -5.333946523570e+00      -9.063409647785e+00      -9.882158022149e+00       5.816124554567e-01       5.816000682922e-01       3.770671725819e-05       2.053995723836e-03       2.054617332863e-03       7.166114427607e-05       1.218578348500e-03       1.956416023500e-03       2.051603599915e-03 
       2.106543647714e-03      -2.452503165578e+00      -1.484355577662e+01      -1.484836710100e+01      -2.387817295778e+00      -6.652464861908e+00      -1.299857029524e+01      -1.482607348190e+01       5.761265743033e-01       5.761164066715e-01      -1.238154204632e-04       3.224990061595e-03       3.225933122453e-03      -7.319997137532e-05       1.735274575555e-03       3.008542061646e-03       3.220668347065e-03 
       2.651981329161e-03      -2.262144292278e+00      -2.255038403376e+01      -2.255844739110e+01      -2.242690132001e+00      -8.340620968714e+00      -1.864374111107e+01      -2.251808940761e+01       5.687665881785e-01       5.687625541004e-01       1.139750503203e-05       5.046517232409e-03       5.047956575599e-03       4.106418931239e-05       2.330262403230e-03       4.584115689680e-03       5.039193940401e-03 
       3.338646686884e-03      -2.311317767122e+00      -3.447013788156e+01      -3.448512210682e+01      -2.270992768036e+00      -1.018993457074e+01      -2.663475101553e+01      -3.441349765994e+01       5.590887574504e-01       5.590830123838e-01      -7.991691568005e-05       7.862732301643e-03       7.865031194470e-03      -1.014903398553e-04       3.048185038386e-03       6.901887123313e-03       7.849967793387e-03 
       4.203107155121e-03      -2.304284515441e+00      -5.276735796066e+01      -5.279629585526e+01      -2.243242533188e+00      -1.222459647884e+01      -3.773608974850e+01      -5.267120547644e+01       5.466085530846e-01       5.466033364007e-01       3.898350670263e-06       1.218450782192e-02       1.218813710497e-02       7.685435671428e-06       3.877079797457e-03       1.021762909945e-02       1.216255769482e-02 
       5.291398406075e-03      -2.224152070727e+00      -8.059196869586e+01      -8.064978321535e+01      -2.164853245426e+00      -1.430051221453e+01      -5.259033059733e+01      -8.043388348296e+01       5.308267562168e-01       5.308233764540e-01       7.197097357524e-05       1.875550650852e-02       1.876116302966e-02       3.663911308318e-05       4.757358449707e-03       1.480530148224e-02       1.871756867284e-02 
       6.661475917335e-03      -2.118443922519e+00      -1.224091846305e+02      -1.225309361543e+02      -2.072987786860e+00      -1.409480557891e+01      -7.143919343711e+01      -1.221601388763e+02       5.112214567411e-01       5.112202048066e-01      -8.066455310605e-05       2.863101727685e-02       2.863992903755e-02      -8.281888144529e-05       2.959318593111e-03       2.087610348421e-02       2.856379941340e-02 
       8.386301312388e-03      -1.963953511918e+00      -1.843293726977e+02      -1.845941534359e+02      -1.938909390720e+00      -1.156160164197e+01      -9.392297021750e+01      -1.839646150587e+02       4.872873017255e-01       4.872870702881e-01      -8.854604309399e-05       4.325777164825e-02       4.327183281563e-02      -4.853625121762e-05       5.351853142724e-03       2.896916728186e-02       4.314774633268e-02 
       1.055772783313e-02      -1.862179004430e+00      -2.742720041703e+02      -2.748602889603e+02      -1.834104156452e+00      -1.256001875733e+01      -1.178958750994e+02      -2.738074165420e+02       4.585257474535e-01       4.585255790986e-01      -2.601405145199e-05       6.451926337219e-02       6.454160126711e-02      -1.833346284329e-05       4.588022505072e-03       3.875398662938e-02       6.433747397988e-02 
       1.329139185993e-02      -1.723787872229e+00      -4.016176634920e+02      -4.029326768985e+02      -1.697788849315e+00      -1.200956926647e+01      -1.409450117925e+02      -4.011960168551e+02       4.244471913584e-01       4.244470900552e-01      -2.432140847966e-05       9.466507593029e-02       9.470088515225e-02      -1.714898883862e-05       5.046898657964e-03       5.009979596631e-02       9.437452395721e-02 
       1.673287097055e-02      -1.562420490627e+00      -5.757517811397e+02      -5.786594467946e+02      -1.538853896196e+00      -1.134105549757e+01      -1.661601937542e+02      -5.758697161891e+02       3.847134740480e-01       3.847134116106e-01      -2.216267000975e-05       1.359972819503e-01       1.360554905789e-01      -1.565996278921e-05       4.829909487390e-03       6.091063308452e-02       1.355426233239e-01 
       2.106543630464e-02      -1.378042952123e+00      -8.028040701987e+02      -8.090229806420e+02      -1.357255902109e+00      -1.015331462202e+01      -1.766020055531e+02      -8.045812080056e+02       3.393139755273e-01       3.393139391879e-01      -1.965620633491e-05       1.901193235157e-01       1.902145725245e-01      -1.392005198493e-05       4.445874969476e-03       6.731388735968e-02       1.894272499055e-01 
       2.651968288901e-02      -1.175019025269e+00      -1.081330904693e+03      -1.093808379679e+03      -1.157294108239e+00      -8.783270143802e+00      -1.778442329974e+02      -1.086949963755e+03       2.893235270598e-01       2.893235066984e-01      -1.684130638860e-05       2.569291296019e-01       2.570829528626e-01      -1.195004111915e-05       3.829577624742e-03       7.069379877367e-02       2.559378109221e-01 
       3.336851896947e-02      -9.667214021801e-01      -1.403252487204e+03      -1.425641368636e+03      -9.521385991016e-01      -7.321399647468e+00      -1.668773613925e+02      -1.415520634540e+03       2.380346497754e-01       2.380346388263e-01      -1.391347857400e-05       3.346627338683e-01       3.348976210312e-01      -9.889289419593e-06       3.265964828953e-03       6.924396205070e-02       3.333141178357e-01 
