# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -1.605033043384e+00      -1.203774803093e+00      -1.203774803089e+00      -1.605033042338e+00      -1.244816131858e+00      -1.205221611134e+00      -1.204232683280e+00       5.988235155562e-01       5.981161263820e-01       7.031864302755e-08       7.033264206531e-08       7.033264572863e-08       7.031801905850e-08       7.032875477591e-08       7.033173424346e-08       7.033261910403e-08 
       1.329139185993e-05      -1.605251818276e+00      -1.203938924576e+00      -1.203938924589e+00      -1.605251815194e+00      -1.244985832060e+00      -1.205385928170e+00      -1.204396867129e+00       5.988166427415e-01       5.981093236804e-01       1.114315859224e-07       1.114695421788e-07       1.114695603665e-07       1.114298486063e-07       1.114594911972e-07       1.114678156678e-07       1.114694899502e-07 
       1.673287097058e-05      -1.605552949607e+00      -1.204164874083e+00      -1.204164874110e+00      -1.605552941450e+00      -1.245219443322e+00      -1.205612145195e+00      -1.204622902405e+00       5.988171386673e-01       5.981099237071e-01       1.765689695959e-07       1.766671333117e-07       1.766671709797e-07       1.765644570750e-07       1.766420517860e-07       1.766639089831e-07       1.766669956315e-07 
       2.106543647714e-05      -1.606027094318e+00      -1.204520747426e+00      -1.204520747501e+00      -1.606027072877e+00      -1.245587338525e+00      -1.205968434812e+00      -1.204978910657e+00       5.988186683607e-01       5.981116231645e-01       2.797460250882e-07       2.799982012862e-07       2.799982637440e-07       2.797343590789e-07       2.799350306299e-07       2.799918230852e-07       2.799978267204e-07 
       2.651981329161e-05      -1.606807390993e+00      -1.205106675676e+00      -1.205106675959e+00      -1.606807334176e+00      -1.246192938709e+00      -1.206555032476e+00      -1.205565060611e+00       5.988137877123e-01       5.981070270940e-01       4.431141813257e-07       4.437646197909e-07       4.437647849862e-07       4.430838099070e-07       4.436030025366e-07       4.437509488697e-07       4.437636683732e-07 
       3.338646686884e-05      -1.608016662186e+00      -1.206015318611e+00      -1.206015319302e+00      -1.608016520422e+00      -1.247131846155e+00      -1.207464691538e+00      -1.206474046337e+00       5.988127199740e-01       5.981063698724e-01       7.016906905940e-07       7.033187897719e-07       7.033191950330e-07       7.016148047996e-07       7.029186336880e-07       7.032891447541e-07       7.033164216074e-07 
       4.203107155121e-05      -1.609935717056e+00      -1.207458958599e+00      -1.207458960115e+00      -1.609935359395e+00      -1.248622846317e+00      -1.208909861084e+00      -1.207918227922e+00       5.988098412912e-01       5.981041665774e-01       1.110569068668e-06       1.114678724515e-06       1.114679732230e-06       1.110377406177e-06       1.113673119365e-06       1.114610994427e-06       1.114672763629e-06 
       5.291398406075e-05      -1.612989661593e+00      -1.209760440409e+00      -1.209760445486e+00      -1.612988747087e+00      -1.250998059481e+00      -1.211213578742e+00      -1.210220567266e+00       5.988007740646e-01       5.980961774052e-01       1.756254754828e-06       1.766625193431e-06       1.766627760961e-06       1.755769544879e-06       1.764092480559e-06       1.766464841084e-06       1.766610214766e-06 
       6.661475917335e-05      -1.617813217773e+00      -1.213405763294e+00      -1.213405776335e+00      -1.617810914763e+00      -1.254755788865e+00      -1.214861950660e+00      -1.213867231043e+00       5.987871388415e-01       5.980842381862e-01       2.773779327892e-06       2.799858627646e-06       2.799865106604e-06       2.772559348825e-06       2.793498808534e-06       2.799472053200e-06       2.799821047414e-06 
       8.386301312388e-05      -1.625399905237e+00      -1.219164882099e+00      -1.219164914861e+00      -1.625394133631e+00      -1.260681597949e+00      -1.220624681810e+00      -1.219628426239e+00       5.987715995631e-01       5.980713594574e-01       4.372035999962e-06       4.437382767695e-06       4.437399000784e-06       4.368981080454e-06       4.421459751656e-06       4.436441976181e-06       4.437288715729e-06 
