# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.75
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       6.661475917335e-03      -1.944888329375e+00      -2.308760489753e+02      -2.310203021591e+02      -1.935112238497e+00      -3.315279254039e+01      -1.566293414088e+02      -2.305065566324e+02       4.839129113083e-01       4.839128356980e-01      -9.917675265707e-05       3.780624832429e-02       3.781149884803e-02      -9.617117466816e-05       9.609263059901e-03       3.131301474424e-02       3.774921767708e-02 
       8.386301312388e-03      -1.854791244362e+00      -3.481544652899e+02      -3.484546142204e+02      -1.844927499569e+00      -3.998658612729e+01      -2.142712832090e+02      -3.475781395103e+02       4.612316983297e-01       4.612316571727e-01      -9.427083945998e-05       5.711516608885e-02       5.712339561603e-02      -9.177073079025e-05       1.172913011507e-02       4.472060887650e-02       5.701780958267e-02 
       1.055772783313e-02      -1.745135814395e+00      -5.185612164126e+02      -5.192054005186e+02      -1.735854558357e+00      -4.033102879727e+01      -2.818287887870e+02      -5.177166583386e+02       4.339636396110e-01       4.339636148114e-01      -8.876352773788e-05       8.517875922921e-02       8.519171577339e-02      -8.640881761809e-05       1.270157949775e-02       6.170141429205e-02       8.501239232099e-02 
       1.329139185993e-02      -1.615259454428e+00      -7.599894393151e+02      -7.613934649874e+02      -1.606668030986e+00      -4.041997458776e+01      -3.560983318627e+02      -7.589140606180e+02       4.016670077480e-01       4.016669919637e-01      -8.222576404243e-05       1.249653793810e-01       1.249859061678e-01      -8.004590060202e-05       1.282872998440e-02       8.197580510664e-02       1.246869039647e-01 
       1.673287097055e-02      -1.463848790894e+00      -1.090534878011e+03      -1.093586015832e+03      -1.456061845919e+00      -3.866799881558e+01      -4.314649997776e+02      -1.089555199266e+03       3.640154614798e-01       3.640154517890e-01      -7.459315201396e-05       1.795112591294e-01       1.795441299519e-01      -7.261723977510e-05       1.273026021236e-02       1.026805892909e-01       1.790541027147e-01 
       2.106543630464e-02      -1.290926060032e+00      -1.522384913286e+03      -1.528836383857e+03      -1.284058195923e+00      -3.548473517562e+01      -4.821833993487e+02      -1.522403145806e+03       3.210145489807e-01       3.210145432740e-01      -6.584704224301e-05       2.509263524903e-01       2.509792418289e-01      -6.410419358261e-05       1.193974007458e-02       1.215210480469e-01       2.502072159052e-01 
       2.651968288901e-02      -1.100591280457e+00      -2.053725511070e+03      -2.066575148806e+03      -1.094735474058e+00      -3.114391972852e+01      -5.085009114047e+02      -2.056702022071e+03       2.736838685145e-01       2.736838653007e-01      -5.619616029635e-05       3.390837879337e-01       3.391678142079e-01      -5.471003571024e-05       1.070510244733e-02       1.346164282585e-01       3.380085725754e-01 
       3.336851896947e-02      -9.053786559024e-01      -2.669799283812e+03      -2.692752529196e+03      -9.005611219164e-01      -2.613976244906e+01      -5.004740280368e+02      -2.678323903467e+03       2.251402804791e-01       2.251402787476e-01      -4.627391446656e-05       4.416541469251e-01       4.417808577195e-01      -4.505121716247e-05       9.094875485654e-03       1.390528849634e-01       4.401296582878e-01 
       4.143681699672e-02      -7.364978574440e-01      -3.345311494690e+03      -3.378936895828e+03      -7.325786401946e-01      -2.157216650367e+01      -4.679289888542e+02      -3.359489307788e+03       1.831446600487e-01       1.831446591091e-01      -3.767408261018e-05       5.540586957235e-01       5.542265454324e-01      -3.667932167342e-05       7.556195473434e-03       1.358646855234e-01       5.520072161714e-01 
       4.823404509118e-02      -6.383536985747e-01      -3.930370649314e+03      -3.968349792030e+03      -6.349565111095e-01      -1.882201695461e+01      -4.401896289593e+02      -3.945328481286e+03       1.587391277774e-01       1.587391271669e-01      -3.267095446135e-05       6.507445592268e-01       6.509293273486e-01      -3.180864764747e-05       6.649878545194e-03       1.315488493829e-01       6.482186294499e-01 
       5.316451176930e-02      -5.860497558481e-01      -4.387747641668e+03      -4.425564715746e+03      -5.829307534551e-01      -1.732929868979e+01      -4.232768502244e+02      -4.400329905428e+03       1.457326883638e-01       1.457326878986e-01      -3.000325573127e-05       7.258435645555e-01       7.260299108435e-01      -2.921152868292e-05       6.176989143669e-03       1.287115822377e-01       7.229414479077e-01 
       5.723119236715e-02      -5.511498390700e-01      -4.786379079489e+03      -4.822441959438e+03      -5.482164539053e-01      -1.633491399246e+01      -4.109672754160e+02      -4.795541474121e+03       1.370541134763e-01       1.370541130965e-01      -2.822264180381e-05       7.910762434481e-01       7.912595428133e-01      -2.747800820517e-05       5.761440184098e-03       1.265524381962e-01       7.878447777051e-01 
       6.086253476325e-02      -5.241482733837e-01      -5.152089395361e+03      -5.186005969230e+03      -5.213585059970e-01      -1.555355565229e+01      -4.005691672471e+02      -5.157665440218e+03       1.303396264993e-01       1.303396261784e-01      -2.684451916648e-05       8.508474999313e-01       8.510272835636e-01      -2.613632483527e-05       5.485898636663e-03       1.246142406490e-01       8.473138680507e-01 
       6.424957644542e-02      -5.011573141665e-01      -5.493207814023e+03      -5.525250045115e+03      -4.984898469390e-01      -1.489342989137e+01      -3.908227102960e+02      -5.495546055912e+03       1.246224617347e-01       1.246224614584e-01      -2.567063348504e-05       9.066158194728e-01       9.067938092980e-01      -2.499347237381e-05       5.260670175596e-03       1.226338698097e-01       9.028008888924e-01 
