# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=1
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -1.702902215975e+00      -1.277176813491e+00      -1.277176813501e+00      -1.702902208645e+00      -1.285163598122e+00      -1.277412113477e+00      -1.277363138630e+00       5.744723493017e-01       5.742094933197e-01       1.057365784703e-07       1.057961816994e-07       1.057961846840e-07       1.057347786969e-07       1.057916260913e-07       1.057949151352e-07       1.057961426583e-07 
       1.329139185993e-05      -1.703386299560e+00      -1.277540133071e+00      -1.277540133143e+00      -1.703386279562e+00      -1.285529150384e+00      -1.277775497152e+00      -1.277726511084e+00       5.744670233473e-01       5.742042331558e-01       1.675179398610e-07       1.676742972603e-07       1.676743088064e-07       1.675131706274e-07       1.676633058972e-07       1.676721015371e-07       1.676742028057e-07 
       1.673287097058e-05      -1.704116125253e+00      -1.278088137034e+00      -1.278088137149e+00      -1.704116073734e+00      -1.286080483928e+00      -1.278323595402e+00      -1.278274594581e+00       5.744678565924e-01       5.742051643246e-01       2.653520822449e-07       2.657461675797e-07       2.657461868739e-07       2.653399244099e-07       2.657199164829e-07       2.657423375896e-07       2.657459285570e-07 
       2.106543647714e-05      -1.705276281472e+00      -1.278959870499e+00      -1.278959870807e+00      -1.705276148968e+00      -1.286957415536e+00      -1.279195471205e+00      -1.279146454231e+00       5.744681081582e-01       5.742055726063e-01       4.201854364051e-07       4.211795326905e-07       4.211795842740e-07       4.201544638232e-07       4.211154781169e-07       4.211725556765e-07       4.211789436105e-07 
       2.651981329161e-05      -1.707095934128e+00      -1.280328744586e+00      -1.280328745428e+00      -1.707095591982e+00      -1.288334182232e+00      -1.280564546738e+00      -1.280515525495e+00       5.744727478591e-01       5.742104645368e-01       6.650224165723e-07       6.675278660846e-07       6.675279906445e-07       6.649433545338e-07       6.673693749267e-07       6.675147310538e-07       6.675263952607e-07 
       3.338646686884e-05      -1.710023712009e+00      -1.282534828428e+00      -1.282534830568e+00      -1.710022856132e+00      -1.290552446274e+00      -1.282770917474e+00      -1.282721924942e+00       5.744679124799e-01       5.742060195879e-01       1.051653176102e-06       1.057954397641e-06       1.057954719131e-06       1.051455201439e-06       1.057562542684e-06       1.057927674036e-06       1.057950733524e-06 
       4.203107155121e-05      -1.714651401136e+00      -1.286031562335e+00      -1.286031567570e+00      -1.714649244223e+00      -1.294066902479e+00      -1.286267977760e+00      -1.286219152929e+00       5.744601209596e-01       5.741988539340e-01       1.660862567202e-06       1.676726748357e-06       1.676727571366e-06       1.660364567728e-06       1.675748158779e-06       1.676669378695e-06       1.676717577183e-06 
       5.291398406075e-05      -1.721949172969e+00      -1.291570268748e+00      -1.291570283339e+00      -1.721943723005e+00      -1.299629748291e+00      -1.291806890919e+00      -1.291758628188e+00       5.744488125707e-01       5.741885375069e-01       2.617519112016e-06       2.657390617021e-06       2.657392720311e-06       2.616267053454e-06       2.654940306815e-06       2.657262163603e-06       2.657367661119e-06 
       6.661475917335e-05      -1.733416775451e+00      -1.300334786494e+00      -1.300334823394e+00      -1.733403101071e+00      -1.308422743300e+00      -1.300570985306e+00      -1.300524325405e+00       5.744353953780e-01       5.741766826821e-01       4.111659473751e-06       4.211597287841e-06       4.211602544312e-06       4.108527607009e-06       4.205465761885e-06       4.211301151005e-06       4.211539839728e-06 
       8.386301312388e-05      -1.751388493022e+00      -1.314222721376e+00      -1.314222813889e+00      -1.751354334390e+00      -1.322331683654e+00      -1.314456397092e+00      -1.314414038592e+00       5.744149665657e-01       5.741587063815e-01       6.424958297032e-06       6.674749470332e-06       6.674762619415e-06       6.417163280280e-06       6.659415396349e-06       6.674046559079e-06       6.674606026730e-06 
       1.055772783313e-04      -1.779373198379e+00      -1.336232829186e+00      -1.336233061113e+00      -1.779288109443e+00      -1.344314364135e+00      -1.336457786430e+00      -1.336426738476e+00       5.743823924849e-01       5.741299843486e-01       9.955568447294e-06       1.057828411694e-05       1.057831705430e-05       9.936264711538e-06       1.053992534573e-05       1.057658606424e-05       1.057792678193e-05 
       1.329139185993e-04      -1.822487339726e+00      -1.371108846742e+00      -1.371109428040e+00      -1.822276404358e+00      -1.378995242833e+00      -1.371308155028e+00      -1.371306304242e+00       5.743322678915e-01       5.740858701411e-01       1.521897262043e-05       1.676428523295e-05       1.676436750079e-05       1.517157062160e-05       1.666841477298e-05       1.676012782286e-05       1.676339874440e-05 
       1.673287097058e-04      -1.887793866241e+00      -1.426366437667e+00      -1.426367885607e+00      -1.887275257675e+00      -1.433567131162e+00      -1.426495618911e+00      -1.426568144096e+00       5.742561116842e-01       5.740190016692e-01       2.275962677997e-05       2.656681152849e-05       2.656701625910e-05       2.264482554979e-05       2.632771918483e-05       2.655654958194e-05       2.656462744318e-05 
       2.106543647714e-04      -1.984042243524e+00      -1.513931939124e+00      -1.513935543455e+00      -1.982782490709e+00      -1.519112138790e+00      -1.513875707957e+00      -1.514137064188e+00       5.741325507869e-01       5.739095998708e-01       3.282171999318e-05       4.209827935950e-05       4.209878638776e-05       3.254967104157e-05       4.150389322798e-05       4.207280139961e-05       4.209295579079e-05 
       2.651981329161e-04      -2.119507907045e+00      -1.652647956765e+00      -1.652656877812e+00      -2.116508180062e+00      -1.652336564827e+00      -1.652112608895e+00      -1.652850663366e+00       5.739426037929e-01       5.737407228547e-01       4.449845778957e-05       6.670346678081e-05       6.670471248817e-05       4.387666412333e-05       6.523414230647e-05       6.664003870616e-05       6.669071425992e-05 
       3.338646686884e-04      -2.295744607710e+00      -1.872366470890e+00      -1.872388365414e+00      -2.288824950518e+00      -1.857810055874e+00      -1.870609447610e+00      -1.872547503596e+00       5.736442096932e-01       5.734725144367e-01       5.398296495366e-05       1.056729238658e-04       1.056759450798e-04       5.264559433895e-05       1.020727436143e-04       1.055147997261e-04       1.056431943229e-04 
       4.203107155121e-04      -2.494084940120e+00      -2.220238422747e+00      -2.220291428093e+00      -2.478920851240e+00      -2.169985621296e+00      -2.215397818448e+00      -2.220346832726e+00       5.731895308498e-01       5.730584383680e-01       5.218988129714e-05       1.673696399069e-04       1.673768250286e-04       4.960660350866e-05       1.586700125241e-04       1.669757048363e-04       1.673032164655e-04 
       5.291398406075e-04      -2.657136403443e+00      -2.770720405118e+00      -2.770846196553e+00      -2.626570870702e+00      -2.633896970843e+00      -2.758163874315e+00      -2.770639433155e+00       5.725057766751e-01       5.724237700813e-01       2.507823880117e-05       2.649920583087e-04       2.650086426165e-04       2.104119841613e-05       2.444120948729e-04       2.640129269915e-04       2.648529956784e-04 
       6.661475917335e-04      -2.689450654315e+00      -3.641121711582e+00      -3.641411181259e+00      -2.635842085766e+00      -3.302235331544e+00      -3.609438536158e+00      -3.640618361647e+00       5.715020439686e-01       5.714690329901e-01      -3.273862188053e-05       4.193304629163e-04       4.193670835994e-04      -3.626043457437e-05       3.721640456901e-04       4.169080873640e-04       4.190657059929e-04 
       8.386301312388e-04      -2.541616129582e+00      -5.015815608601e+00      -5.016451686525e+00      -2.467645578419e+00      -4.228424650491e+00      -4.937288140366e+00      -5.014489701336e+00       5.700634756738e-01       5.700634081150e-01      -8.266329527810e-05       6.630435934507e-04       6.631195672741e-04      -7.835345543351e-05       5.596857866271e-04       6.570974826470e-04       6.625969421303e-04 
