# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=20
# for k=1.05577e-05 to 210.871 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_cdm                 14:t_ur                  15:t_ncdm[0]             16:t_ncdm[1]             17:t_tot              
       1.055772783313e-05      -1.588677030310e+00      -1.191507772604e+00      -1.191507772593e+00      -1.588677030319e+00      -1.434272047659e+00      -1.214764359180e+00      -1.193617020741e+00       6.028495890556e-01       5.995690732176e-01       3.419010184259e-08       3.419078336110e-08       3.419078639546e-08       3.419009111315e-08       3.419040465347e-08       3.419039440943e-08       3.419077986699e-08 
       1.329139185993e-05      -1.588727219923e+00      -1.191545416591e+00      -1.191545416579e+00      -1.588727219878e+00      -1.434317364019e+00      -1.214802738792e+00      -1.193654731417e+00       6.028480642550e-01       5.995676399303e-01       5.418549913307e-08       5.418865369436e-08       5.418865248668e-08       5.418545812076e-08       5.418639212970e-08       5.418770889519e-08       5.418862743615e-08 
       1.673287097058e-05      -1.588794935654e+00      -1.191596207495e+00      -1.191596207472e+00      -1.588794935481e+00      -1.434378500243e+00      -1.214854520224e+00      -1.193705612201e+00       6.028486046132e-01       5.995682811186e-01       8.587416228746e-08       8.588325695395e-08       8.588325324429e-08       8.587404474070e-08       8.587641671202e-08       8.588117027240e-08       8.588318312675e-08 
       2.106543647714e-05      -1.588910495699e+00      -1.191682889875e+00      -1.191682889836e+00      -1.588910495143e+00      -1.434482825710e+00      -1.214942890132e+00      -1.193792447857e+00       6.028473995484e-01       5.995672559330e-01       1.360901984558e-07       1.361156839103e-07       1.361156829967e-07       1.360898684593e-07       1.360960146654e-07       1.361107198660e-07       1.361154877567e-07 
       2.651981329161e-05      -1.589103924097e+00      -1.191828001010e+00      -1.191828000991e+00      -1.589103922293e+00      -1.434657463081e+00      -1.215090822298e+00      -1.193937815605e+00       6.028429127235e-01       5.995631313907e-01       2.156544620498e-07       2.157273963794e-07       2.157273964996e-07       2.156535269552e-07       2.156701645649e-07       2.157144704018e-07       2.157268410879e-07 
       3.338646686884e-05      -1.589379758724e+00      -1.192034959681e+00      -1.192034959626e+00      -1.589379754250e+00      -1.434906498896e+00      -1.215301797162e+00      -1.194145139924e+00       6.028434784351e-01       5.995640910418e-01       3.417259970130e-07       3.419056556484e-07       3.419056536211e-07       3.417236652042e-07       3.417639878520e-07       3.418758534631e-07       3.419042928749e-07 
       4.203107155121e-05      -1.589835724089e+00      -1.192377164695e+00      -1.192377164359e+00      -1.589835713299e+00      -1.435318179100e+00      -1.215650613418e+00      -1.194487948590e+00       6.028396410864e-01       5.995609952527e-01       5.414177626168e-07       5.418815420357e-07       5.418815208118e-07       5.414120375326e-07       5.415143822937e-07       5.418074732127e-07       5.418780203200e-07 
       5.291398406075e-05      -1.590565409676e+00      -1.192925027067e+00      -1.192925027315e+00      -1.590565378090e+00      -1.435977019728e+00      -1.216208989667e+00      -1.195036776360e+00       6.028317216612e-01       5.995542809155e-01       8.576238347267e-07       8.588159993632e-07       8.588160187438e-07       8.576082593406e-07       8.578686802753e-07       8.586295798203e-07       8.588070185015e-07 
       6.661475917335e-05      -1.591711998426e+00      -1.193786468822e+00      -1.193786469669e+00      -1.591711917912e+00      -1.437012359817e+00      -1.217086796222e+00      -1.195899731223e+00       6.028214545834e-01       5.995458746139e-01       1.358097429876e-06       1.361115718062e-06       1.361115771778e-06       1.358058031140e-06       1.358713451931e-06       1.360650727231e-06       1.361093006672e-06 
       8.386301312388e-05      -1.593514524759e+00      -1.195142086350e+00      -1.195142088551e+00      -1.593514322384e+00      -1.438640165275e+00      -1.218467763192e+00      -1.197257718984e+00       6.028084032229e-01       5.995356969152e-01       2.149622864789e-06       2.157194221776e-06       2.157194360059e-06       2.149523980565e-06       2.151163066480e-06       2.156040366911e-06       2.157137295680e-06 
       1.055772783313e-04      -1.596367594039e+00      -1.197291236238e+00      -1.197291241772e+00      -1.596367086029e+00      -1.441217118243e+00      -1.220656072464e+00      -1.199410599174e+00       6.027874872279e-01       5.995193368380e-01       3.399849233199e-06       3.418848777536e-06       3.418849123261e-06       3.399601386363e-06       3.403705774568e-06       3.415972464226e-06       3.418705990310e-06 
       1.329139185993e-04      -1.600880878433e+00      -1.200699692803e+00      -1.200699707525e+00      -1.600879601289e+00      -1.445294703862e+00      -1.224124039854e+00      -1.202824903674e+00       6.027535296224e-01       5.994926079849e-01       5.370626890573e-06       5.418318019128e-06       5.418318933135e-06       5.370005812149e-06       5.380291539318e-06       5.411124796695e-06       5.417959729410e-06 
       1.673287097058e-04      -1.607994039627e+00      -1.206093306777e+00      -1.206093340999e+00      -1.607990853326e+00      -1.451723923147e+00      -1.229605397995e+00      -1.208227598121e+00       6.027024252990e-01       5.994528760515e-01       8.467540924964e-06       8.587009595791e-06       8.587011739652e-06       8.465993482700e-06       8.491727187570e-06       8.569029666436e-06       8.586112071670e-06 
       2.106543647714e-04      -1.619202459442e+00      -1.214647006041e+00      -1.214647092894e+00      -1.619194490462e+00      -1.461861503032e+00      -1.238281993548e+00      -1.216795269321e+00       6.026193500741e-01       5.993878112006e-01       1.330906489459e-05       1.360832622051e-05       1.360833165079e-05       1.330521459829e-05       1.336958360017e-05       1.356330317014e-05       1.360607803359e-05 
       2.651981329161e-04      -1.636781437705e+00      -1.228200072788e+00      -1.228200289543e+00      -1.636761579050e+00      -1.477778252720e+00      -1.251989151102e+00      -1.230369397710e+00       6.024882209670e-01       5.992850647411e-01       2.081645823971e-05       2.156482390255e-05       2.156483746626e-05       2.080693710881e-05       2.096761468813e-05       2.145210967535e-05       2.155920122147e-05 
       3.338646686884e-04      -1.664184185050e+00      -1.249673300597e+00      -1.249673845143e+00      -1.664134901928e+00      -1.502633066568e+00      -1.273604893967e+00      -1.251873319100e+00       6.022810050356e-01       5.991224446163e-01       3.230396770964e-05       3.417061264751e-05       3.417064669885e-05       3.228063681776e-05       3.268038127074e-05       3.388867207612e-05       3.415658475661e-05 
       4.203107155121e-04      -1.706479928689e+00      -1.283688096905e+00      -1.283689440809e+00      -1.706358576793e+00      -1.541104348581e+00      -1.307592023953e+00      -1.285930085290e+00       6.019543221536e-01       5.988654730627e-01       4.950145947901e-05       5.413839536220e-05       5.413847904318e-05       4.944516175517e-05       5.043427512252e-05       5.343439657388e-05       5.410353268161e-05 
       5.291398406075e-04      -1.770729883101e+00      -1.337552708193e+00      -1.337556081624e+00      -1.770434301042e+00      -1.599814924256e+00      -1.360783727769e+00      -1.339844874907e+00       6.014409368426e-01       5.984601682665e-01       7.431368368220e-05       8.575755678560e-05       8.575776659822e-05       7.418111309361e-05       7.660727940707e-05       8.400503832447e-05       8.567145627998e-05 
       6.661475917335e-04      -1.865822383144e+00      -1.422810293582e+00      -1.422818831521e+00      -1.865115366638e+00      -1.687381992122e+00      -1.443424936592e+00      -1.425142445571e+00       6.006378113562e-01       5.978224456438e-01       1.078477692819e-04       1.358014835181e-04       1.358020148184e-04       1.075483052314e-04       1.134170732260e-04       1.314603688265e-04       1.355909321892e-04 
