# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.5
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.823187519126e+00      -1.367390923332e+00      -1.367390923409e+00      -1.366759281683e-01      -1.823187506981e+00      -1.372259644726e+00      -1.367526234858e+00      -8.567081062673e-01       5.444538563401e-01       5.442711691930e-01       1.144437700773e-07       1.145404350540e-07       1.145404435609e-07       1.145403926461e-07       1.144413584675e-07       1.145356284980e-07       1.145390106671e-07       1.145403926474e-07 
       1.341130231029e-05      -1.823721443618e+00      -1.367791773348e+00      -1.367791773432e+00      -1.366892074175e-01      -1.823721412654e+00      -1.372661876400e+00      -1.367927122281e+00      -8.569481320687e-01       5.444669526413e-01       5.442843171435e-01       1.813077590559e-07       1.815381065751e-07       1.815381148332e-07       1.815380002281e-07       1.813017085837e-07       1.815275817785e-07       1.815358503704e-07       1.815380002334e-07 
       1.688382928368e-05      -1.824642284677e+00      -1.368483442202e+00      -1.368483442326e+00      -1.367063861891e-01      -1.824642206664e+00      -1.373355892598e+00      -1.368618852614e+00      -8.573599180415e-01       5.444689195986e-01       5.442863707921e-01       2.871438895397e-07       2.877197859711e-07       2.877198004272e-07       2.877195224435e-07       2.871286915164e-07       2.876951368244e-07       2.877158848945e-07       2.877195224643e-07 
       2.125548173362e-05      -1.826130361301e+00      -1.369602207070e+00      -1.369602207447e+00      -1.367317034879e-01      -1.826130160115e+00      -1.374478330387e+00      -1.369737706635e+00      -8.580249513242e-01       5.444645154057e-01       5.442821122678e-01       4.545364426025e-07       4.560019651436e-07       4.560020089431e-07       4.560013125504e-07       4.544976144169e-07       4.559416663733e-07       4.559948711585e-07       4.560013126334e-07 
       2.675906609438e-05      -1.828436661466e+00      -1.371338682897e+00      -1.371338683884e+00      -1.367744546576e-01      -1.828436150081e+00      -1.376220206800e+00      -1.371474301374e+00      -8.590586076573e-01       5.444697591818e-01       5.442875810624e-01       7.190462349179e-07       7.227203341538e-07       7.227204418095e-07       7.227187165716e-07       7.189481453821e-07       7.225731263485e-07       7.227073444961e-07       7.227187169019e-07 
       3.368766830209e-05      -1.832163843030e+00      -1.374151243299e+00      -1.374151245928e+00      -1.368380059138e-01      -1.832162547507e+00      -1.379040784326e+00      -1.374286996207e+00      -8.607304500784e-01       5.444578978330e-01       5.442760832976e-01       1.136119409122e-06       1.145414235870e-06       1.145414515462e-06       1.145410177438e-06       1.135871834693e-06       1.145047674919e-06       1.145387887865e-06       1.145410178751e-06 
       4.241026168960e-05      -1.837979717396e+00      -1.378556069555e+00      -1.378556076355e+00      -1.369423606539e-01      -1.837976456668e+00      -1.383456288696e+00      -1.378691904082e+00      -8.633507664783e-01       5.444567039976e-01       5.442754573698e-01       1.792044488098e-06       1.815356400123e-06       1.815357109548e-06       1.815346275763e-06       1.791423195358e-06       1.814446343760e-06       1.815301974624e-06       1.815346280974e-06 
       5.339135616187e-05      -1.847173165504e+00      -1.385559310519e+00      -1.385559328061e+00      -1.371061529455e-01      -1.847164952501e+00      -1.390471757941e+00      -1.385694920140e+00      -8.675159197656e-01       5.444473895547e-01       5.442670463378e-01       2.818580666253e-06       2.877105401201e-06       2.877107195646e-06       2.877080060026e-06       2.817022306378e-06       2.874830933246e-06       2.876986478853e-06       2.877080080680e-06 
       6.721573504233e-05      -1.861617394339e+00      -1.396663342819e+00      -1.396663387630e+00      -1.373653683414e-01      -1.861596817754e+00      -1.401583460104e+00      -1.396797743071e+00      -8.741197763015e-01       5.444309604612e-01       5.442520397995e-01       4.413196153198e-06       4.559790449526e-06       4.559795007983e-06       4.559727103163e-06       4.409307445687e-06       4.554102250170e-06       4.559519437990e-06       4.559727184826e-06 
       8.461959691722e-05      -1.884162115351e+00      -1.414247886740e+00      -1.414247998996e+00      -1.377772561709e-01      -1.884110811889e+00      -1.419150932317e+00      -1.414378276691e+00      -8.845782744771e-01       5.444094459364e-01       5.442327559170e-01       6.860595129327e-06       7.226550390879e-06       7.226561798098e-06       7.226392295070e-06       6.850950212778e-06       7.212331371786e-06       7.225914376841e-06       7.226392616698e-06 
       1.065297608949e-04      -1.919061219491e+00      -1.442105794214e+00      -1.442106075157e+00      -1.384308048993e-01      -1.918933829796e+00      -1.446908472543e+00      -1.442224530741e+00      -9.011471717065e-01       5.443787344495e-01       5.442055334668e-01       1.054276545511e-05       1.145279718675e-05       1.145282571699e-05       1.145240380542e-05       1.051902008827e-05       1.141725454825e-05       1.145127332810e-05       1.145240506450e-05 
       1.341130231029e-04      -1.972363860713e+00      -1.486258232362e+00      -1.486258935992e+00      -1.394660541407e-01      -1.972049491979e+00      -1.490718486826e+00      -1.486345110108e+00      -9.274068440605e-01       5.443283467396e-01       5.441605681952e-01       1.589980659928e-05       1.815011055512e-05       1.815018172754e-05       1.814913613076e-05       1.584202196460e-05       1.806131201429e-05       1.814639876670e-05       1.814914101418e-05 
       1.688382928368e-04      -2.051942926481e+00      -1.556213808114e+00      -1.556215550090e+00      -1.411074343709e-01      -2.051175649258e+00      -1.559676803036e+00      -1.556216896367e+00      -9.690124279827e-01       5.442522879893e-01       5.440928283981e-01       2.324975321833e-05       2.876277223758e-05       2.876294904327e-05       2.876037751607e-05       2.311184314628e-05       2.854140904572e-05       2.875364152419e-05       2.876039619504e-05 
       2.125548173362e-04      -2.166440717222e+00      -1.667065116044e+00      -1.667069471565e+00      -1.437075168315e-01      -2.164598163618e+00      -1.667821317338e+00      -1.666851558398e+00      -1.034937806860e+00       5.441295437092e-01       5.439826165089e-01       3.226422490992e-05       4.557760637353e-05       4.557804333345e-05       4.557179401039e-05       3.194522207798e-05       4.502761612846e-05       4.555498536728e-05       4.557186402038e-05 
       2.675906609438e-04      -2.321122254621e+00      -1.842674689099e+00      -1.842685451592e+00      -1.478271734665e-01      -2.316815392421e+00      -1.836383924264e+00      -1.841908405691e+00      -1.139371038846e+00       5.439386106835e-01       5.438099851812e-01       4.079178614141e-05       7.221489644338e-05       7.221596589059e-05       7.220106768904e-05       4.009193496725e-05       7.085635597716e-05       7.215864709209e-05       7.220132273389e-05 
