# Matter power spectrum P(k) at redshift z=0.5
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.065297608949e-05       3.238142616332e+01 
       1.341130231029e-05       3.417213309670e+01 
       1.688382928368e-05       4.224178045623e+01 
       2.125548173362e-05       5.387402071423e+01 
       2.675906609438e-05       6.636326115475e+01 
       3.368766830209e-05       8.439399579743e+01 
       4.241026168960e-05       1.049837986482e+02 
       5.339135616187e-05       1.312531170286e+02 
       6.721573504233e-05       1.640484737531e+02 
       8.461959691722e-05       2.046745535343e+02 
       1.065297608949e-04       2.552098125528e+02 
       1.341130231029e-04       3.182948554919e+02 
       1.688382928368e-04       3.968723886699e+02 
       2.125548173362e-04       4.948783509843e+02 
       2.675906609438e-04       6.169563820583e+02 
       3.368766830209e-04       7.688852311456e+02 
       4.241026168960e-04       9.577671701908e+02 
       5.339135616187e-04       1.192157463749e+03 
       6.721573504233e-04       1.482286680922e+03 
       8.461959691722e-04       1.840125069651e+03 
       1.065297608949e-03       2.279357945352e+03 
       1.341130231029e-03       2.815070348599e+03 
       1.688382928368e-03       3.462819107519e+03 
       2.125548173362e-03       4.237192584700e+03 
       2.675906609438e-03       5.149253255774e+03 
       3.368766830209e-03       6.202977923277e+03 
       4.241026168960e-03       7.390628033972e+03 
       5.339135616187e-03       8.686062624181e+03 
       6.721573504233e-03       1.003754336347e+04 
       8.461959691722e-03       1.135891928676e+04 
       1.065297608949e-02       1.251999466960e+04 
       1.341130231029e-02       1.334580770297e+04 
       1.688382928364e-02       1.362674513342e+04 
       2.125548150196e-02       1.316145770426e+04 
       2.675890332307e-02       1.187129011807e+04 
       3.366656121949e-02       9.967469668289e+03 
       4.174812847909e-02       8.113150323838e+03 
       4.845224332871e-02       7.074525650081e+03 
       5.333502158212e-02       6.558571708692e+03 
       5.737910415683e-02       6.233097400654e+03 
       6.099820005948e-02       5.985628249774e+03 
       6.437813162235e-02       5.768786316573e+03 
       6.761782965077e-02       5.558668804660e+03 
       7.077686273009e-02       5.342570150220e+03 
       7.389448284757e-02       5.114444340481e+03 
       7.699842267797e-02       4.872859117648e+03 
       8.010941563580e-02       4.619849818985e+03 
       8.324371480182e-02       4.359992968432e+03 
       8.641458889910e-02       4.099578507540e+03 
       8.963325723707e-02       3.845746398073e+03 
       9.290949883744e-02       3.605623673841e+03 
       9.625206312119e-02       3.385533728504e+03 
       9.966895476000e-02       3.190304080597e+03 
       1.031676359049e-01       3.022740200840e+03 
       1.067551724874e-01       2.883343387814e+03 
       1.104383416310e-01       2.770177849853e+03 
       1.142237113752e-01       2.678925792043e+03 
       1.181177002795e-01       2.603215199162e+03 
       1.221266221640e-01       2.535173362910e+03 
       1.262567197402e-01       2.466390494257e+03 
       1.305141898968e-01       2.389230105347e+03 
       1.349052027484e-01       2.298337066810e+03 
       1.394359161201e-01       2.191931798767e+03 
       1.441124868442e-01       2.072406479210e+03 
       1.489410800631e-01       1.945895024695e+03 
       1.539278775987e-01       1.820827001711e+03 
       1.590790863779e-01       1.705844739264e+03 
       1.644009478495e-01       1.607638468549e+03 
       1.698997492987e-01       1.529256040660e+03 
       1.755818379464e-01       1.469301084275e+03 
       1.814536387056e-01       1.422232981283e+03 
       1.875216764605e-01       1.380179419180e+03 
       1.937926037288e-01       1.334426921120e+03 
       2.002732345703e-01       1.278671603166e+03 
       2.069705856216e-01       1.212329281281e+03 
       2.138919251668e-01       1.140274820440e+03 
       2.210448312180e-01       1.070200499523e+03 
       2.284372596770e-01       1.008944713778e+03 
       2.360776238015e-01       9.597911413616e+02 
       2.439748864236e-01       9.213283592125e+02 
       2.521386666777e-01       8.881104833539e+02 
       2.605793634242e-01       8.535560571964e+02 
       2.693082981334e-01       8.137995350647e+02 
       2.783378807602e-01       7.698154539713e+02 
       2.876818031601e-01       7.264320407892e+02 
       2.973552659400e-01       6.886134174152e+02 
       3.073752464211e-01       6.576250925281e+02 
       3.177608177653e-01       6.306680898629e+02 
       3.285335325042e-01       6.036317586270e+02 
       3.397178880384e-01       5.745042144128e+02 
       3.513418976134e-01       5.448606911919e+02 
       3.634377985428e-01       5.178391007189e+02 
       3.760429411182e-01       4.943231194503e+02 
       3.892009183754e-01       4.726477393735e+02 
       4.029630213023e-01       4.507739721456e+02 
       4.173901403592e-01       4.287892374713e+02 
       4.325552892222e-01       4.081650646895e+02 
       4.485470120206e-01       3.893229803735e+02 
       4.654740710103e-01       3.712689910832e+02 
       4.834720332049e-01       3.532747433023e+02 
       5.027127475356e-01       3.359839645576e+02 
       5.234183539439e-01       3.196731673579e+02 
       5.458826421665e-01       3.035835376339e+02 
       5.705048023177e-01       2.877892260657e+02 
       5.978450290190e-01       2.723697536990e+02 
       6.287207309535e-01       2.569157186265e+02 
       6.643829030557e-01       2.413746923029e+02 
       7.068621400517e-01       2.253638098089e+02 
       7.597018663167e-01       2.084773700045e+02 
       8.296366180581e-01       1.899758764469e+02 
       9.305522312713e-01       1.687185877554e+02 
       1.090628146677e+00       1.433805590957e+02 
       1.344459231526e+00       1.150370902261e+02 
       1.690134455615e+00       8.869663549101e+01 
       2.127709730039e+00       6.626963580454e+01 
       2.678627697715e+00       4.786729452584e+01 
       3.372192477317e+00       3.347737725020e+01 
       4.245338803155e+00       2.276348041773e+01 
       5.344564900968e+00       1.510919104048e+01 
       6.728408568812e+00       9.822766948556e+00 
       8.470564528211e+00       6.274498025725e+00 
       1.066380893681e+01       3.946420926383e+00 
       1.342494005706e+01       2.447759309760e+00 
       1.690099818965e+01       1.499373409241e+00 
       2.127709610564e+01       9.079889895263e-01 
       2.678627697658e+01       5.441202142124e-01 
       3.372192477317e+01       3.229609995506e-01 
       4.245338803155e+01       1.900159092314e-01 
       5.344564900968e+01       1.109031248719e-01 
       6.728408568812e+01       6.425451515635e-02 
       8.470564528211e+01       3.697678259300e-02 
       1.066380893681e+02       2.114944886894e-02 
       1.342494005706e+02       1.202940564461e-02 
       1.690099818965e+02       6.806578556761e-03 
       2.127709610564e+02       3.832587885664e-03 
