# Matter power spectrum P(k) at redshift z=0.5
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.065297608949e-05       3.208129838869e+01 
       1.341130231029e-05       3.395382944086e+01 
       1.688382928368e-05       4.206917665290e+01 
       2.125548173362e-05       5.373462659455e+01 
       2.675906609438e-05       6.625193356130e+01 
       3.368766830209e-05       8.430244905337e+01 
       4.241026168960e-05       1.049081827056e+02 
       5.339135616187e-05       1.311889696567e+02 
       6.721573504233e-05       1.639923439066e+02 
       8.461959691722e-05       2.046236350756e+02 
       1.065297608949e-04       2.551618013536e+02 
       1.341130231029e-04       3.182480598616e+02 
       1.688382928368e-04       3.968261372856e+02 
       2.125548173362e-04       4.948337691714e+02 
       2.675906609438e-04       6.169181143656e+02 
       3.368766830209e-04       7.688647269092e+02 
       4.241026168960e-04       9.577887688989e+02 
       5.339135616187e-04       1.192268943974e+03 
       6.721573504233e-04       1.482575943935e+03 
       8.461959691722e-04       1.840742973136e+03 
       1.065297608949e-03       2.280543518613e+03 
       1.341130231029e-03       2.817174149932e+03 
       1.688382928368e-03       3.466338743419e+03 
       2.125548173362e-03       4.242855528174e+03 
       2.675906609438e-03       5.158105759641e+03 
       3.368766830209e-03       6.216413487948e+03 
       4.241026168960e-03       7.410554363947e+03 
       5.339135616187e-03       8.715233914073e+03 
       6.721573504233e-03       1.007906739348e+04 
       8.461959691722e-03       1.141653254603e+04 
       1.065297608949e-02       1.259910510244e+04 
       1.341130231029e-02       1.345123836358e+04 
       1.688382928364e-02       1.376153689975e+04 
       2.125548150196e-02       1.332440838550e+04 
       2.675890332307e-02       1.205114668910e+04 
       3.366656121949e-02       1.014459248348e+04 
       4.174812847909e-02       8.270255597387e+03 
       4.845224332871e-02       7.212903339849e+03 
       5.333502158212e-02       6.684438796199e+03 
       5.737910415683e-02       6.349155584443e+03 
       6.099820005948e-02       6.092881905913e+03 
       6.437813162235e-02       5.867411965514e+03 
       6.761782965077e-02       5.648391672633e+03 
       7.077686273009e-02       5.422873916388e+03 
       7.389448284757e-02       5.184714499183e+03 
       7.699842267797e-02       4.932492987221e+03 
       8.010941563580e-02       4.668344215035e+03 
       8.324371480182e-02       4.397009857137e+03 
       8.641458889910e-02       4.124988279053e+03 
       8.963325723707e-02       3.859645759066e+03 
       9.290949883744e-02       3.608327530748e+03 
       9.625206312119e-02       3.377543779681e+03 
       9.966895476000e-02       3.172258451298e+03 
       1.031676359049e-01       2.995350704200e+03 
       1.067551724874e-01       2.847328995958e+03 
       1.104383416310e-01       2.726199883949e+03 
       1.142237113752e-01       2.627530295305e+03 
       1.181177002795e-01       2.544788805316e+03 
       1.221266221640e-01       2.469916886056e+03 
       1.262567197402e-01       2.394318614701e+03 
       1.305141898968e-01       2.310203751565e+03 
       1.349052027484e-01       2.212131041972e+03 
       1.394359161201e-01       2.098329145019e+03 
       1.441124868442e-01       1.971298649905e+03 
       1.489410800631e-01       1.837359592701e+03 
       1.539278775987e-01       1.705158452258e+03 
       1.590790863779e-01       1.583529230964e+03 
       1.644009478495e-01       1.479283215674e+03 
       1.698997492987e-01       1.395498628719e+03 
       1.755818379464e-01       1.330726799306e+03 
       1.814536387056e-01       1.279319512811e+03 
       1.875216764605e-01       1.233282264008e+03 
       1.937926037288e-01       1.183790874476e+03 
       2.002732345703e-01       1.124486596444e+03 
       2.069705856216e-01       1.054819165297e+03 
       2.138919251668e-01       9.797572815415e+02 
       2.210448312180e-01       9.070857323392e+02 
       2.284372596770e-01       8.436809393554e+02 
       2.360776238015e-01       7.928007402422e+02 
       2.439748864236e-01       7.529709295648e+02 
       2.521386666777e-01       7.186812925153e+02 
       2.605793634242e-01       6.833094352416e+02 
       2.693082981334e-01       6.429798184182e+02 
       2.783378807602e-01       5.986742939567e+02 
       2.876818031601e-01       5.552086134172e+02 
       2.973552659400e-01       5.175001302957e+02 
       3.073752464211e-01       4.867668308334e+02 
       3.177608177653e-01       4.601915547506e+02 
       3.285335325042e-01       4.336597720478e+02 
       3.397178880384e-01       4.051643624390e+02 
       3.513418976134e-01       3.763247663329e+02 
       3.634377985428e-01       3.500904370979e+02 
       3.760429411182e-01       3.275372358974e+02 
       3.892009183754e-01       3.068800297770e+02 
       4.029630213023e-01       2.860997681590e+02 
       4.173901403592e-01       2.653069651621e+02 
       4.325552892222e-01       2.459458230128e+02 
       4.485470120206e-01       2.284179643680e+02 
       4.654740710103e-01       2.117624450834e+02 
       4.834720332049e-01       1.952850278170e+02 
       5.027127475356e-01       1.796167971261e+02 
       5.234183539439e-01       1.650322131490e+02 
       5.458826421665e-01       1.508230222337e+02 
       5.705048023177e-01       1.370850424803e+02 
       5.978450290190e-01       1.239268560584e+02 
       6.287207309535e-01       1.110132767433e+02 
       6.643829030557e-01       9.837276388987e+01 
       7.068621400517e-01       8.577388607170e+01 
       7.597018663167e-01       7.305713019687e+01 
       8.296366180581e-01       5.994425206123e+01 
       9.305522312713e-01       4.618923015608e+01 
       1.090628146677e+00       3.205555578109e+01 
       1.344459231526e+00       1.964646878061e+01 
       1.690134455615e+00       1.139334379899e+01 
       2.127709730039e+00       6.525573109763e+00 
       2.678627697715e+00       3.706843614341e+00 
       3.372192477317e+00       2.090155360944e+00 
       4.245338803155e+00       1.170662122133e+00 
       5.344564900968e+00       6.516488870556e-01 
       6.728408568812e+00       3.607546995918e-01 
       8.470564528211e+00       1.986800470892e-01 
       1.066380893681e+01       1.089171728162e-01 
       1.342494005706e+01       5.945305159831e-02 
       1.690099818965e+01       3.232771634429e-02 
       2.127709610564e+01       1.751209857279e-02 
       2.678627697658e+01       9.454658876066e-03 
       3.372192477317e+01       5.087218958078e-03 
       4.245338803155e+01       2.728344259876e-03 
       5.344564900968e+01       1.458363344595e-03 
       6.728408568812e+01       7.765261437149e-04 
       8.470564528211e+01       4.117195456279e-04 
       1.066380893681e+02       2.170803477440e-04 
       1.342494005706e+02       1.135831919885e-04 
       1.690099818965e+02       5.883201457359e-05 
       2.127709610564e+02       3.002919525701e-05 
