# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=50
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.573324639647e+00      -1.179993479598e+00      -1.179993479592e+00      -1.179994754578e-01      -1.573324639649e+00      -1.528791260691e+00      -1.278107996420e+00      -1.185293484504e+00       6.066763565994e-01       5.987184287838e-01       2.203740880203e-08       2.203740707468e-08       2.203740629262e-08       2.203740585175e-08       2.203740322797e-08       2.203742628937e-08       2.203726931605e-08       2.203740585175e-08 
       1.341130231029e-05      -1.573342472361e+00      -1.180006854235e+00      -1.180006854225e+00      -1.179998283081e-01      -1.573342472352e+00      -1.528808589048e+00      -1.278122483302e+00      -1.185306919167e+00       6.066762947181e-01       5.987184249469e-01       3.492653642837e-08       3.492693586518e-08       3.492693509899e-08       3.492692669668e-08       3.492651471812e-08       3.492657170191e-08       3.492654123065e-08       3.492692669668e-08 
       1.688382928368e-05      -1.573366802336e+00      -1.180025101910e+00      -1.180025101887e+00      -1.180005924800e-01      -1.573366802307e+00      -1.528832230721e+00      -1.278142247968e+00      -1.185325248726e+00       6.066771799048e-01       5.987193566205e-01       5.535422264139e-08       5.535555359695e-08       5.535555118966e-08       5.535552487929e-08       5.535416555049e-08       5.535429343949e-08       5.535462766245e-08       5.535552487930e-08 
       2.125548173362e-05      -1.573415111660e+00      -1.180061335472e+00      -1.180061335439e+00      -1.180013432710e-01      -1.573415111503e+00      -1.528879173235e+00      -1.278181493243e+00      -1.185361644845e+00       6.066761451257e-01       5.987185067322e-01       8.772749960113e-08       8.773254604533e-08       8.773254205135e-08       8.773244447023e-08       8.772731918705e-08       8.772766892725e-08       8.772973330968e-08       8.773244447025e-08 
       2.675906609438e-05      -1.573491102303e+00      -1.180118333291e+00      -1.180118333250e+00      -1.180025311469e-01      -1.573491101760e+00      -1.528953014243e+00      -1.278243227575e+00      -1.185418898362e+00       6.066746479102e-01       5.987173119890e-01       1.390310235298e-07       1.390464760454e-07       1.390464716505e-07       1.390461746496e-07       1.390305022702e-07       1.390314289988e-07       1.390385910039e-07       1.390461746497e-07 
       3.368766830209e-05      -1.573610861651e+00      -1.180208166042e+00      -1.180208166007e+00      -1.180044625582e-01      -1.573610860069e+00      -1.529069385204e+00      -1.278340520918e+00      -1.185509133990e+00       6.066724424749e-01       5.987155718610e-01       2.203303669318e-07       2.203732992281e-07       2.203732965801e-07       2.203724738274e-07       2.203289585293e-07       2.203313501939e-07       2.203523299500e-07       2.203724738278e-07 
       4.241026168960e-05      -1.573797680956e+00      -1.180348314629e+00      -1.180348314622e+00      -1.180076570924e-01      -1.573797676685e+00      -1.529250918440e+00      -1.278492299739e+00      -1.185649910870e+00       6.066696892496e-01       5.987135262814e-01       3.491542394150e-07       3.492672219856e-07       3.492672249515e-07       3.492650639032e-07       3.491505691193e-07       3.491566157438e-07       3.492134068233e-07       3.492650639047e-07 
       5.339135616187e-05      -1.574104522548e+00      -1.180578540478e+00      -1.180578540728e+00      -1.180122063180e-01      -1.574104510834e+00      -1.529549076037e+00      -1.278741603291e+00      -1.185881168184e+00       6.066626228484e-01       5.987077072275e-01       5.532463978548e-07       5.535466667997e-07       5.535467085152e-07       5.535409674025e-07       5.532367349952e-07       5.532523535202e-07       5.534055332568e-07       5.535409674084e-07 
       6.721573504233e-05      -1.574579877380e+00      -1.180935291397e+00      -1.180935292251e+00      -1.180199358792e-01      -1.574579847257e+00      -1.530010974490e+00      -1.279127855483e+00      -1.186239515863e+00       6.066541333823e-01       5.987010644927e-01       8.765376343422e-07       8.773044776984e-07       8.773046088882e-07       8.772899565849e-07       8.765130538649e-07       8.765523664687e-07       8.769472751733e-07       8.772899566086e-07 
       8.461959691722e-05      -1.575318689325e+00      -1.181489973007e+00      -1.181489975114e+00      -1.180328693374e-01      -1.575318613843e+00      -1.530728863715e+00      -1.279728263148e+00      -1.186796676258e+00       6.066442545523e-01       5.986939431974e-01       1.388504131598e-06       1.390421675018e-06       1.390422000699e-06       1.390385386605e-06       1.388442498673e-06       1.388540109315e-06       1.389534405585e-06       1.390385386700e-06 
