# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.609006987800e+00      -1.206755264624e+00      -1.206755264627e+00      -1.206550063051e-01      -1.609006986586e+00      -1.247898207234e+00      -1.208205654337e+00      -1.178167452072e+00       5.978313103787e-01       5.971256245401e-01       7.139808267669e-08       7.141351105062e-08       7.141352461887e-08       7.141349363028e-08       7.139738183630e-08       7.140918655247e-08       7.141248321061e-08       7.141349363041e-08 
       1.341130231029e-05      -1.609201465130e+00      -1.206901163584e+00      -1.206901163604e+00      -1.206588716439e-01      -1.609201461845e+00      -1.248049063701e+00      -1.208351727034e+00      -1.178309608284e+00       5.978312616904e-01       5.971256425598e-01       1.131426157666e-07       1.131827160865e-07       1.131827429613e-07       1.131826672841e-07       1.131407783731e-07       1.131720823948e-07       1.131808767953e-07       1.131826672846e-07 
       1.688382928368e-05      -1.609483866576e+00      -1.207113066123e+00      -1.207113066153e+00      -1.206654869171e-01      -1.609483858194e+00      -1.248268148664e+00      -1.208563880503e+00      -1.178516100275e+00       5.978376288500e-01       5.971321092114e-01       1.792821802092e-07       1.793830789921e-07       1.793831129088e-07       1.793829334199e-07       1.792775382908e-07       1.793572947615e-07       1.793797620170e-07       1.793829334219e-07 
       2.125548173362e-05      -1.609965004782e+00      -1.207474195737e+00      -1.207474195817e+00      -1.206749953182e-01      -1.609964982595e+00      -1.248641474405e+00      -1.208925431968e+00      -1.178867963520e+00       5.978392899587e-01       5.971339455375e-01       2.840410123974e-07       2.843021201668e-07       2.843021847245e-07       2.843017323898e-07       2.840289359997e-07       2.842367016099e-07       2.842955600189e-07       2.843017323978e-07 
       2.675906609438e-05      -1.610747525690e+00      -1.208061787709e+00      -1.208061787970e+00      -1.206904515210e-01      -1.610747468270e+00      -1.249248801063e+00      -1.209513697873e+00      -1.179440477046e+00       5.978368424030e-01       5.971317712416e-01       4.499230845082e-07       4.505876383272e-07       4.505878068110e-07       4.505866668323e-07       4.498921671845e-07       4.504229749546e-07       4.505738030616e-07       4.505866668641e-07 
       3.368766830209e-05      -1.611979238636e+00      -1.208987355655e+00      -1.208987356385e+00      -1.207146569065e-01      -1.611979091770e+00      -1.250205163497e+00      -1.210440294518e+00      -1.180342288806e+00       5.978348617624e-01       5.971302251468e-01       7.124437171591e-07       7.141294272021e-07       7.141298423912e-07       7.141269720386e-07       7.123651157089e-07       7.137148297331e-07       7.140989596669e-07       7.141269721652e-07 
       4.241026168960e-05      -1.613933911939e+00      -1.210457843142e+00      -1.210457845097e+00      -1.207534808630e-01      -1.613933540016e+00      -1.251723867455e+00      -1.211912337840e+00      -1.181775040985e+00       5.978305335463e-01       5.971265787694e-01       1.127565893340e-06       1.131813479646e-06       1.131814529227e-06       1.131807325036e-06       1.127367517182e-06       1.130773488280e-06       1.131743636799e-06       1.131807325540e-06 
       5.339135616187e-05      -1.617037493265e+00      -1.212796933842e+00      -1.212796939110e+00      -1.208142439983e-01      -1.617036548849e+00      -1.254137800956e+00      -1.214253687867e+00      -1.184054072995e+00       5.978208132448e-01       5.971179544118e-01       1.783053349248e-06       1.793778602486e-06       1.793781257076e-06       1.793763107913e-06       1.782551760962e-06       1.791157703543e-06       1.793612835323e-06       1.793763109915e-06 
       6.721573504233e-05      -1.621935115510e+00      -1.216498726951e+00      -1.216498740499e+00      -1.209109109900e-01      -1.621932737920e+00      -1.257953514294e+00      -1.217958549018e+00      -1.187660815371e+00       5.978071887325e-01       5.971060502903e-01       2.815930983979e-06       2.842893555154e-06       2.842900249202e-06       2.842854687567e-06       2.814670195049e-06       2.836314340623e-06       2.842493824469e-06       2.842854695520e-06 
       8.461959691722e-05      -1.629648369257e+00      -1.222355051976e+00      -1.222355085903e+00      -1.210648996363e-01      -1.629642413715e+00      -1.263978832153e+00      -1.223818482808e+00      -1.193366753818e+00       5.977890942295e-01       5.970906547676e-01       4.438014937902e-06       4.505576336848e-06       4.505593114567e-06       4.505479048437e-06       4.434858669139e-06       4.489104241971e-06       4.504601898754e-06       4.505479079996e-06 
