# Matter power spectrum P(k) at redshift z=0.25
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.065297608949e-05       4.065868988272e+01 
       1.341130231029e-05       4.400269531611e+01 
       1.688382928368e-05       5.457646298002e+01 
       2.125548173362e-05       6.951679891368e+01 
       2.675906609438e-05       8.584867584599e+01 
       3.368766830209e-05       1.089805446999e+02 
       4.241026168960e-05       1.356625657369e+02 
       5.339135616187e-05       1.696004311653e+02 
       6.721573504233e-05       2.119544074308e+02 
       8.461959691722e-05       2.644578504219e+02 
       1.065297608949e-04       3.297830092619e+02 
       1.341130231029e-04       4.113161543624e+02 
       1.688382928368e-04       5.128812805870e+02 
       2.125548173362e-04       6.395449511858e+02 
       2.675906609438e-04       7.973204768600e+02 
       3.368766830209e-04       9.936828080069e+02 
       4.241026168960e-04       1.237815271908e+03 
       5.339135616187e-04       1.540795675302e+03 
       6.721573504233e-04       1.915882073763e+03 
       8.461959691722e-04       2.378616855634e+03 
       1.065297608949e-03       2.946794328309e+03 
       1.341130231029e-03       3.640031951853e+03 
       1.688382928368e-03       4.478568952351e+03 
       2.125548173362e-03       5.481473617245e+03 
       2.675906609438e-03       6.663309607148e+03 
       3.368766830209e-03       8.029426287640e+03 
       4.241026168960e-03       9.570078173072e+03 
       5.339135616187e-03       1.125185951615e+04 
       6.721573504233e-03       1.300729889704e+04 
       8.461959691722e-03       1.472428390253e+04 
       1.065297608949e-02       1.623458768312e+04 
       1.341130231029e-02       1.730953697939e+04 
       1.688382928364e-02       1.767603319230e+04 
       2.125548150196e-02       1.707318547901e+04 
       2.675890332307e-02       1.539846933106e+04 
       3.366656121949e-02       1.292861862373e+04 
       4.174812847909e-02       1.052573755664e+04 
       4.845224332871e-02       9.181907239706e+03 
       5.333502158212e-02       8.515477674153e+03 
       5.737910415683e-02       8.095762944340e+03 
       6.099820005948e-02       7.777042720412e+03 
       6.437813162235e-02       7.497952041340e+03 
       6.761782965077e-02       7.227541915716e+03 
       7.077686273009e-02       6.949362739184e+03 
       7.389448284757e-02       6.655588575521e+03 
       7.699842267797e-02       6.344369618881e+03 
       8.010941563580e-02       6.018342632186e+03 
       8.324371480182e-02       5.683435659239e+03 
       8.641458889910e-02       5.347793980345e+03 
       8.963325723707e-02       5.020662267414e+03 
       9.290949883744e-02       4.711266284828e+03 
       9.625206312119e-02       4.427788704618e+03 
       9.966895476000e-02       4.176472920600e+03 
       1.031676359049e-01       3.960941702887e+03 
       1.067551724874e-01       3.781832187930e+03 
       1.104383416310e-01       3.636624958414e+03 
       1.142237113752e-01       3.519716170460e+03 
       1.181177002795e-01       3.422842644830e+03 
       1.221266221640e-01       3.335800056096e+03 
       1.262567197402e-01       3.247691207302e+03 
       1.305141898968e-01       3.148623137367e+03 
       1.349052027484e-01       3.031659734750e+03 
       1.394359161201e-01       2.894496302363e+03 
       1.441124868442e-01       2.740230125590e+03 
       1.489410800631e-01       2.576801526797e+03 
       1.539278775987e-01       2.415119768143e+03 
       1.590790863779e-01       2.266365799688e+03 
       1.644009478495e-01       2.139191010789e+03 
       1.698997492987e-01       2.037532978501e+03 
       1.755818379464e-01       1.959582995127e+03 
