# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.75
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.759737008744e+00      -1.319802973516e+00      -1.319802973586e+00      -1.319242704914e-01      -1.759736998923e+00      -1.326164069626e+00      -1.319985843534e+00      -9.412800660744e-01       5.602879144199e-01       5.600668130596e-01       1.103767531315e-07       1.104564032935e-07       1.104564129799e-07       1.104563634735e-07       1.103745877899e-07       1.104514522881e-07       1.104550117374e-07       1.104563634746e-07 
       1.341130231029e-05      -1.760201222646e+00      -1.320151447951e+00      -1.320151448028e+00      -1.319365492787e-01      -1.760201197520e+00      -1.326514181823e+00      -1.320334364081e+00      -9.415214079810e-01       5.603017451349e-01       5.600806984510e-01       1.748754143474e-07       1.750651067022e-07       1.750651158583e-07       1.750650048210e-07       1.748699718203e-07       1.750541759717e-07       1.750629006477e-07       1.750650048253e-07 
       1.688382928368e-05      -1.761016195599e+00      -1.320763476295e+00      -1.320763476408e+00      -1.319524306800e-01      -1.761016132250e+00      -1.327129054448e+00      -1.320946470639e+00      -9.419434669472e-01       5.603037536024e-01       5.600827978220e-01       2.769867470044e-07       2.774607668835e-07       2.774607825230e-07       2.774605134348e-07       2.769730721399e-07       2.774350229988e-07       2.774569216229e-07       2.774605134522e-07 
       2.125548173362e-05      -1.762337805343e+00      -1.321756773809e+00      -1.321756774151e+00      -1.319757516890e-01      -1.762337641651e+00      -1.328126854585e+00      -1.321939885269e+00      -9.426276689291e-01       5.602991648568e-01       5.600783626484e-01       4.385347242891e-07       4.397427052225e-07       4.397427532099e-07       4.397420777654e-07       4.384997312820e-07       4.396793797293e-07       4.397356178662e-07       4.397420778348e-07 
       2.675906609438e-05      -1.764378132686e+00      -1.323292237821e+00      -1.323292238722e+00      -1.320151590830e-01      -1.764377716065e+00      -1.329669000860e+00      -1.323475511562e+00      -9.436863949179e-01       5.603048337173e-01       5.600842688599e-01       6.939205876072e-07       6.969506595623e-07       6.969507773596e-07       6.969491031351e-07       6.938320991065e-07       6.967955443465e-07       6.969375351421e-07       6.969491034111e-07 
       3.368766830209e-05      -1.767690506104e+00      -1.325789791516e+00      -1.325789793922e+00      -1.320737363135e-01      -1.767689449851e+00      -1.332176758410e+00      -1.325973274381e+00      -9.454067340194e-01       5.602924606563e-01       5.600722788926e-01       1.096903523078e-06       1.104573589840e-06       1.104573896275e-06       1.104569683113e-06       1.096680011383e-06       1.104186449942e-06       1.104546501578e-06       1.104569684210e-06 
       4.241026168960e-05      -1.772849613648e+00      -1.329692314384e+00      -1.329692320618e+00      -1.321699095832e-01      -1.772846953583e+00      -1.336093493039e+00      -1.329876000197e+00      -9.480963057976e-01       5.602914687108e-01       5.600718857004e-01       1.731384460859e-06       1.750628201050e-06       1.750628979140e-06       1.750618453526e-06       1.730823152485e-06       1.749665806124e-06       1.750571572364e-06       1.750618457883e-06 
       5.339135616187e-05      -1.781016066923e+00      -1.335900862246e+00      -1.335900878353e+00      -1.323208574718e-01      -1.781009361338e+00      -1.342320287408e+00      -1.336084532452e+00      -9.523744981987e-01       5.602820154935e-01       5.600633858690e-01       2.726181690270e-06       2.774520373338e-06       2.774522342484e-06       2.774495963669e-06       2.724772263740e-06       2.772112530881e-06       2.774395073014e-06       2.774495980950e-06 
       6.721573504233e-05      -1.793862733713e+00      -1.345745561158e+00      -1.345745602326e+00      -1.325597382166e-01      -1.793845921198e+00      -1.352183153850e+00      -1.345928393445e+00      -9.591581107296e-01       5.602653278923e-01       5.600481998136e-01       4.276058958918e-06       4.397210521711e-06       4.397215528206e-06       4.397149480282e-06       4.272537243257e-06       4.391185129595e-06       4.396922151232e-06       4.397149548674e-06 
       8.461959691722e-05      -1.813948900048e+00      -1.361333783337e+00      -1.361333886474e+00      -1.329393444769e-01      -1.813906941377e+00      -1.367773298459e+00      -1.361513291655e+00      -9.698997382023e-01       5.602435699417e-01       5.600287979101e-01       6.666221352490e-06       6.968891699503e-06       6.968904229595e-06       6.968739257693e-06       6.657469827771e-06       6.953825147068e-06       6.968210329765e-06       6.968739527456e-06 
       1.065297608949e-04      -1.845133591167e+00      -1.386027594178e+00      -1.386027852311e+00      -1.335416926613e-01      -1.845029243736e+00      -1.392402772758e+00      -1.386196781696e+00      -9.869160461312e-01       5.602125890703e-01       5.600015079375e-01       1.029090232324e-05       1.104446529512e-05       1.104449664371e-05       1.104408560433e-05       1.026928947182e-05       1.100679609300e-05       1.104282510686e-05       1.104408666282e-05 
       1.341130231029e-04      -1.892995056529e+00      -1.425166169770e+00      -1.425166816483e+00      -1.344958173103e-01      -1.892736903134e+00      -1.431270855268e+00      -1.425306229565e+00      -1.013885521478e+00       5.601616834485e-01       5.599563530301e-01       1.563603184554e-05       1.750302478003e-05       1.750310302074e-05       1.750208273617e-05       1.558317125724e-05       1.740889553012e-05       1.749901684050e-05       1.750208685614e-05 
       1.688382928368e-04      -1.965014499220e+00      -1.487176549071e+00      -1.487178149602e+00      -1.360085971226e-01      -1.964381937930e+00      -1.492434639495e+00      -1.487238693966e+00      -1.056614725659e+00       5.600848506856e-01       5.598883771964e-01       2.314953816690e-05       2.773739457305e-05       2.773758908362e-05       2.773507346511e-05       2.302234637013e-05       2.750270423025e-05       2.772751502842e-05       2.773508930708e-05 
       2.125548173362e-04      -2.070004102447e+00      -1.585440188604e+00      -1.585444194334e+00      -1.384049246617e-01      -2.068475299293e+00      -1.588320565846e+00      -1.585298883836e+00      -1.124322046390e+00       5.599605998320e-01       5.597775546867e-01       3.282019545101e-05       4.395296359128e-05       4.395344490116e-05       4.394730667184e-05       3.252197124927e-05       4.336974124269e-05       4.392845461485e-05       4.394736650147e-05 
       2.675906609438e-04      -2.215071214629e+00      -1.741109693822e+00      -1.741119599395e+00      -1.422016851276e-01      -2.211460798091e+00      -1.737683862625e+00      -1.740446284369e+00      -1.231578476866e+00       5.597670029188e-01       5.596037708718e-01       4.316415475139e-05       6.964116526585e-05       6.964234547669e-05       6.962761794933e-05       4.249458692643e-05       6.820015053641e-05       6.958017208056e-05       6.962783820240e-05 
       3.368766830209e-04      -2.397640392574e+00      -1.987658469606e+00      -1.987682749929e+00      -1.482167717581e-01      -2.389423248800e+00      -1.968106585288e+00      -1.985669915544e+00      -1.401438297374e+00       5.594694703121e-01       5.593342193264e-01       4.931649728835e-05       1.103254495642e-04       1.103283042034e-04       1.102938934913e-04       4.792083064356e-05       1.067975109656e-04       1.101734714821e-04       1.102946767995e-04 
       4.241026168960e-04      -2.589930118373e+00      -2.378005673606e+00      -2.378064465881e+00      -1.577430861985e-01      -2.572314806720e+00      -2.318415944049e+00      -2.372681558563e+00      -1.670341637673e+00       5.590149194251e-01       5.589164213430e-01       4.093172635773e-05       1.747345325949e-04       1.747412940276e-04       1.746641225217e-04       3.839295784313e-05       1.662195325646e-04       1.743559795549e-04       1.746667895352e-04 
       5.339135616187e-04      -2.721634527800e+00      -2.995672379902e+00      -2.995811352454e+00      -1.728247549952e-01      -2.687419506212e+00      -2.839657577859e+00      -2.982017352433e+00      -2.095792413278e+00       5.583358777588e-01       5.582800026350e-01       4.609368226885e-06       2.766442535196e-04       2.766597650674e-04       2.764969127394e-04       1.168021456340e-06       2.565348129694e-04       2.757034592251e-04       2.765055464400e-04 
       6.721573504233e-04      -2.695625594209e+00      -3.972249781192e+00      -3.972567864244e+00      -1.966847028748e-01      -2.639383769827e+00      -3.592563509974e+00      -3.937970525347e+00      -2.768387184261e+00       5.573422758059e-01       5.573256955484e-01      -5.737273087533e-05       4.377495243312e-04       4.377834947649e-04       4.374668977291e-04      -5.866660110842e-05       3.917611380975e-04       4.354220550169e-04       4.374934018450e-04 
       8.461959691722e-04      -2.504925196361e+00      -5.514521389721e+00      -5.515216164519e+00      -2.343913917386e-01      -2.436377321840e+00      -4.641525466044e+00      -5.429786949046e+00      -3.830508084207e+00       5.559248219996e-01       5.559299170344e-01      -9.237317957168e-05       6.921286843211e-04       6.921984699575e-04       6.916326020119e-04      -8.339471646274e-05       5.915797919082e-04       6.864155690815e-04       6.917099579243e-04 
       1.065297608949e-03      -2.381770616904e+00      -7.946362506717e+00      -7.947782675297e+00      -2.938768701702e-01      -2.336855078567e+00      -6.056297860455e+00      -7.740283479345e+00      -5.505170653843e+00       5.539381020136e-01       5.539411390019e-01      -4.035490995455e-05       1.093129845154e-03       1.093262242007e-03       1.092269570756e-03      -1.595727015455e-05       8.852605140614e-04       1.079279141949e-03       1.092485661838e-03 
       1.341130231029e-03      -2.459350622297e+00      -1.177284169034e+01      -1.177550414206e+01      -3.874888520529e-01      -2.459654947859e+00      -7.948967346352e+00      -1.128213941284e+01      -8.139980573134e+00       5.511695310032e-01       5.511653194209e-01      -4.038471288754e-05       1.723910419624e-03       1.724141210569e-03       1.722235033190e-03      -2.229176378054e-05       1.316731806181e-03       1.690941780073e-03       1.722817726256e-03 
       1.688382928368e-03      -2.321750595201e+00      -1.777668269041e+01      -1.778122366439e+01      -5.343572000360e-01      -2.318793015870e+00      -1.053121336228e+01      -1.664184904122e+01      -1.227327521254e+01       5.473265763339e-01       5.473255499532e-01      -1.024432810591e-04       2.713303404628e-03       2.713675768571e-03       2.709828990284e-03      -1.125601308471e-04       1.936190026849e-03       2.636746765349e-03       2.711358380776e-03 
       2.125548173362e-03      -2.363186422703e+00      -2.716172967998e+01      -2.716898848283e+01      -7.638964084738e-01      -2.332311720601e+00      -1.401507337832e+01      -2.463679791749e+01      -1.873303796403e+01       5.420875740957e-01       5.420845317752e-01      -1.832009344432e-05       4.259375992719e-03       4.259943411025e-03       4.252001762676e-03      -2.237729860269e-05       2.770508074554e-03       4.086711404551e-03       4.255935664597e-03 
       2.675906609438e-03      -2.208609415407e+00      -4.176079513631e+01      -4.177263673024e+01      -1.120732920556e+00      -2.200750530859e+00      -1.837866512207e+01      -3.639661092083e+01      -2.877951782099e+01       5.350651790830e-01       5.350637560806e-01      -8.897935634626e-05       6.663639479286e-03       6.664507478075e-03       6.647349874311e-03      -6.454727087588e-05       3.851542832032e-03       6.284952658437e-03       6.657313499434e-03 
       3.368766830209e-03      -2.193038132953e+00      -6.433050247573e+01      -6.435161708740e+01      -1.671784371996e+00      -2.164858642454e+00      -2.358513939404e+01      -5.344448296470e+01      -4.430861958339e+01       5.258307918593e-01       5.258292852836e-01      -1.150913719794e-04       1.037959501822e-02       1.038097808632e-02       1.034307160141e-02      -1.278228665639e-04       5.230820593284e-03       9.565769396653e-03       1.036799444039e-02 
       4.241026168960e-03      -2.116989212526e+00      -9.895957121389e+01      -9.899829599651e+01      -2.515540054680e+00      -2.084686245861e+00      -2.950961489895e+01      -7.763210753146e+01      -6.813062565410e+01       5.139335144475e-01       5.139325623548e-01      -1.512107084944e-04       1.607969720965e-02       1.608187090335e-02       1.599637097103e-02      -1.410362764687e-04       6.689718314557e-03       1.435469942539e-02       1.605802985346e-02 
       5.339135616187e-03      -2.039813002781e+00      -1.515931333792e+02      -1.516666723725e+02      -3.793468037473e+00      -2.008562253908e+00      -3.260758245543e+01      -1.109165772145e+02      -1.043299868551e+02       4.988950759185e-01       4.988948599657e-01      -3.026112911486e-05       2.474167200849e-02       2.474505512077e-02       2.454998360192e-02      -2.848868855858e-05       7.209855246070e-03       2.130322082344e-02       2.470089206442e-02 
       6.721573504233e-03      -1.930990189318e+00      -2.306523004856e+02      -2.307998056554e+02      -5.702481846827e+00      -1.920891703786e+00      -3.262489805601e+01      -1.555082218142e+02      -1.586971607986e+02       4.802395469958e-01       4.802394717502e-01      -9.568871372876e-05       3.775102848145e-02       3.775632991330e-02       3.731173355977e-02      -9.339140563796e-05       9.620726942425e-03       3.119188800598e-02       3.767678921615e-02 
       8.461959691722e-03      -1.839654951578e+00      -3.476535726788e+02      -3.479613774616e+02      -8.502265336241e+00      -1.829985304932e+00      -3.937652808830e+01      -2.123400455545e+02      -2.391570445710e+02       4.574961203276e-01       4.574960802151e-01      -9.218483478251e-05       5.700512417321e-02       5.701343885141e-02       5.599530426573e-02      -8.964555010670e-05       1.164902572812e-02       4.449977715756e-02       5.686673292832e-02 
       1.065297608949e-02      -1.729742257146e+00      -5.175096149259e+02      -5.181716187026e+02      -1.250701012848e+01      -1.720649209980e+00      -3.976617104653e+01      -2.786503672773e+02      -3.559695917996e+02       4.301623026285e-01       4.301622783700e-01      -8.689384537971e-05       8.496399555201e-02       8.497709568257e-02       8.265595383828e-02      -8.450383929611e-05       1.269516671179e-02       6.132822862390e-02       8.470169615998e-02 
       1.341130231029e-02      -1.599606415203e+00      -7.578747541398e+02      -7.593191434561e+02      -1.804007446549e+01      -1.591195692691e+00      -3.976659397846e+01      -3.514547258057e+02      -5.213371970180e+02       3.977989231731e-01       3.977989077526e-01      -8.064285196578e-05       1.245543229278e-01       1.245750924399e-01       1.193551266345e-01      -7.843184619605e-05       1.283562977252e-02       8.139221320645e-02       1.240559668270e-01 
       1.688382928364e-02      -1.447960893796e+00      -1.086432794871e+03      -1.089571687273e+03      -2.530992162325e+01      -1.440345410908e+00      -3.806533470474e+01      -4.247683479248e+02      -7.475780105078e+02       3.600863527269e-01       3.600863432566e-01      -7.337604858323e-05       1.787404912488e-01       1.787737877185e-01       1.672923559433e-01      -7.137368435353e-05       1.277296165352e-02       1.017488284248e-01       1.777927671925e-01 
       2.125548150196e-02      -1.274921582828e+00      -1.514738958606e+03      -1.521367535031e+03      -3.417294426700e+01      -1.268213746638e+00      -3.490553957840e+01      -4.735577000555e+02      -1.042924034372e+03       3.170534366596e-01       3.170534310880e-01      -6.507492837806e-05       2.495214814448e-01       2.495750896003e-01       2.251662598381e-01      -6.331073937819e-05       1.202251636286e-02       1.203297775602e-01       2.477489336344e-01 
       2.675890332307e-02      -1.084821989748e+00      -2.040334477132e+03      -2.053498242645e+03      -4.384097443441e+01      -1.079111682336e+00      -3.061867535711e+01      -4.981224107062e+02      -1.406175394338e+03       2.697779205839e-01       2.697779174490e-01      -5.593358220363e-05       3.366508443231e-01       3.367359813173e-01       2.871954521986e-01      -5.443123142201e-05       1.078501836497e-02       1.331155545666e-01       3.334203569526e-01 
       3.366656121949e-02      -8.906329745652e-01      -2.648469306232e+03      -2.671853951668e+03      -5.284479398684e+01      -8.859419818541e-01      -2.566431073306e+01      -4.892362585745e+02      -1.827207230855e+03       2.214854954635e-01       2.214854937767e-01      -4.655126762322e-05       4.377698777893e-01       4.378979140004e-01       3.429955056638e-01      -4.531653730056e-05       9.167552218688e-03       1.373396893341e-01       4.320909780648e-01 
       4.174812847909e-02      -7.245002105907e-01      -3.312376760274e+03      -3.346290815947e+03      -5.957932897193e+01      -7.206813848037e-01      -2.117869674380e+01      -4.572835592649e+02      -2.285448729739e+03       1.801703462009e-01       1.801703452831e-01      -3.849234406581e-05       5.480087217332e-01       5.481771556080e-01       3.818357670115e-01      -3.748662437846e-05       7.569190539381e-03       1.342528402735e-01       5.386452665533e-01 
       4.845224332871e-02      -6.293988795861e-01      -3.880683024298e+03      -3.918685703156e+03      -6.325663611043e+01      -6.260792185452e-01      -1.853343095327e+01      -4.308141236534e+02      -2.674215835011e+03       1.565198046363e-01       1.565198040347e-01      -3.388512841580e-05       6.416602318128e-01       6.418445482781e-01       4.007618612006e-01      -3.301045823924e-05       6.672914531036e-03       1.302000610484e-01       6.285181690708e-01 
       5.333502158212e-02      -5.782744419070e-01      -4.326746914002e+03      -4.364488147565e+03      -6.525999741559e+01      -5.752230292986e-01      -1.708156460288e+01      -4.146092482412e+02      -2.977098141290e+03       1.438057573246e-01       1.438057568646e-01      -3.142022719522e-05       7.146764827221e-01       7.148619849557e-01       4.098589851731e-01      -3.061596442932e-05       6.212265604652e-03       1.275055380287e-01       6.983282929016e-01 
       5.737910415683e-02      -5.439030336695e-01      -4.716711603405e+03      -4.752666656915e+03      -6.650710190282e+01      -5.410319339787e-01      -1.610245883066e+01      -4.027212994268e+02      -3.240839793657e+03       1.352579834947e-01       1.352579831185e-01      -2.976745566650e-05       7.782863324841e-01       7.784686413863e-01       4.146291332871e-01      -2.901051339422e-05       5.794104570200e-03       1.254335943763e-01       7.590016162090e-01 
       6.099820005948e-02      -5.171906921246e-01      -5.074859432003e+03      -5.108668487014e+03      -6.724092774339e+01      -5.144597375585e-01      -1.533213183160e+01      -3.926201386135e+02      -3.482643841430e+03       1.286149343896e-01       1.286149340717e-01      -2.848036837080e-05       8.366274713522e-01       8.368062324858e-01       4.164351619829e-01      -2.776020743783e-05       5.515687625930e-03       1.235534229843e-01       8.145342840337e-01 
       6.437813162235e-02      -4.943842095374e-01      -5.408990253875e+03      -5.440945727493e+03      -6.753186918276e+01      -4.917729513095e-01      -1.467929581045e+01      -3.831072682750e+02      -3.708192316256e+03       1.229432378274e-01       1.229432375534e-01      -2.737356216719e-05       8.910665990031e-01       8.912436046138e-01       4.156561765296e-01      -2.668482415669e-05       5.286456995958e-03       1.216141167910e-01       8.662432601946e-01 
       6.761782965077e-02      -4.736151819673e-01      -5.720829028505e+03      -5.751672204705e+03      -6.740171748711e+01      -4.711129897988e-01      -1.408265487275e+01      -3.735545461600e+02      -3.918917663590e+03       1.177782474497e-01       1.177782472109e-01      -2.635409625644e-05       9.419475514704e-01       9.421259896605e-01       4.124126564496e-01      -2.569400275600e-05       5.101735107450e-03       1.194723142883e-01       9.144614042924e-01 
       7.077686273009e-02      -4.538643027907e-01      -6.009725375258e+03      -6.040522076508e+03      -6.686142764377e+01      -4.514659032618e-01      -1.350334205625e+01      -3.636062331084e+02      -4.114567729144e+03       1.128664758155e-01       1.128664756061e-01      -2.537106795979e-05       9.892083056414e-01       9.893922926194e-01       4.067774622319e-01      -2.473824824987e-05       4.933671643410e-03       1.170717655162e-01       9.591335395197e-01 
       7.389448284758e-02      -4.345722030980e-01      -6.274346740073e+03      -6.306381093381e+03      -6.592550321871e+01      -4.322752607437e-01      -1.292935123408e+01      -3.530392218229e+02      -4.294368360151e+03       1.080688151859e-01       1.080688150016e-01      -2.439668610637e-05       1.032660896694e+00       1.032855080044e+00       3.988561441133e-01      -2.379054117212e-05       4.721387061568e-03       1.143948843015e-01       1.000086021626e+00 
       7.699842267797e-02      -4.154663444495e-01      -6.513676120906e+03      -6.548339295134e+03      -6.461880407107e+01      -4.132699518825e-01      -1.236900296650e+01      -3.417701587151e+02      -4.457699158266e+03       1.033174879706e-01       1.033174878079e-01      -2.341790106765e-05       1.072154150767e+00       1.072363302972e+00       3.888212753151e-01      -2.283820634847e-05       4.473585368650e-03       1.114139830385e-01       1.037182858418e+00 
       8.010941563580e-02      -3.964727891521e-01      -6.727735085701e+03      -6.766402262021e+03      -6.297962769391e+01      -3.943764203922e-01      -1.181928290049e+01      -3.298872993750e+02      -4.604578003735e+03       9.859410509806e-02       9.859410495424e-02      -2.243212342569e-05       1.107690460995e+00       1.107919045628e+00       3.769267257165e-01      -2.187875319465e-05       4.263606430211e-03       1.081247300458e-01       1.070437452741e+00 
       8.324371480182e-02      -3.776602038347e-01      -6.918091980238e+03      -6.961989125625e+03      -6.105991854374e+01      -3.756629618042e-01      -1.126861336532e+01      -3.175799316088e+02      -4.735999656610e+03       9.391574045106e-02       9.391574032393e-02      -2.144445440255e-05       1.139507561835e+00       1.139759280233e+00       3.635054446800e-01      -2.091718342488e-05       4.094391974003e-03       1.045963532302e-01       1.100090320294e+00 
       8.641458889910e-02      -3.592000853815e-01      -7.088235757625e+03      -7.138303038096e+03      -5.892375400583e+01      -3.573001586137e-01      -1.072008430869e+01      -3.050572592021e+02      -4.854186606242e+03       8.932503965344e-02       8.932503954107e-02      -2.046568262808e-05       1.168139225947e+00       1.168416574536e+00       3.489575546636e-01      -1.996404283402e-05       3.918507166290e-03       1.009414723437e-01       1.126666173796e+00 
       8.963325723707e-02      -3.413306040908e-01      -7.243735144802e+03      -7.300497480464e+03      -5.664386201701e+01      -3.395249141500e-01      -1.018716815695e+01      -2.925512156829e+02      -4.962699988709e+03       8.488122853749e-02       8.488122843809e-02      -1.951038768294e-05       1.194442220678e+00       1.194746095702e+00       3.337273125696e-01      -1.903357509017e-05       3.723317266025e-03       9.725773746795e-02       1.150998401565e+00 
       9.290949883744e-02      -3.243206825645e-01      -7.392138048319e+03      -7.455598893121e+03      -5.429649746091e+01      -3.226047213239e-01      -9.681613989602e+00      -2.803416349513e+02      -5.066383126802e+03       8.065118033097e-02       8.065118024292e-02      -1.859496792227e-05       1.219582879651e+00       1.219912286295e+00       3.182716057749e-01      -1.814179966035e-05       3.528921673372e-03       9.362312849488e-02       1.174214960960e+00 
       9.625206312119e-02      -3.084336993108e-01      -7.542572175578e+03      -7.612148196302e+03      -5.195523922667e+01      -3.068015583417e-01      -9.210578987151e+00      -2.687297591945e+02      -5.171112183044e+03       7.670038958543e-02       7.670038950728e-02      -1.773558255966e-05       1.244977123200e+00       1.245329048200e+00       3.030230330808e-01      -1.730450464172e-05       3.350660229919e-03       9.012222969790e-02       1.197679908993e+00 
       9.966895476000e-02      -2.938901385983e-01      -7.704978484163e+03      -7.779493493526e+03      -4.968401011264e+01      -2.923347364150e-01      -8.779387651966e+00      -2.579784805345e+02      -5.283308049503e+03       7.308368410376e-02       7.308368403421e-02      -1.694598964558e-05       1.272172849122e+00       1.272542352595e+00       2.883499742726e-01      -1.653513703860e-05       3.193476947751e-03       8.684843822074e-02       1.222879995898e+00 
       1.031676359049e-01      -2.808325405224e-01      -7.888993123727e+03      -7.966750552700e+03      -4.753035226559e+01      -2.793460357054e-01      -8.392113622607e+00      -2.482668045495e+02      -5.409221110765e+03       6.983650892636e-02       6.983650886425e-02      -1.623548574017e-05       1.302677432540e+00       1.303058016825e+00       2.745192517903e-01      -1.584279160681e-05       3.058100177643e-03       8.387982648201e-02       1.251259149807e+00 
       1.067551724874e-01      -2.692992661121e-01      -8.102635352043e+03      -8.181574266343e+03      -4.552042908770e+01      -2.678736097193e-01      -8.050837274992e+00      -2.396704811420e+02      -5.554087940085e+03       6.696840242983e-02       6.696840237414e-02      -1.560732712907e-05       1.337754222320e+00       1.338138479086e+00       2.616698146272e-01      -1.523066894687e-05       2.943678675270e-03       8.125721732207e-02       1.284023988297e+00 
       1.104383416310e-01      -2.592068622392e-01      -8.350829785825e+03      -8.428767475767e+03      -4.365599646357e+01      -2.578344439762e-01      -7.754337166511e+00      -2.321524440562e+02      -5.721178055917e+03       6.445861099405e-02       6.445861094389e-02      -1.505763244048e-05       1.378192408703e+00       1.378572936763e+00       2.497985176498e-01      -1.469500296951e-05       2.841156802234e-03       7.897591365270e-02       1.321924593910e+00 
       1.142237113752e-01      -2.503466618649e-01      -8.634016518814e+03      -8.708963147052e+03      -4.191446491431e+01      -2.490209745474e-01      -7.494963666941e+00      -2.255599478504e+02      -5.910892936876e+03       6.225524363686e-02       6.225524359152e-02      -1.457510928004e-05       1.424089380676e+00       1.424459906813e+00       2.387637336535e-01      -1.422479242022e-05       2.726307891260e-03       7.698712680976e-02       1.365047938052e+00 
       1.181177002795e-01      -2.424013347151e-01      -8.947239806645e+03      -9.017743122618e+03      -4.025297667181e+01      -2.411175511695e-01      -7.255889329375e+00      -2.196360684553e+02      -6.120166720848e+03       6.027938779237e-02       6.027938775129e-02      -1.414195296331e-05       1.474705781409e+00       1.475062317995e+00       2.283114584940e-01      -1.380267648856e-05       2.606449790032e-03       7.520485391926e-02       1.412681340535e+00 
       1.221266221640e-01      -2.349770934639e-01      -9.279854151521e+03      -9.345326364187e+03      -3.861552928400e+01      -2.337324727346e-01      -7.029281371341e+00      -2.140457289754e+02      -6.342259033808e+03       5.843311818365e-02       5.843311814637e-02      -1.373568494020e-05       1.528415147663e+00       1.528757011754e+00       2.181177013108e-01      -1.340672809818e-05       2.563540158843e-03       7.351615017348e-02       1.463266440240e+00 
