# Matter power spectrum P(k) at redshift z=2
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.065297608949e-05       1.075914717909e+01 
       1.341130231029e-05       1.000189825433e+01 
       1.688382928368e-05       1.229550181072e+01 
       2.125548173362e-05       1.603159135891e+01 
       2.675906609438e-05       1.957763602639e+01 
       3.368766830209e-05       2.532048678164e+01 
       4.241026168960e-05       3.144869464644e+01 
       5.339135616187e-05       3.940318271817e+01 
       6.721573504233e-05       4.933227360977e+01 
       8.461959691722e-05       6.157618541301e+01 
       1.065297608949e-04       7.677012202083e+01 
       1.341130231029e-04       9.575455979262e+01 
       1.688382928368e-04       1.193840439832e+02 
       2.125548173362e-04       1.488782918033e+02 
       2.675906609438e-04       1.856236829886e+02 
       3.368766830209e-04       2.313624031914e+02 
       4.241026168960e-04       2.882523838476e+02 
       5.339135616187e-04       3.588875488980e+02 
       6.721573504233e-04       4.463845003098e+02 
       8.461959691722e-04       5.543854062152e+02 
       1.065297608949e-03       6.870462102196e+02 
       1.341130231029e-03       8.489383079729e+02 
       1.688382928368e-03       1.044799626436e+03 
       2.125548173362e-03       1.279130119599e+03 
       2.675906609438e-03       1.555385666714e+03 
       3.368766830209e-03       1.874898577336e+03 
       4.241026168960e-03       2.235511418948e+03 
       5.339135616187e-03       2.629636561657e+03 
       6.721573504233e-03       3.041829469466e+03 
       8.461959691722e-03       3.446256202001e+03 
       1.065297608949e-02       3.804156523235e+03 
       1.341130231029e-02       4.062459238944e+03 
       1.688382928364e-02       4.157109542770e+03 
       2.125548150196e-02       4.026081180832e+03 
       2.675890332307e-02       3.642278947996e+03 
       3.366656121949e-02       3.066876016903e+03 
       4.174812847909e-02       2.500926218713e+03 
       4.845224332871e-02       2.181640678464e+03 
       5.333502158212e-02       2.022089991510e+03 
       5.737910415683e-02       1.920881951236e+03 
       6.099820005948e-02       1.843527731260e+03 
       6.437813162235e-02       1.775462054228e+03 
       6.761782965077e-02       1.709324261175e+03 
       7.077686273009e-02       1.641200955201e+03 
       7.389448284757e-02       1.569234725793e+03 
       7.699842267797e-02       1.492996663273e+03 
       8.010941563580e-02       1.413133756258e+03 
       8.324371480182e-02       1.331081994488e+03 
       8.641458889910e-02       1.248809379702e+03 
       8.963325723707e-02       1.168546857909e+03 
       9.290949883744e-02       1.092519482168e+03 
       9.625206312119e-02       1.022699699304e+03 
       9.966895476000e-02       9.605920425636e+02 
       1.031676359049e-01       9.070699292952e+02 
       1.067551724874e-01       8.622888707337e+02 
       1.104383416310e-01       8.256465898023e+02 
       1.142237113752e-01       7.958016521884e+02 
       1.181177002795e-01       7.707767513337e+02 
       1.221266221640e-01       7.481316726512e+02 
       1.262567197402e-01       7.252630591239e+02 
       1.305141898968e-01       6.998112445007e+02 
       1.349052027484e-01       6.701277991029e+02 
       1.394359161201e-01       6.356758229843e+02 
       1.441124868442e-01       5.972125753417e+02 
       1.489410800631e-01       5.566526477507e+02 
       1.539278775987e-01       5.166157839044e+02 
       1.590790863779e-01       4.797788415824e+02 
       1.644009478495e-01       4.482060537586e+02 
       1.698997492987e-01       4.228307149425e+02 
       1.755818379464e-01       4.032145099741e+02 
       1.814536387056e-01       3.876465041555e+02 
       1.875216764605e-01       3.737042004767e+02 
       1.937926037288e-01       3.587140508267e+02 
       2.002732345703e-01       3.407496775746e+02 
       2.069705856216e-01       3.196440263632e+02 
       2.138919251668e-01       2.969023395149e+02 
       2.210448312180e-01       2.748836919288e+02 
       2.284372596770e-01       2.556724226264e+02 
       2.360776238015e-01       2.402562207269e+02 
       2.439748864236e-01       2.281883625520e+02 
       2.521386666777e-01       2.177989419940e+02 
       2.605793634242e-01       2.070810913731e+02 
       2.693082981334e-01       1.948603832495e+02 
       2.783378807602e-01       1.814345045932e+02 
       2.876818031601e-01       1.682629231423e+02 
       2.973552659400e-01       1.568357669365e+02 
       3.073752464211e-01       1.475222999161e+02 
       3.177608177653e-01       1.394689014397e+02 
       3.285335325042e-01       1.314285724829e+02 
       3.397178880384e-01       1.227930237914e+02 
       3.513418976134e-01       1.140529934176e+02 
       3.634377985428e-01       1.061024280326e+02 
       3.760429411182e-01       9.926742862041e+01 
       3.892009183754e-01       9.300708127472e+01 
       4.029630213023e-01       8.670938344489e+01 
       4.173901403592e-01       8.040774331746e+01 
       4.325552892222e-01       7.453997738450e+01 
       4.485470120206e-01       6.922789429139e+01 
       4.654740710103e-01       6.418009423270e+01 
       4.834720332049e-01       5.918624361416e+01 
       5.027127475356e-01       5.443766451449e+01 
       5.234183539439e-01       5.001745918047e+01 
       5.458826421665e-01       4.571103270239e+01 
       5.705048023177e-01       4.154739581678e+01 
       5.978450290190e-01       3.755947807917e+01 
       6.287207309535e-01       3.364568368908e+01 
       6.643829030557e-01       2.981464110108e+01 
       7.068621400517e-01       2.599621350235e+01 
       7.597018663167e-01       2.214205263791e+01 
       8.296366180581e-01       1.816783073210e+01 
