# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2.5
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.627612573865e+00      -1.220709483405e+00      -1.220709483434e+00      -1.220391255084e-01      -1.627612571010e+00      -1.242780466577e+00      -1.221423927963e+00      -1.147237678534e+00       5.932149780106e-01       5.927331557486e-01       8.450710444456e-08       8.453578673991e-08       8.453580409208e-08       8.453576497617e-08       8.450597792227e-08       8.453085789020e-08       8.453458083022e-08       8.453576497646e-08 
       1.341130231029e-05      -1.627813876083e+00      -1.220860545336e+00      -1.220860545378e+00      -1.220457340892e-01      -1.627813868571e+00      -1.242934246508e+00      -1.221575076937e+00      -1.147379119766e+00       5.932337229726e-01       5.927519653008e-01       1.339109985671e-07       1.339813754976e-07       1.339813885944e-07       1.339813018780e-07       1.339081183360e-07       1.339700137844e-07       1.339795208828e-07       1.339813018792e-07 
       1.688382928368e-05      -1.628242262707e+00      -1.221182046535e+00      -1.221182046593e+00      -1.220552658684e-01      -1.628242243660e+00      -1.243261484496e+00      -1.221896761113e+00      -1.147679697830e+00       5.932360711026e-01       5.927544117032e-01       2.121722048908e-07       2.123474809691e-07       2.123474988265e-07       2.123472903136e-07       2.121649456951e-07       2.123201410382e-07       2.123440652297e-07       2.123472903182e-07 
       2.125548173362e-05      -1.628958458569e+00      -1.221719758158e+00      -1.221719758323e+00      -1.220686400224e-01      -1.628958408708e+00      -1.243808751048e+00      -1.222434772383e+00      -1.148182333511e+00       5.932304015751e-01       5.927489128275e-01       3.360961682209e-07       3.365465651778e-07       3.365466272237e-07       3.365460974491e-07       3.360773924686e-07       3.364778069699e-07       3.365398223015e-07       3.365460974676e-07 
       2.675906609438e-05      -1.630024601390e+00      -1.222520791319e+00      -1.222520791788e+00      -1.220908140285e-01      -1.630024473354e+00      -1.244623851863e+00      -1.223236236139e+00      -1.148931313410e+00       5.932384767733e-01       5.927572540413e-01       5.322527315772e-07       5.333908520061e-07       5.333910016489e-07       5.333896802103e-07       5.322049363924e-07       5.332197809559e-07       5.333776744305e-07       5.333896802839e-07 
       3.368766830209e-05      -1.631828422144e+00      -1.223877274855e+00      -1.223877276130e+00      -1.221248864985e-01      -1.631828096002e+00      -1.246003783128e+00      -1.224593412602e+00      -1.150199357668e+00       5.932222939258e-01       5.927414950759e-01       8.424782508460e-07       8.453613442641e-07       8.453617411517e-07       8.453584063845e-07       8.423570428062e-07       8.449308458766e-07       8.453316339186e-07       8.453584066773e-07 
       4.241026168960e-05      -1.634576330889e+00      -1.225947290342e+00      -1.225947293697e+00      -1.221797480287e-01      -1.634575506913e+00      -1.248108496152e+00      -1.226664384960e+00      -1.152134558835e+00       5.932232648017e-01       5.927431319774e-01       1.332548771930e-06       1.339801331516e-06       1.339802346587e-06       1.339793994194e-06       1.332243400476e-06       1.338725256688e-06       1.339735931510e-06       1.339793995358e-06 
       5.339135616187e-05      -1.638954805265e+00      -1.229254168058e+00      -1.229254176865e+00      -1.222659669394e-01      -1.638952719373e+00      -1.251468198679e+00      -1.229972534877e+00      -1.155225921949e+00       5.932160671731e-01       5.927370003657e-01       2.105141192878e-06       2.123414051223e-06       2.123416626100e-06       2.123395632167e-06       2.104370902593e-06       2.120709791274e-06       2.123262623147e-06       2.123395636792e-06 
       6.721573504233e-05      -1.645892630670e+00      -1.234515233013e+00      -1.234515255569e+00      -1.224025898706e-01      -1.645887386084e+00      -1.256806963302e+00      -1.235235016198e+00      -1.160144149358e+00       5.931979479461e-01       5.927205576705e-01       3.319414476801e-06       3.365313541948e-06       3.365320128666e-06       3.365267445300e-06       3.317481127524e-06       3.358530463305e-06       3.364951770435e-06       3.365267463659e-06 
       8.461959691722e-05      -1.656787116676e+00      -1.242830284087e+00      -1.242830340627e+00      -1.226198616183e-01      -1.656773989166e+00      -1.265228817849e+00      -1.243550801961e+00      -1.167917342885e+00       5.931768856595e-01       5.927021285156e-01       5.218565670140e-06       5.333516964566e-06       5.333533453735e-06       5.333401603855e-06       5.213732927566e-06       5.316537582747e-06       5.332640568235e-06       5.333401676601e-06 
