# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=20
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.588820890044e+00      -1.191615667928e+00      -1.191615667922e+00      -1.191590311779e-01      -1.588820890029e+00      -1.434401929882e+00      -1.214874361374e+00      -1.193115101940e+00       6.028139640597e-01       5.995337326062e-01       3.480636124626e-08       3.480744948174e-08       3.480745038928e-08       3.480744100765e-08       3.480634492544e-08       3.480673970333e-08       3.480697535780e-08       3.480744104329e-08 
       1.341130231029e-05      -1.588866987053e+00      -1.191650242296e+00      -1.191650242287e+00      -1.191599453136e-01      -1.588866986986e+00      -1.434443547416e+00      -1.214909610458e+00      -1.193149718365e+00       6.028136614426e-01       5.995334986997e-01       5.516261098540e-08       5.516609215779e-08       5.516609094613e-08       5.516606322410e-08       5.516256334636e-08       5.516356807362e-08       5.516508118931e-08       5.516606336600e-08 
       1.688382928368e-05      -1.588933126520e+00      -1.191699850770e+00      -1.191699850745e+00      -1.191615677479e-01      -1.588933126344e+00      -1.434503260336e+00      -1.214960186454e+00      -1.193199387350e+00       6.028149113058e-01       5.995348352937e-01       8.742312389288e-08       8.743248825807e-08       8.743248557629e-08       8.743241268361e-08       8.742300228689e-08       8.742544299632e-08       8.743035457354e-08       8.743241324850e-08 
       2.125548173362e-05      -1.589052410172e+00      -1.191789326694e+00      -1.191789326657e+00      -1.191637019875e-01      -1.589052409585e+00      -1.434610948133e+00      -1.215051404299e+00      -1.193288971775e+00       6.028132747806e-01       5.995333897774e-01       1.385443390583e-07       1.385709723275e-07       1.385709714531e-07       1.385707652229e-07       1.385439941829e-07       1.385503959466e-07       1.385658085076e-07       1.385707674716e-07 
       2.675906609438e-05      -1.589237805603e+00      -1.191928409115e+00      -1.191928409072e+00      -1.191670609411e-01      -1.589237803865e+00      -1.434778332661e+00      -1.215193191869e+00      -1.193428222997e+00       6.028115900579e-01       5.995320102165e-01       2.195477808104e-07       2.196196971328e-07       2.196196960148e-07       2.196191401212e-07       2.195468467780e-07       2.195633759082e-07       2.196070499775e-07       2.196191490722e-07 
       3.368766830209e-05      -1.589532237376e+00      -1.192149326382e+00      -1.192149326345e+00      -1.191724388072e-01      -1.589532232631e+00      -1.435044159168e+00      -1.215418393598e+00      -1.193649407973e+00       6.028087575381e-01       5.995296554354e-01       3.478846306275e-07       3.480726884700e-07       3.480726872584e-07       3.480712270313e-07       3.478821856526e-07       3.479243062041e-07       3.480415022754e-07       3.480712626582e-07 
       4.241026168960e-05      -1.589994474165e+00      -1.192496241270e+00      -1.192496241266e+00      -1.191810838406e-01      -1.589994461732e+00      -1.435461502082e+00      -1.215772010093e+00      -1.193996742717e+00       6.028053397146e-01       5.995269793954e-01       5.511743418978e-07       5.516559185987e-07       5.516559208812e-07       5.516521396437e-07       5.511680685328e-07       5.512743408193e-07       5.515790413606e-07       5.516522814281e-07 
       5.339135616187e-05      -1.590738637330e+00      -1.193054988232e+00      -1.193054988517e+00      -1.191942414075e-01      -1.590738604389e+00      -1.436133416288e+00      -1.216341474825e+00      -1.194556163590e+00       6.027969449711e-01       5.995198205369e-01       8.730674007486e-07       8.743066833477e-07       8.743067043237e-07       8.742967838751e-07       8.730512042985e-07       8.733217505775e-07       8.741129095814e-07       8.742973480200e-07 
       6.721573504233e-05      -1.591906182305e+00      -1.193932205937e+00      -1.193932206900e+00      -1.192155682486e-01      -1.591906098376e+00      -1.437187682547e+00      -1.217235346877e+00      -1.195434435183e+00       6.027864160451e-01       5.995111878786e-01       1.382531114155e-06       1.385666026715e-06       1.385666086404e-06       1.385640196328e-06       1.382490154706e-06       1.383170622068e-06       1.385183027072e-06       1.385642440292e-06 
       8.461959691722e-05      -1.593740652160e+00      -1.195311919581e+00      -1.195311921958e+00      -1.192499245998e-01      -1.593740441794e+00      -1.438844344435e+00      -1.218640838619e+00      -1.196815795554e+00       6.027732522273e-01       5.995009465379e-01       2.188247203233e-06       2.196103210300e-06       2.196103358325e-06       2.196035225420e-06       2.188144555434e-06       2.189844859100e-06       2.194905963954e-06       2.196044146645e-06 
