# Matter power spectrum P(k) at redshift z=50
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.065297608949e-05       6.788352577312e+01 
       1.341130231029e-05       3.448416154755e+01 
       1.688382928368e-05       1.759942485769e+01 
       2.125548173362e-05       9.293741281426e+00 
       2.675906609438e-05       5.065285806390e+00 
       3.368766830209e-05       2.886993759485e+00 
       4.241026168960e-05       1.744287808820e+00 
       5.339135616187e-05       1.158492225277e+00 
       6.721573504233e-05       8.382974333580e-01 
       8.461959691722e-05       6.650537211409e-01 
       1.065297608949e-04       5.847791056531e-01 
       1.341130231029e-04       5.661172932821e-01 
       1.688382928368e-04       5.884817837199e-01 
       2.125548173362e-04       6.498757694639e-01 
       2.675906609438e-04       7.473998347417e-01 
       3.368766830209e-04       8.839908306691e-01 
       4.241026168960e-04       1.065256523491e+00 
       5.339135616187e-04       1.298934525000e+00 
       6.721573504233e-04       1.595713199044e+00 
       8.461959691722e-04       1.968729550261e+00 
       1.065297608949e-03       2.433723785503e+00 
       1.341130231029e-03       3.008740356903e+00 
       1.688382928368e-03       3.713155552055e+00 
       2.125548173362e-03       4.565764045788e+00 
       2.675906609438e-03       5.580316772320e+00 
       3.368766830209e-03       6.760596437973e+00 
       4.241026168960e-03       8.094769318163e+00 
       5.339135616187e-03       9.552137599767e+00 
       6.721573504233e-03       1.107836136696e+01 
       8.461959691722e-03       1.257917829884e+01 
       1.065297608949e-02       1.390702399291e+01 
       1.341130231029e-02       1.487026478099e+01 
       1.688382928364e-02       1.523121099423e+01 
       2.125548150196e-02       1.476119586845e+01 
       2.675890332307e-02       1.335998112678e+01 
       3.366656121949e-02       1.125374722945e+01 
       4.174812847909e-02       9.179345589006e+00 
       4.845224332871e-02       8.008401232395e+00 
       5.333502158212e-02       7.423105059250e+00 
       5.737910415683e-02       7.051774831799e+00 
       6.099820005948e-02       6.767933278174e+00 
       6.437813162235e-02       6.518202327216e+00 
       6.761782965077e-02       6.275516454100e+00 
       7.077686273009e-02       6.025530649562e+00 
       7.389448284757e-02       5.761397100399e+00 
       7.699842267797e-02       5.481559756426e+00 
       8.010941563580e-02       5.188378351669e+00 
       8.324371480182e-02       4.887161897800e+00 
       8.641458889910e-02       4.585135463505e+00 
       8.963325723707e-02       4.290505321046e+00 
       9.290949883744e-02       4.011444466345e+00 
       9.625206312119e-02       3.755190655717e+00 
       9.966895476000e-02       3.527262108713e+00 
       1.031676359049e-01       3.330864123198e+00 
       1.067551724874e-01       3.166564316431e+00 
       1.104383416310e-01       3.032139529618e+00 
       1.142237113752e-01       2.922658345922e+00 
       1.181177002795e-01       2.830847690526e+00 
       1.221266221640e-01       2.747744788802e+00 
       1.262567197402e-01       2.663797354946e+00 
       1.305141898968e-01       2.570349346150e+00 
       1.349052027484e-01       2.461357247195e+00 
       1.394359161201e-01       2.334851228196e+00 
       1.441124868442e-01       2.193606568380e+00 
       1.489410800631e-01       2.044651437224e+00 
       1.539278775987e-01       1.897609406700e+00 
       1.590790863779e-01       1.762313737056e+00 
       1.644009478495e-01       1.646345562634e+00 
       1.698997492987e-01       1.553135494897e+00 
       1.755818379464e-01       1.481082037692e+00 
       1.814536387056e-01       1.423909790717e+00 
       1.875216764605e-01       1.372679640431e+00 
       1.937926037288e-01       1.317600540307e+00 
       2.002732345703e-01       1.251656127809e+00 
       2.069705856216e-01       1.174198457650e+00 
       2.138919251668e-01       1.090699114304e+00 
       2.210448312180e-01       1.009808184058e+00 
       2.284372596770e-01       9.392220944858e-01 
       2.360776238015e-01       8.825970370988e-01 
       2.439748864236e-01       8.382769375235e-01 
       2.521386666777e-01       8.001118166759e-01 
       2.605793634242e-01       7.607339871184e-01 
       2.693082981334e-01       7.158375882843e-01 
       2.783378807602e-01       6.665276551371e-01 
       2.876818031601e-01       6.181587307868e-01 
       2.973552659400e-01       5.761786741908e-01 
       3.073752464211e-01       5.419544297870e-01 
       3.177608177653e-01       5.123674608868e-01 
       3.285335325042e-01       4.828337773967e-01 
       3.397178880384e-01       4.511178155296e-01 
       3.513418976134e-01       4.190107485695e-01 
       3.634377985428e-01       3.897991096082e-01 
       3.760429411182e-01       3.646833457409e-01 
       3.892009183754e-01       3.416899441843e-01 
       4.029630213023e-01       3.185601982077e-01 
       4.173901403592e-01       2.954045352246e-01 
       4.325552892222e-01       2.738437384161e-01 
       4.485470120206e-01       2.543352661828e-01 
       4.654740710103e-01       2.357887084675e-01 
       4.834720332049e-01       2.174400322446e-01 
       5.027127475356e-01       1.999978595469e-01 
       5.234183539439e-01       1.837571079990e-01 
       5.458826421665e-01       1.679370288858e-01 
       5.705048023177e-01       1.526400210264e-01 
       5.978450290190e-01       1.379892841714e-01 
       6.287207309535e-01       1.236105638627e-01 
       6.643829030557e-01       1.095356632705e-01 
       7.068621400517e-01       9.550739317079e-02 
       7.597018663167e-01       8.134767680082e-02 
       8.296366180581e-01       6.674684320023e-02 
       9.305522312713e-01       5.143094195411e-02 
       1.090628146677e+00       3.569338268181e-02 
       1.344459231526e+00       2.187609130781e-02 
       1.690134455615e+00       1.268635770403e-02 
       2.127709730039e+00       7.266168303473e-03 
       2.678627697715e+00       4.127554556917e-03 
       3.372192477317e+00       2.327391226244e-03 
       4.245338803155e+00       1.303546556492e-03 
       5.344564900968e+00       7.256314967622e-04 
       6.728408568812e+00       4.017222555137e-04 
       8.470564528211e+00       2.212529594835e-04 
       1.066380893681e+01       1.213012981225e-04 
       1.342494005706e+01       6.622107417748e-05 
       1.690099818965e+01       3.601495777615e-05 
       2.127709610564e+01       1.951524163866e-05 
       2.678627697658e+01       1.054170031623e-05 
       3.372192477317e+01       5.676638408442e-06 
       4.245338803155e+01       3.048364102396e-06 
       5.344564900968e+01       1.632712512291e-06 
       6.728408568812e+01       8.721779649957e-07 
       8.470564528211e+01       4.647654885471e-07 
       1.066380893681e+02       2.469849544576e-07 
       1.342494005706e+02       1.308511188258e-07 
       1.690099818965e+02       6.906839691783e-08 
       2.127709610564e+02       3.628813155395e-08 
