# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.75
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.759737010686e+00      -1.319802974972e+00      -1.319802975042e+00      -1.319242529454e-01      -1.759737000865e+00      -1.326164071090e+00      -1.319985844991e+00      -9.412800614740e-01       5.602879139344e-01       5.600668125741e-01       1.103767530770e-07       1.104564032705e-07       1.104564129570e-07       1.104563519292e-07       1.103745877355e-07       1.104514522643e-07       1.104550117145e-07       1.104563629367e-07 
       1.341130231029e-05      -1.760201227572e+00      -1.320151451646e+00      -1.320151451723e+00      -1.319365052150e-01      -1.760201202446e+00      -1.326514185535e+00      -1.320334367776e+00      -9.415213964529e-01       5.603017439034e-01       5.600806972195e-01       1.748754141158e-07       1.750651066072e-07       1.750651157633e-07       1.750649588744e-07       1.748699715883e-07       1.750541758726e-07       1.750629005526e-07       1.750650026812e-07 
       1.688382928368e-05      -1.761016207981e+00      -1.320763485582e+00      -1.320763485695e+00      -1.319523200489e-01      -1.761016144633e+00      -1.327129063780e+00      -1.320946479928e+00      -9.419434380114e-01       5.603037505065e-01       5.600827947262e-01       2.769867460772e-07       2.774607665039e-07       2.774607821435e-07       2.774603306191e-07       2.769730712114e-07       2.774350226028e-07       2.774569212428e-07       2.774605049192e-07 
       2.125548173362e-05      -1.762337836418e+00      -1.321756797117e+00      -1.321756797460e+00      -1.319754740091e-01      -1.762337672726e+00      -1.328126878006e+00      -1.321939908581e+00      -9.426275963000e-01       5.602991570867e-01       5.600783548787e-01       4.385347205991e-07       4.397427037124e-07       4.397427516998e-07       4.397413506184e-07       4.384997275870e-07       4.396793781537e-07       4.397356163538e-07       4.397420438945e-07 
       2.675906609438e-05      -1.764378210603e+00      -1.323292296268e+00      -1.323292297169e+00      -1.320144624184e-01      -1.764377793982e+00      -1.329669059588e+00      -1.323475570017e+00      -9.436862126790e-01       5.603048142329e-01       5.600842493763e-01       6.939205729657e-07       6.969506535669e-07       6.969507713642e-07       6.969462123953e-07       6.938320844451e-07       6.967955380922e-07       6.969375291384e-07       6.969489684905e-07 
       3.368766830209e-05      -1.767690701432e+00      -1.325789938048e+00      -1.325789940454e+00      -1.320719897306e-01      -1.767689645178e+00      -1.332176905646e+00      -1.325973420933e+00      -9.454062771353e-01       5.602924118041e-01       5.600722300425e-01       1.096903464880e-06       1.104573566007e-06       1.104573872442e-06       1.104558200825e-06       1.096679953107e-06       1.104186425079e-06       1.104546477712e-06       1.104569148276e-06 
       4.241026168960e-05      -1.772850102233e+00      -1.329692680956e+00      -1.329692687190e+00      -1.321655356119e-01      -1.772847442168e+00      -1.336093861373e+00      -1.329876366820e+00      -9.480951613581e-01       5.602913464876e-01       5.600717634821e-01       1.731384231823e-06       1.750628106779e-06       1.750628884870e-06       1.750572904039e-06       1.730822923214e-06       1.749665707904e-06       1.750571477971e-06       1.750616332126e-06 
       5.339135616187e-05      -1.781017288938e+00      -1.335901779320e+00      -1.335901795428e+00      -1.323099228753e-01      -1.781010583351e+00      -1.342321208876e+00      -1.336085449652e+00      -9.523716376451e-01       5.602817096698e-01       5.600630800579e-01       2.726180774507e-06       2.774519998218e-06       2.774521967367e-06       2.774315643187e-06       2.724771346731e-06       2.772112139555e-06       2.774394697373e-06       2.774487563699e-06 
       6.721573504233e-05      -1.793865778285e+00      -1.345747846816e+00      -1.345747887984e+00      -1.325324781805e-01      -1.793848965760e+00      -1.352185450422e+00      -1.345930679416e+00      -9.591509789260e-01       5.602645654825e-01       5.600474374355e-01       4.276055337605e-06       4.397209038054e-06       4.397214044562e-06       4.396437956930e-06       4.272533616993e-06       4.391183581805e-06       4.396920665522e-06       4.397116331862e-06 
       8.461959691722e-05      -1.813956449475e+00      -1.361339454199e+00      -1.361339557336e+00      -1.328716780560e-01      -1.813914490767e+00      -1.367778996248e+00      -1.361518963289e+00      -9.698820333651e-01       5.602416775884e-01       5.600269056354e-01       6.666207091509e-06       6.968885854206e-06       6.968898384350e-06       6.965945951633e-06       6.657455547293e-06       6.953819049079e-06       6.968204476419e-06       6.968609104653e-06 
       1.065297608949e-04      -1.845152173042e+00      -1.386041565060e+00      -1.386041823193e+00      -1.333748536440e-01      -1.845047825465e+00      -1.392416809385e+00      -1.386210754461e+00      -9.868723852149e-01       5.602079239989e-01       5.599968430607e-01       1.029084650977e-05       1.104444240232e-05       1.104447375111e-05       1.103320653252e-05       1.026923358202e-05       1.100677221031e-05       1.104280218267e-05       1.104357858403e-05 
       1.341130231029e-04      -1.893040269232e+00      -1.425200213339e+00      -1.425200860053e+00      -1.340887038457e-01      -1.892782115265e+00      -1.431305056707e+00      -1.425340277642e+00      -1.013778949466e+00       5.601503040070e-01       5.599449740659e-01       1.563581551710e-05       1.750293594852e-05       1.750301419001e-05       1.746023066541e-05       1.558295463263e-05       1.740880285558e-05       1.749892788736e-05       1.750013153308e-05 
       1.688382928368e-04      -1.965122574955e+00      -1.487258120081e+00      -1.487259720617e+00      -1.350306820660e-01      -1.964490011476e+00      -1.492516579708e+00      -1.487320275475e+00      -1.056358592912e+00       5.600575388572e-01       5.598610665232e-01       2.314871215864e-05       2.773705475035e-05       2.773724926394e-05       2.757706270254e-05       2.302151923177e-05       2.750234969663e-05       2.772717474088e-05       2.772770280727e-05 
       2.125548173362e-04      -2.070255583494e+00      -1.585630732106e+00      -1.585634737859e+00      -1.361100437058e-01      -2.068726772074e+00      -1.588511936953e+00      -1.585489450696e+00      -1.123720377211e+00       5.598966266624e-01       5.597135842575e-01       3.281711250568e-05       4.395169128465e-05       4.395217260595e-05       4.336726476250e-05       3.251888408919e-05       4.336841380980e-05       4.392718056682e-05       4.392022757744e-05 
       2.675906609438e-04      -2.215633458728e+00      -1.741538420861e+00      -1.741548326519e+00      -1.369929494461e-01      -2.212023011882e+00      -1.738114320934e+00      -1.740875059556e+00      -1.230210296454e+00       5.596224097081e-01       5.594591839658e-01       4.315303211196e-05       6.963655053835e-05       6.963773079109e-05       6.758338202356e-05       4.248344912723e-05       6.819533570385e-05       6.957555102861e-05       6.953206752296e-05 
       3.368766830209e-04      -2.398827000199e+00      -1.988572959551e+00      -1.988597240178e+00      -1.369192511114e-01      -2.390609750157e+00      -1.969024292422e+00      -1.986584492086e+00      -1.398460272507e+00       5.591586981800e-01       5.590234610643e-01       4.927829377662e-05       1.103094517439e-04       1.103123065306e-04       1.034869261155e-04       4.788257553374e-05       1.067808195132e-04       1.101574517037e-04       1.099751716448e-04 
       4.241026168960e-04      -2.592241375840e+00      -2.379819208591e+00      -2.379878001879e+00      -1.346145620968e-01      -2.574625715737e+00      -2.320234214074e+00      -2.374495209031e+00      -1.664204995402e+00       5.583905647514e-01       5.582920953078e-01       4.080920533679e-05       1.746823796136e-04       1.746891415348e-04       1.536318100418e-04       3.827027520035e-05       1.661651253045e-04       1.743037549734e-04       1.736769705836e-04 
       5.339135616187e-04      -2.725678224138e+00      -2.998944233107e+00      -2.999083209043e+00      -1.285551392520e-01      -2.691462166866e+00      -2.842932675958e+00      -2.985289230310e+00      -2.083910557586e+00       5.571835748352e-01       5.571277539447e-01       4.250803719054e-06       2.764870975912e-04       2.765026106305e-04       2.172259572273e-04       8.090104133703e-07       2.563709371115e-04       2.755460886178e-04       2.737064084709e-04 
       6.721573504233e-04      -2.701783603618e+00      -3.977501370232e+00      -3.977819463276e+00      -1.176946152154e-01      -2.645539116978e+00      -3.597804823464e+00      -3.943221605139e+00      -2.746786829419e+00       5.554159860725e-01       5.553994975362e-01      -5.830676146883e-05       4.373183246246e-04       4.373522991378e-04       2.870195469399e-04      -5.960164984571e-05       3.913120191895e-04       4.349902770828e-04       4.303574963662e-04 
