# Matter power spectrum P(k) at redshift z=2
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.065297608949e-05       1.137074829495e+01 
       1.341130231029e-05       1.041641652894e+01 
       1.688382928368e-05       1.261951776827e+01 
       2.125548173362e-05       1.629329927259e+01 
       2.675906609438e-05       1.978298564821e+01 
       3.368766830209e-05       2.548753267658e+01 
       4.241026168960e-05       3.158301583005e+01 
       5.339135616187e-05       3.951335358031e+01 
       6.721573504233e-05       4.942477046959e+01 
       8.461959691722e-05       6.165668556255e+01 
       1.065297608949e-04       7.684430781390e+01 
       1.341130231029e-04       9.582889193219e+01 
       1.688382928368e-04       1.194668373220e+02 
       2.125548173362e-04       1.489815620467e+02 
       2.675906609438e-04       1.857652696195e+02 
       3.368766830209e-04       2.315675957444e+02 
       4.241026168960e-04       2.885519424553e+02 
       5.339135616187e-04       3.593065191778e+02 
       6.721573504233e-04       4.469165705071e+02 
       8.461959691722e-04       5.549562359859e+02 
       1.065297608949e-03       6.874844930692e+02 
       1.341130231029e-03       8.489780386795e+02 
       1.688382928368e-03       1.044113550246e+03 
       2.125548173362e-03       1.277355523477e+03 
       2.675906609438e-03       1.552110212341e+03 
       3.368766830209e-03       1.869662081132e+03 
       4.241026168960e-03       2.227802351325e+03 
       5.339135616187e-03       2.618831586159e+03 
       6.721573504233e-03       3.027088430225e+03 
       8.461959691722e-03       3.426971949408e+03 
       1.065297608949e-02       3.779699893424e+03 
       1.341130231029e-02       4.032631996405e+03 
       1.688382928364e-02       4.122635310200e+03 
       2.125548150196e-02       3.987983065540e+03 
       2.675890332307e-02       3.603275328080e+03 
       3.366656121949e-02       3.030139433742e+03 
       4.174812847909e-02       2.468354973963e+03 
       4.845224332871e-02       2.152083235952e+03 
       5.333502158212e-02       1.994260452079e+03 
       5.737910415683e-02       1.894284491277e+03 
       6.099820005948e-02       1.817989365766e+03 
       6.437813162235e-02       1.750960292369e+03 
       6.761782965077e-02       1.685917049855e+03 
       7.077686273009e-02       1.618988834231e+03 
       7.389448284757e-02       1.548335442226e+03 
       7.699842267797e-02       1.473525470317e+03 
       8.010941563580e-02       1.395187288911e+03 
       8.324371480182e-02       1.314726143532e+03 
       8.641458889910e-02       1.234071462042e+03 
       8.963325723707e-02       1.155412366581e+03 
       9.290949883744e-02       1.080933390990e+03 
       9.625206312119e-02       1.012572092703e+03 
       9.966895476000e-02       9.518074509103e+02 
       1.031676359049e-01       8.994991890772e+02 
       1.067551724874e-01       8.558017083694e+02 
       1.104383416310e-01       8.201243902488e+02 
       1.142237113752e-01       7.911487633009e+02 
       1.181177002795e-01       7.669295075685e+02 
       1.221266221640e-01       7.450640285856e+02 
       1.262567197402e-01       7.229871683000e+02 
       1.305141898968e-01       6.983716647142e+02 
       1.349052027484e-01       6.695888394833e+02 
       1.394359161201e-01       6.361036409274e+02 
       1.441124868442e-01       5.986560289402e+02 
       1.489410800631e-01       5.591282137422e+02 
       1.539278775987e-01       5.201012649560e+02 
       1.590790863779e-01       4.842177184337e+02 
       1.644009478495e-01       4.535206860732e+02 
       1.698997492987e-01       4.289398765980e+02 
       1.755818379464e-01       4.100496038067e+02 
       1.814536387056e-01       3.951623651905e+02 
       1.875216764605e-01       3.818812478770e+02 
       1.937926037288e-01       3.675545487007e+02 
       2.002732345703e-01       3.502651010779e+02 
       2.069705856216e-01       3.298368445166e+02 
       2.138919251668e-01       3.077545038579e+02 
       2.210448312180e-01       2.863576651389e+02 
       2.284372596770e-01       2.677225453111e+02 
       2.360776238015e-01       2.528411582323e+02 
       2.439748864236e-01       2.412767387965e+02 
       2.521386666777e-01       2.313661933047e+02 
       2.605793634242e-01       2.211011994795e+02 
       2.693082981334e-01       2.092988256359e+02 
       2.783378807602e-01       1.962481455007e+02 
       2.876818031601e-01       1.834087750011e+02 
       2.973552659400e-01       1.722816188747e+02 
       3.073752464211e-01       1.632461468677e+02 
       3.177608177653e-01       1.554464073210e+02 
       3.285335325042e-01       1.476214935368e+02 
       3.397178880384e-01       1.391506226034e+02 
       3.513418976134e-01       1.305275005706e+02 
       3.634377985428e-01       1.226622080935e+02 
       3.760429411182e-01       1.158924461377e+02 
       3.892009183754e-01       1.096694016362e+02 
       4.029630213023e-01       1.033661075357e+02 
       4.173901403592e-01       9.701555169967e+01 
       4.325552892222e-01       9.106983979062e+01 
       4.485470120206e-01       8.565867210156e+01 
       4.654740710103e-01       8.048291035318e+01 
       4.834720332049e-01       7.532480397699e+01 
       5.027127475356e-01       7.038522227990e+01 
       5.234183539439e-01       6.575329061775e+01 
       5.458826421665e-01       6.120455874709e+01 
       5.705048023177e-01       5.677197861547e+01 
       5.978450290190e-01       5.249192085261e+01 
       6.287207309535e-01       4.824849872906e+01 
       6.643829030557e-01       4.405881667606e+01 
       7.068621400517e-01       3.982180648355e+01 
       7.597018663167e-01       3.548379818292e+01 
       8.296366180581e-01       3.092410476850e+01 
       9.305522312713e-01       2.600062481265e+01 
       1.090628146677e+00       2.069179267541e+01 
       1.344459231526e+00       1.561032207946e+01 
       1.690134455615e+00       1.170075127035e+01 
       2.127709730039e+00       8.847901954793e+00 
       2.678627697715e+00       6.675171683922e+00 
       3.372192477317e+00       4.964762253766e+00 
       4.245338803155e+00       3.609159559699e+00 
       5.344564900968e+00       2.552710971481e+00 
       6.728408568812e+00       1.754600602817e+00 
       8.470564528211e+00       1.173214346141e+00 
       1.066380893681e+01       7.649353876316e-01 
       1.342494005706e+01       4.878251443023e-01 
       1.690099818965e+01       3.053325702995e-01 
       2.127709610564e+01       1.881140210177e-01 
       2.678627697658e+01       1.143176237414e-01 
       3.372192477317e+01       6.865110003970e-02 
       4.245338803155e+01       4.081167664778e-02 
       5.344564900968e+01       2.404250999218e-02 
       6.728408568812e+01       1.404667142959e-02 
       8.470564528211e+01       8.145620921971e-03 
       1.066380893681e+02       4.690917202920e-03 
       1.342494005706e+02       2.684004049210e-03 
       1.690099818965e+02       1.526467602098e-03 
       2.127709610564e+02       8.632960086721e-04 
