# Matter power spectrum P(k) at redshift z=0.25
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.065297608949e-05       4.065916884632e+01 
       1.341130231029e-05       4.400358395603e+01 
       1.688382928368e-05       5.457822043600e+01 
       2.125548173362e-05       6.952031579910e+01 
       2.675906609438e-05       8.585559558595e+01 
       3.368766830209e-05       1.089943346726e+02 
       4.241026168960e-05       1.356897175124e+02 
       5.339135616187e-05       1.696539210287e+02 
       6.721573504233e-05       2.120593306064e+02 
       8.461959691722e-05       2.646623387343e+02 
       1.065297608949e-04       3.301780014564e+02 
       1.341130231029e-04       4.120691436554e+02 
       1.688382928368e-04       5.142880193213e+02 
       2.125548173362e-04       6.420957151159e+02 
       2.675906609438e-04       8.017497349210e+02 
       3.368766830209e-04       1.000924537833e+03 
       4.241026168960e-04       1.248746390371e+03 
       5.339135616187e-04       1.555716367501e+03 
       6.721573504233e-04       1.933928680821e+03 
       8.461959691722e-04       2.397554739943e+03 
       1.065297608949e-03       2.963502371769e+03 
       1.341130231029e-03       3.651437214474e+03 
       1.688382928368e-03       4.482411426546e+03 
       2.125548173362e-03       5.476512370669e+03 
       2.675906609438e-03       6.649116232813e+03 
       3.368766830209e-03       8.006141355790e+03 
       4.241026168960e-03       9.538384373027e+03 
       5.339135616187e-03       1.121324337278e+04 
       6.721573504233e-03       1.296458521381e+04 
       8.461959691722e-03       1.468241344684e+04 
       1.065297608949e-02       1.620138915071e+04 
       1.341130231029e-02       1.729592030878e+04 
       1.688382928364e-02       1.769439016348e+04 
       2.125548150196e-02       1.713246333851e+04 
       2.675890332307e-02       1.549620895222e+04 
       3.366656121949e-02       1.304620042268e+04 
       4.174812847909e-02       1.063765890668e+04 
       4.845224332871e-02       9.279161412390e+03 
       5.333502158212e-02       8.600382550000e+03 
       5.737910415683e-02       8.169841940558e+03 
       6.099820005948e-02       7.840798425716e+03 
       6.437813162235e-02       7.551288041532e+03 
       6.761782965077e-02       7.269990981546e+03 
       7.077686273009e-02       6.980261036149e+03 
       7.389448284757e-02       6.674195158311e+03 
       7.699842267797e-02       6.349965090377e+03 
       8.010941563580e-02       6.010322967972e+03 
       8.324371480182e-02       5.661371399950e+03 
       8.641458889910e-02       5.311479033565e+03 
       8.963325723707e-02       4.970134346548e+03 
       9.290949883744e-02       4.646798948555e+03 
       9.625206312119e-02       4.349862363209e+03 
       9.966895476000e-02       4.085724292453e+03 
       1.031676359049e-01       3.858099953038e+03 
       1.067551724874e-01       3.667651581564e+03 
       1.104383416310e-01       3.511818555881e+03 
       1.142237113752e-01       3.384896361761e+03 
       1.181177002795e-01       3.278475678762e+03 
       1.221266221640e-01       3.182177740181e+03 
       1.262567197402e-01       3.084929079485e+03 
       1.305141898968e-01       2.976692210194e+03 
       1.349052027484e-01       2.850454596262e+03 
       1.394359161201e-01       2.703931846949e+03 
       1.441124868442e-01       2.540344435374e+03 
       1.489410800631e-01       2.367835826328e+03 
       1.539278775987e-01       2.197549133299e+03 
       1.590790863779e-01       2.040870925294e+03 
       1.644009478495e-01       1.906582247021e+03 
       1.698997492987e-01       1.798653845536e+03 
       1.755818379464e-01       1.715221485682e+03 
       1.814536387056e-01       1.649007550823e+03 
       1.875216764605e-01       1.589709220915e+03 
       1.937926037288e-01       1.525952601550e+03 
       2.002732345703e-01       1.449540624281e+03 
       2.069705856216e-01       1.359763682091e+03 
       2.138919251668e-01       1.263026944570e+03 
       2.210448312180e-01       1.169366285744e+03 
       2.284372596770e-01       1.087647025017e+03 
       2.360776238015e-01       1.022070024284e+03 
       2.439748864236e-01       9.707359311462e+02 
       2.521386666777e-01       9.265418316393e+02 
       2.605793634242e-01       8.809503753158e+02 
       2.693082981334e-01       8.289651313912e+02 
       2.783378807602e-01       7.718519058103e+02 
       2.876818031601e-01       7.158196015613e+02 
       2.973552659400e-01       6.672084830991e+02 
       3.073752464211e-01       6.275891986439e+02 
       3.177608177653e-01       5.933298224196e+02 
       3.285335325042e-01       5.591256576871e+02 
       3.397178880384e-01       5.223889808208e+02 
       3.513418976134e-01       4.852078807627e+02 
       3.634377985428e-01       4.513852453593e+02 
       3.760429411182e-01       4.223083412566e+02 
       3.892009183754e-01       3.956756117130e+02 
       4.029630213023e-01       3.688838339567e+02 
       4.173901403592e-01       3.420756551873e+02 
       4.325552892222e-01       3.171131103110e+02 
       4.485470120206e-01       2.945140912918e+02 
       4.654740710103e-01       2.730396836418e+02 
       4.834720332049e-01       2.517947640876e+02 
       5.027127475356e-01       2.315930215605e+02 
       5.234183539439e-01       2.127884170826e+02 
       5.458826421665e-01       1.944677272377e+02 
       5.705048023177e-01       1.767545523987e+02 
       5.978450290190e-01       1.597888395203e+02 
       6.287207309535e-01       1.431384828747e+02 
       6.643829030557e-01       1.268401973305e+02 
       7.068621400517e-01       1.105954878208e+02 
       7.597018663167e-01       9.419879213149e+01 
       8.296366180581e-01       7.729128065913e+01 
       9.305522312713e-01       5.955578435872e+01 
