# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.609006987805e+00      -1.206755264628e+00      -1.206755264631e+00      -1.206550034809e-01      -1.609006986592e+00      -1.247898207239e+00      -1.208205654342e+00      -1.178167452001e+00       5.978313103772e-01       5.971256245387e-01       7.139808267751e-08       7.141351105072e-08       7.141352461896e-08       7.141349235962e-08       7.139738183718e-08       7.140918655278e-08       7.141248321071e-08       7.141349362702e-08 
       1.341130231029e-05      -1.609201465182e+00      -1.206901163624e+00      -1.206901163643e+00      -1.206588645496e-01      -1.609201461898e+00      -1.248049063742e+00      -1.208351727074e+00      -1.178309608132e+00       5.978312616772e-01       5.971256425466e-01       1.131426157653e-07       1.131827160859e-07       1.131827429607e-07       1.131826622252e-07       1.131407783718e-07       1.131720823941e-07       1.131808767947e-07       1.131826672701e-07 
       1.688382928368e-05      -1.609483866693e+00      -1.207113066211e+00      -1.207113066241e+00      -1.206654691004e-01      -1.609483858311e+00      -1.248268148755e+00      -1.208563880591e+00      -1.178516099885e+00       5.978376288207e-01       5.971321091821e-01       1.792821802038e-07       1.793830789899e-07       1.793831129066e-07       1.793829132849e-07       1.792775382853e-07       1.793572947587e-07       1.793797620148e-07       1.793829333646e-07 
       2.125548173362e-05      -1.609965005126e+00      -1.207474195995e+00      -1.207474196075e+00      -1.206749505779e-01      -1.609964982939e+00      -1.248641474672e+00      -1.208925432226e+00      -1.178867962575e+00       5.978392898726e-01       5.971339454515e-01       2.840410123745e-07       2.843021201572e-07       2.843021847149e-07       2.843016522588e-07       2.840289359767e-07       2.842367015977e-07       2.842955600092e-07       2.843017321688e-07 
       2.675906609438e-05      -1.610747526549e+00      -1.208061788354e+00      -1.208061788615e+00      -1.206903391915e-01      -1.610747469130e+00      -1.249248801730e+00      -1.209513698519e+00      -1.179440474671e+00       5.978368421881e-01       5.971317710267e-01       4.499230844163e-07       4.505876382882e-07       4.505878067721e-07       4.505863480037e-07       4.498921670921e-07       4.504229749059e-07       4.505738030222e-07       4.505866659522e-07 
       3.368766830209e-05      -1.611979240764e+00      -1.208987357250e+00      -1.208987357981e+00      -1.207143749606e-01      -1.611979093897e+00      -1.250205165148e+00      -1.210440296116e+00      -1.180342282822e+00       5.978348612305e-01       5.971302246149e-01       7.124437168010e-07       7.141294270497e-07       7.141298422388e-07       7.141257038953e-07       7.123651153492e-07       7.137148295433e-07       7.140989595129e-07       7.141269685405e-07 
       4.241026168960e-05      -1.613933916796e+00      -1.210457846783e+00      -1.210457848737e+00      -1.207527735122e-01      -1.613933544873e+00      -1.251723871221e+00      -1.211912341485e+00      -1.181775025619e+00       5.978305323330e-01       5.971265775556e-01       1.127565893083e-06       1.131813479260e-06       1.131814528841e-06       1.131802283809e-06       1.127367516974e-06       1.130773488036e-06       1.131743636435e-06       1.131807311352e-06 
       5.339135616187e-05      -1.617037506623e+00      -1.212796943862e+00      -1.212796949130e+00      -1.208124705078e-01      -1.617036562206e+00      -1.254137811317e+00      -1.214253697899e+00      -1.184054035341e+00       5.978208099043e-01       5.971179510717e-01       1.783053343549e-06       1.793778600065e-06       1.793781254655e-06       1.793743082458e-06       1.782551755236e-06       1.791157700526e-06       1.793612832879e-06       1.793763052663e-06 
       6.721573504233e-05      -1.621935149008e+00      -1.216498752084e+00      -1.216498765631e+00      -1.209064694645e-01      -1.621932771419e+00      -1.257953540281e+00      -1.217958574181e+00      -1.187660721106e+00       5.978071803531e-01       5.971060419118e-01       2.815930961026e-06       2.842893545479e-06       2.842900239528e-06       2.842775246736e-06       2.814670171969e-06       2.836314328499e-06       2.842493814695e-06       2.842854468331e-06 
       8.461959691722e-05      -1.629648452972e+00      -1.222355114795e+00      -1.222355148722e+00      -1.210537954996e-01      -1.629642497430e+00      -1.263978897105e+00      -1.223818545702e+00      -1.193366518136e+00       5.977890732821e-01       5.970906338226e-01       4.438014846875e-06       4.505576298486e-06       4.505593076209e-06       4.505164553938e-06       4.434858577612e-06       4.489104193894e-06       4.504601859999e-06       4.505478180526e-06 
       1.065297608949e-04      -1.641782144082e+00      -1.231634133137e+00      -1.231634217940e+00      -1.212813640377e-01      -1.641767242937e+00      -1.273497406369e+00      -1.233100117169e+00      -1.202406712654e+00       5.977611390252e-01       5.970669590405e-01       6.971490789356e-06       7.140596328335e-06       7.140638385398e-06       7.139112112388e-06       6.963601340268e-06       7.099357584712e-06       7.138197348037e-06       7.140349696158e-06 
       1.341130231029e-04      -1.660801827139e+00      -1.246346352426e+00      -1.246346565934e+00      -1.216269435340e-01      -1.660764579046e+00      -1.288518433806e+00      -1.247808389065e+00      -1.216739597060e+00       5.977145044468e-01       5.970270419048e-01       1.089373678953e-05       1.131639998148e-05       1.131650521099e-05       1.131092011056e-05       1.087405645453e-05       1.121317706197e-05       1.131044765786e-05       1.131577886138e-05 
       1.688382928368e-04      -1.690387313181e+00      -1.269650964826e+00      -1.269651486006e+00      -1.221395007438e-01      -1.690294647431e+00      -1.312135957457e+00      -1.271086886181e+00      -1.239441732810e+00       5.976440262274e-01       5.969670874089e-01       1.688076661109e-05       1.793366482869e-05       1.793392747183e-05       1.791317440180e-05       1.683190970876e-05       1.767581738527e-05       1.791885157089e-05       1.793209884909e-05 
       2.125548173362e-04      -1.735936818369e+00      -1.306586833906e+00      -1.306588158446e+00      -1.228666144757e-01      -1.735706935814e+00      -1.349128425327e+00      -1.307931310421e+00      -1.275418841645e+00       5.975298836290e-01       5.968693727845e-01       2.580736771327e-05       2.841875128294e-05       2.841940596106e-05       2.834198960120e-05       2.568679806019e-05       2.777612453217e-05       2.838178285858e-05       2.841479618380e-05 
       2.675906609438e-04      -1.804831051683e+00      -1.365110219889e+00      -1.365113512127e+00      -1.238250763998e-01      -1.804265533862e+00      -1.406656818984e+00      -1.366184770126e+00      -1.332413930631e+00       5.973488308091e-01       5.967137024290e-01       3.860123237124e-05       4.503013013601e-05       4.503175319046e-05       4.474525284370e-05       3.830683390322e-05       4.343547961910e-05       4.493779451723e-05       4.502012691200e-05 
       3.368766830209e-04      -1.906078893338e+00      -1.457812893086e+00      -1.457821031012e+00      -1.249233445121e-01      -1.904704562763e+00      -1.495129134088e+00      -1.458147961832e+00      -1.422674858094e+00       5.970650497566e-01       5.964685496516e-01       5.569947693001e-05       7.134164010574e-05       7.134563336274e-05       7.030752567717e-05       5.499255575314e-05       6.741199832996e-05       7.111112833187e-05       7.131635026898e-05 
       4.241026168960e-04      -2.047944203516e+00      -1.604613570399e+00      -1.604633592694e+00      -1.258197442210e-01      -2.044667750894e+00      -1.628836805003e+00      -1.603002732844e+00      -1.565563585403e+00       5.966220333292e-01       5.960829088769e-01       7.564425849024e-05       1.130033820977e-04       1.130130909960e-04       1.093868866678e-04       7.399146800664e-05       1.034253276860e-04       1.124289401999e-04       1.129397694072e-04 
       5.339135616187e-04      -2.231040781089e+00      -1.836968574426e+00      -1.837016756800e+00      -1.257405078021e-01      -2.223467182503e+00      -1.825447201494e+00      -1.830365072793e+00      -1.791634520907e+00       5.959379891185e-01       5.954807796402e-01       9.228278266479e-05       1.789364394502e-04       1.789595963129e-04       1.669689932723e-04       8.858078228840e-05       1.559895029624e-04       1.775098775848e-04       1.787787937914e-04 
       6.721573504233e-04      -2.434059043777e+00      -2.204475141560e+00      -2.204588537781e+00      -1.234025788982e-01      -2.417378782931e+00      -2.102520814231e+00      -2.185301488945e+00      -2.149030471459e+00       5.948948108437e-01       5.945471646710e-01       9.121102227789e-05       2.831973990048e-04       2.832510216864e-04       2.464604973220e-04       8.347375417415e-05       2.296697034618e-04       2.796751818028e-04       2.828189575187e-04 
       8.461959691722e-04      -2.595239707493e+00      -2.785097011692e+00      -2.785355313363e+00      -1.173136621597e-01      -2.561191219268e+00      -2.468653992870e+00      -2.734829901630e+00      -2.713395508288e+00       5.933423071403e-01       5.931257837497e-01       5.158656154682e-05       4.478741614827e-04       4.479927841148e-04       3.452045463344e-04       3.714667213445e-05       3.279932631740e-04       4.392584996430e-04       4.470149331799e-04 
       1.065297608949e-03      -2.618048704925e+00      -3.700967136490e+00      -3.701525806211e+00      -1.065400351705e-01      -2.556244361716e+00      -2.910659200559e+00      -3.575336153372e+00      -3.603225455421e+00       5.911028066102e-01       5.910145865499e-01      -2.889029144459e-05       7.075428264692e-04       7.077877007320e-04       4.498061799666e-04      -5.121679176294e-05       4.546660667864e-04       6.867712566332e-04       7.057454960677e-04 
