# Matter power spectrum P(k) at redshift z=1
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.065297608949e-05       2.090828720726e+01 
       1.341130231029e-05       2.119919330768e+01 
       1.688382928368e-05       2.621545504903e+01 
       2.125548173362e-05       3.369545135741e+01 
       2.675906609438e-05       4.140680634395e+01 
       3.368766830209e-05       5.296616321028e+01 
       4.241026168960e-05       6.587480079038e+01 
       5.339135616187e-05       8.242686491842e+01 
       6.721573504233e-05       1.031011602507e+02 
       8.461959691722e-05       1.286674467218e+02 
       1.065297608949e-04       1.604556421064e+02 
       1.341130231029e-04       2.001657215641e+02 
       1.688382928368e-04       2.496468670762e+02 
       2.125548173362e-04       3.114299689597e+02 
       2.675906609438e-04       3.884741448826e+02 
       3.368766830209e-04       4.844706411439e+02 
       4.241026168960e-04       6.039350345659e+02 
       5.339135616187e-04       7.522253674934e+02 
       6.721573504233e-04       9.356473699778e+02 
       8.461959691722e-04       1.161501934479e+03 
       1.065297608949e-03       1.438183936465e+03 
       1.341130231029e-03       1.775131078196e+03 
       1.688382928368e-03       2.182316068224e+03 
       2.125548173362e-03       2.669278299746e+03 
       2.675906609438e-03       3.243387970460e+03 
       3.368766830209e-03       3.907513568533e+03 
       4.241026168960e-03       4.657193573296e+03 
       5.339135616187e-03       5.476593159341e+03 
       6.721573504233e-03       6.333470298628e+03 
       8.461959691722e-03       7.174051352973e+03 
       1.065297608949e-02       7.917650438800e+03 
       1.341130231029e-02       8.453896340083e+03 
       1.688382928364e-02       8.649814208656e+03 
       2.125548150196e-02       8.376227835177e+03 
       2.675890332307e-02       7.577078073048e+03 
       3.366656121949e-02       6.379689147374e+03 
       4.174812847909e-02       5.202247284053e+03 
       4.845224332871e-02       4.538060693136e+03 
       5.333502158212e-02       4.206183572426e+03 
       5.737910415683e-02       3.995676000433e+03 
       6.099820005948e-02       3.834790770051e+03 
       6.437813162235e-02       3.693228147977e+03 
       6.761782965077e-02       3.555676165409e+03 
       7.077686273009e-02       3.413993834794e+03 
       7.389448284757e-02       3.264316998639e+03 
       7.699842267797e-02       3.105752891745e+03 
       8.010941563580e-02       2.939646788650e+03 
       8.324371480182e-02       2.768985191962e+03 
       8.641458889910e-02       2.597861527944e+03 
       8.963325723707e-02       2.430916458429e+03 
       9.290949883744e-02       2.272778667041e+03 
       9.625206312119e-02       2.127551616077e+03 
       9.966895476000e-02       1.998365560517e+03 
       1.031676359049e-01       1.887038037300e+03 
       1.067551724874e-01       1.793892916845e+03 
       1.104383416310e-01       1.717678025817e+03 
       1.142237113752e-01       1.655603179427e+03 
       1.181177002795e-01       1.603555265342e+03 
       1.221266221640e-01       1.556457864568e+03 
       1.262567197402e-01       1.508894831758e+03 
       1.305141898968e-01       1.455956723880e+03 
       1.349052027484e-01       1.394213666971e+03 
       1.394359161201e-01       1.322548306169e+03 
       1.441124868442e-01       1.242535860463e+03 
       1.489410800631e-01       1.158159501825e+03 
       1.539278775987e-01       1.074869654830e+03 
       1.590790863779e-01       9.982358199409e+02 
       1.644009478495e-01       9.325530620390e+02 
       1.698997492987e-01       8.797636275254e+02 
       1.755818379464e-01       8.389557542008e+02 
       1.814536387056e-01       8.065698375866e+02 
       1.875216764605e-01       7.775661663317e+02 
       1.937926037288e-01       7.463816714449e+02 
       2.002732345703e-01       7.090074089628e+02 
       2.069705856216e-01       6.650960416780e+02 
       2.138919251668e-01       6.177801066321e+02 
       2.210448312180e-01       5.719683563599e+02 
       2.284372596770e-01       5.319974064605e+02 
       2.360776238015e-01       4.999222466481e+02 
       2.439748864236e-01       4.748137155755e+02 
       2.521386666777e-01       4.531974305102e+02 
       2.605793634242e-01       4.308975411570e+02 
       2.693082981334e-01       4.054702069045e+02 
       2.783378807602e-01       3.775346856202e+02 
       2.876818031601e-01       3.501279106115e+02 
       2.973552659400e-01       3.263509124569e+02 
       3.073752464211e-01       3.069720197146e+02 
       3.177608177653e-01       2.902148660578e+02 
       3.285335325042e-01       2.734847253338e+02 
       3.397178880384e-01       2.555158570852e+02 
       3.513418976134e-01       2.373295356903e+02 
       3.634377985428e-01       2.207859049420e+02 
       3.760429411182e-01       2.065635390680e+02 
       3.892009183754e-01       1.935367684518e+02 
       4.029630213023e-01       1.804321923151e+02 
       4.173901403592e-01       1.673194946379e+02 
       4.325552892222e-01       1.551095588044e+02 
       4.485470120206e-01       1.440557790686e+02 
       4.654740710103e-01       1.335520039755e+02 
       4.834720332049e-01       1.231604683998e+02 
       5.027127475356e-01       1.132792229914e+02 
       5.234183539439e-01       1.040813204422e+02 
       5.458826421665e-01       9.512013141618e+01 
       5.705048023177e-01       8.645608231505e+01 
       5.978450290190e-01       7.815764398120e+01 
       6.287207309535e-01       7.001345086647e+01 
       6.643829030557e-01       6.204146328010e+01 
       7.068621400517e-01       5.409568205357e+01 
       7.597018663167e-01       4.607555650575e+01 
       8.296366180581e-01       3.780557344911e+01 
       9.305522312713e-01       2.913059505648e+01 
       1.090628146677e+00       2.021679332333e+01 
       1.344459231526e+00       1.239063872122e+01 
       1.690134455615e+00       7.185558100037e+00 
       2.127709730039e+00       4.115553441038e+00 
       2.678627697715e+00       2.337837334594e+00 
       3.372192477317e+00       1.318222845683e+00 
       4.245338803155e+00       7.383160628428e-01 
       5.344564900968e+00       4.109844105406e-01 
       6.728408568812e+00       2.275226819322e-01 
       8.470564528211e+00       1.253054279913e-01 
       1.066380893681e+01       6.869374945537e-02 
       1.342494005706e+01       3.749736500041e-02 
       1.690099818965e+01       2.038974089808e-02 
       2.127709610564e+01       1.104536490545e-02 
       2.678627697658e+01       5.963776543227e-03 
       3.372192477317e+01       3.209142101117e-03 
       4.245338803155e+01       1.721338893722e-03 
       5.344564900968e+01       9.202762501271e-04 
       6.728408568812e+01       4.901852864882e-04 
       8.470564528211e+01       2.600233975950e-04 
       1.066380893681e+02       1.371974926872e-04 
       1.342494005706e+02       7.188187001828e-05 
       1.690099818965e+02       3.729730691525e-05 
       2.127709610564e+02       1.909432121030e-05 
