# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.1
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -2.001312910039e+00      -1.500985139427e+00      -1.500985139515e+00      -1.500197847931e-01      -2.001312892613e+00      -1.503875495563e+00      -1.501057548931e+00      -6.619338412402e-01       4.999807174864e-01       4.998603602539e-01       1.180248049447e-07       1.181607630305e-07       1.181607694718e-07       1.181606998168e-07       1.180219222473e-07       1.181564035127e-07       1.181593285810e-07       1.181607153393e-07 
       1.341130231029e-05      -2.001990145514e+00      -1.501493712467e+00      -1.501493712562e+00      -1.500343495794e-01      -2.001990101320e+00      -1.504384995099e+00      -1.501566143632e+00      -6.621355936490e-01       4.999919877366e-01       4.998716743962e-01       1.869511085665e-07       1.872761719431e-07       1.872761784984e-07       1.872759897113e-07       1.869438918000e-07       1.872667835230e-07       1.872739208636e-07       1.872760514785e-07 
       1.688382928368e-05      -2.003126760668e+00      -1.502347831423e+00      -1.502347831566e+00      -1.500529603912e-01      -2.003126649428e+00      -1.505240625984e+00      -1.502420296453e+00      -6.624707964307e-01       4.999938190815e-01       4.998735800847e-01       2.960006489293e-07       2.968139616450e-07       2.968139734913e-07       2.968134035270e-07       2.959825289031e-07       2.967922085953e-07       2.968101112146e-07       2.968136492372e-07 
       2.125548173362e-05      -2.004953693694e+00      -1.503722329855e+00      -1.503722330291e+00      -1.500803057377e-01      -2.004953407737e+00      -1.506617414578e+00      -1.503794837631e+00      -6.630086026687e-01       4.999897751953e-01       4.998696599832e-01       4.683500801684e-07       4.704150817998e-07       4.704151171002e-07       4.704132708269e-07       4.683039073535e-07       4.703624518120e-07       4.704082560156e-07       4.704142478095e-07 
       2.675906609438e-05      -2.007800932902e+00      -1.505868461256e+00      -1.505868462388e+00      -1.501263443995e-01      -2.007800207549e+00      -1.508766782474e+00      -1.505941015707e+00      -6.638504052776e-01       4.999941462896e-01       4.998742223397e-01       7.403900525020e-07       7.455638685699e-07       7.455639554922e-07       7.455576812148e-07       7.402735958209e-07       7.454361259938e-07       7.455515399933e-07       7.455615631272e-07 
       3.368766830209e-05      -2.012370824803e+00      -1.509323102469e+00      -1.509323105475e+00      -1.501939076511e-01      -2.012368989633e+00      -1.512225787757e+00      -1.509395668083e+00      -6.652013953429e-01       4.999832813156e-01       4.998636665413e-01       1.168543327784e-06       1.181616984407e-06       1.181617209602e-06       1.181594869504e-06       1.168249819096e-06       1.181300392615e-06       1.181592744212e-06       1.181610275907e-06 
       4.241026168960e-05      -2.019518711938e+00      -1.514751993193e+00      -1.514752000951e+00      -1.503036621716e-01      -2.019514097950e+00      -1.517659399263e+00      -1.514824437778e+00      -6.673266662615e-01       4.999815306931e-01       4.998623985755e-01       1.839963450291e-06       1.872733367079e-06       1.872733937860e-06       1.872651896672e-06       1.839227944426e-06       1.871949464113e-06       1.872684461283e-06       1.872712932882e-06 
       5.339135616187e-05      -2.030790026367e+00      -1.523376531490e+00      -1.523376551453e+00      -1.504720161438e-01      -2.030778422871e+00      -1.526286003538e+00      -1.523448401945e+00      -6.706992123297e-01       4.999718922919e-01       4.998535266152e-01       2.885853768342e-06       2.968037662893e-06       2.968039105672e-06       2.967730940139e-06       2.884013033172e-06       2.966082357295e-06       2.967933160031e-06       2.967972067063e-06 
       6.721573504233e-05      -2.048452603840e+00      -1.537051530453e+00      -1.537051581411e+00      -1.507291346314e-01      -2.048423579068e+00      -1.539950864826e+00      -1.537121569961e+00      -6.760405744568e-01       4.999544488183e-01       4.998372891005e-01       4.498288640143e-06       4.703895738767e-06       4.703899399196e-06       4.702726835617e-06       4.493708747967e-06       4.699011347122e-06       4.703661878357e-06       4.703675212610e-06 
       8.461959691722e-05      -2.075916738945e+00      -1.558716817535e+00      -1.558716945170e+00      -1.511152848614e-01      -2.075844527694e+00      -1.561566659010e+00      -1.558781692343e+00      -6.844896717001e-01       4.999292481919e-01       4.998139764678e-01       6.942472999822e-06       7.454906556081e-06       7.454915713551e-06       7.450432903348e-06       6.931163586154e-06       7.442704596091e-06       7.454365317210e-06       7.454137336220e-06 
       1.065297608949e-04      -2.118164283163e+00      -1.593054717918e+00      -1.593055037314e+00      -1.516744321076e-01      -2.117985600196e+00      -1.595742270987e+00      -1.593105690141e+00      -6.978479147951e-01       4.998883734983e-01       4.997760451308e-01       1.054360822951e-05       1.181460750709e-05       1.181463039693e-05       1.179754290217e-05       1.051596159173e-05       1.178411884391e-05       1.181332313111e-05       1.181185925564e-05 
       1.341130231029e-04      -2.182021783765e+00      -1.647503209049e+00      -1.647504008566e+00      -1.524357955055e-01      -2.181583303370e+00      -1.649723861242e+00      -1.647517694350e+00      -7.189515527496e-01       4.998127016270e-01       4.997049229828e-01       1.559325043028e-05       1.872317215148e-05       1.872322920120e-05       1.865882558175e-05       1.552674381666e-05       1.864702257182e-05       1.872006440389e-05       1.871326065712e-05 
       1.688382928368e-04      -2.275743985425e+00      -1.733835686982e+00      -1.733837666999e+00      -1.533685264456e-01      -2.274683246507e+00      -1.734796626774e+00      -1.733756387153e+00      -7.522418825131e-01       4.996756779804e-01       4.995748209791e-01       2.205163937503e-05       2.966977048902e-05       2.966991201017e-05       2.943224052401e-05       2.189588566428e-05       2.947997583406e-05       2.966215858176e-05       2.963425075479e-05 
