# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2.5
# for k=1.0653e-05 to 212.771 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_ncdm[0]              8:d_ncdm[1]              9:d_tot                 10:phi                   11:psi                   12:t_g                   13:t_b                   14:t_cdm                 15:t_fld                 16:t_ur                  17:t_ncdm[0]             18:t_ncdm[1]             19:t_tot              
       1.065297608949e-05      -1.627612573948e+00      -1.220709483467e+00      -1.220709483496e+00      -1.220391199215e-01      -1.627612571092e+00      -1.242780466640e+00      -1.221423928025e+00      -1.147237678217e+00       5.932149779900e-01       5.927331557280e-01       8.450710444442e-08       8.453578673953e-08       8.453580409170e-08       8.453576202275e-08       8.450597792219e-08       8.453085788994e-08       8.453458082985e-08       8.453576495499e-08 
       1.341130231029e-05      -1.627813876351e+00      -1.220860545537e+00      -1.220860545579e+00      -1.220457200560e-01      -1.627813868839e+00      -1.242934246713e+00      -1.221575077138e+00      -1.147379119011e+00       5.932337229056e-01       5.927519652338e-01       1.339109985585e-07       1.339813754940e-07       1.339813885908e-07       1.339812901203e-07       1.339081183274e-07       1.339700137803e-07       1.339795208792e-07       1.339813017916e-07 
       1.688382928368e-05      -1.628242263402e+00      -1.221182047057e+00      -1.221182047115e+00      -1.220552306276e-01      -1.628242244356e+00      -1.243261485027e+00      -1.221896761635e+00      -1.147679695951e+00       5.932360709286e-01       5.927544115293e-01       2.121722048553e-07       2.123474809541e-07       2.123474988116e-07       2.123472435194e-07       2.121649456594e-07       2.123201410212e-07       2.123440652147e-07       2.123472899691e-07 
       2.125548173362e-05      -1.628958460310e+00      -1.221719759465e+00      -1.221719759630e+00      -1.220685515387e-01      -1.628958410449e+00      -1.243808752378e+00      -1.222434773690e+00      -1.148182328789e+00       5.932304011396e-01       5.927489123921e-01       3.360961680768e-07       3.365465651175e-07       3.365466271634e-07       3.365459112506e-07       3.360773923241e-07       3.364778069008e-07       3.365398222406e-07       3.365460960775e-07 
       2.675906609438e-05      -1.630024605708e+00      -1.222520794558e+00      -1.222520795027e+00      -1.220905919160e-01      -1.630024477672e+00      -1.244623855160e+00      -1.223236239379e+00      -1.148931301520e+00       5.932384756937e-01       5.927572529618e-01       5.322527310141e-07       5.333908517698e-07       5.333910014125e-07       5.333889395279e-07       5.322049358275e-07       5.332197806863e-07       5.333776741933e-07       5.333896747576e-07 
       3.368766830209e-05      -1.631828433006e+00      -1.223877283003e+00      -1.223877284277e+00      -1.221243291677e-01      -1.631828106864e+00      -1.246003791423e+00      -1.224593420754e+00      -1.150199327851e+00       5.932222912097e-01       5.927414923601e-01       8.424782486109e-07       8.453613433256e-07       8.453617402133e-07       8.453554613741e-07       8.423570405637e-07       8.449308448040e-07       8.453316329745e-07       8.453583847057e-07 
       4.241026168960e-05      -1.634576357611e+00      -1.225947310383e+00      -1.225947313738e+00      -1.221783504381e-01      -1.634575533636e+00      -1.248108516557e+00      -1.226664405013e+00      -1.152134483700e+00       5.932232581208e-01       5.927431252966e-01       1.332548764461e-06       1.339801328048e-06       1.339802343120e-06       1.339782293362e-06       1.332243393044e-06       1.338725252924e-06       1.339735928043e-06       1.339793908323e-06 
       5.339135616187e-05      -1.638954873378e+00      -1.229254219158e+00      -1.229254227965e+00      -1.222624655805e-01      -1.638952787486e+00      -1.251468250701e+00      -1.229972586006e+00      -1.155225734547e+00       5.932160501362e-01       5.927369833303e-01       2.105141157562e-06       2.123414036395e-06       2.123416611273e-06       2.123349195364e-06       2.104370867158e-06       2.120709774333e-06       2.123262608244e-06       2.123395290315e-06 
       6.721573504233e-05      -1.645892801062e+00      -1.234515360868e+00      -1.234515383423e+00      -1.223938316187e-01      -1.645887556475e+00      -1.256807093459e+00      -1.235235144127e+00      -1.160143680624e+00       5.931979053135e-01       5.927205150414e-01       3.319414336339e-06       3.365313483056e-06       3.365320069776e-06       3.365083493199e-06       3.317480986572e-06       3.358530395967e-06       3.364951711241e-06       3.365266090994e-06 
       8.461959691722e-05      -1.656787541599e+00      -1.242830603018e+00      -1.242830659558e+00      -1.225980067985e-01      -1.656774414087e+00      -1.265229142512e+00      -1.243551121078e+00      -1.167916173133e+00       5.931767792915e-01       5.927020221564e-01       5.218565114256e-06       5.333516731460e-06       5.333533220639e-06       5.332674998533e-06       5.213732369745e-06       5.316537316207e-06       5.332640333936e-06       5.333396254129e-06 
       1.065297608949e-04      -1.673862285121e+00      -1.255997327757e+00      -1.255997469227e+00      -1.229103905048e-01      -1.673829479602e+00      -1.278524862340e+00      -1.256715195081e+00      -1.180222654514e+00       5.931471020319e-01       5.926764928408e-01       8.165366521490e-06       8.452724232716e-06       8.452765541738e-06       8.449579762779e-06       8.153316797239e-06       8.410233933086e-06       8.450578985848e-06       8.452415849114e-06 
